#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:41 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:41	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/594/A27/psz2&-out.max=unlimited&-out=INDEX,NAME,GLON,GLAT,RAJ2000,DEJ2000,SNR,PIPEDET,PIPE-DET,VALID,z,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MSZERR,Y5R500,e_Y5R500,COSMO,REDSHIFT_ID	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35940027
#Name: J/A+A/594/A27
#Title: Planck Sunyaev-Zeldovich sources (PSZ2) (Planck+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/594/a27	    IVOID of underlying data collection
#INFO	creator=Plankc collaboration Ade P.A.R.	    First author or institution
#INFO	cites=bibcode:2016A&A...594A..27P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/594/A27	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35940027	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-04-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_594_A27_psz2:
#Name: J/A+A/594/A27/psz2
#Title: Second SZ catalogue (PSZ2) (Union catalog)
#Column	Index	(I4)	Index used to cross-reference with individual catalogues (INDEX)	[ucd=meta.id]
#Column	Name	(A18)	Source name (NAME) (1)	[ucd=meta.id;meta.main]
#Column	GLON	(F11.7)	Galactic longitude (GLON)	[ucd=pos.galactic.lon]
#Column	GLAT	(F11.7)	Galactic latitude (GLAT)	[ucd=pos.galactic.lat]
#Column	RAJ2000	(F11.7)	Right ascension (J2000) transformed from (GLON,GLAT) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000) transformed from (GLON,GLAT) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	SNR	(F8.5)	Signal-to-noise ratio of the detection (SNR)	[ucd=stat.snr]
#Column	z	(F9.6)	Redshift of cluster (REDSHIFT) (5)	[ucd=src.redshift]
#Column	MSZ	(F9.6)	? SZ mass proxy (MSZ) (6)	[ucd=phys.mass]
#Column	E_MSZ	(F9.6)	? Upper bound of 68% SZ mass proxy confidence interval (MSZ_ERR_UP) (6)	[ucd=stat.error;stat.max]
#Column	e_MSZ	(F9.6)	? Lower bound of 68% SZ mass proxy confidence interval (MSZ_ERR_LOW) (6)	[ucd=stat.error]
#Column	Y5R500	(F10.6)	Mean marginal Y5R500 as determined by reference pipeline (Y5R500)	[ucd=stat.snr]
#Column	e_Y5R500	(F9.6)	Uncertainty on Y5R500 as determined by reference pipeline (Y5R500_ERR)	[ucd=stat.error]
#Column	COSMO	(I1)	[0/1] Indicates whether detection is in the cosmology sample (COSMO)	[ucd=meta.code]
#Column	zID	(a25)	External identifier of cluster associated with redshift measurement (REDSHIFT_ID) (5)	[ucd=src.redshift]
Index	Name	GLON	GLAT	RAJ2000	DEJ2000	SNR	z	MSZ	E_MSZ	e_MSZ	Y5R500	e_Y5R500	COSMO	zID
 443	PSZ2 G095.65-50.01	 95.6598319	-50.0175666	355.5089132	+09.1431972	 5.70084	 0.488066	 6.000246	 0.574939	 0.665130	  5.003095	 1.827851	0	RMJ234213.7+091404.1
 444	PSZ2 G095.75-11.16	 95.7585548	-11.1607677	334.7027679	+43.5133671	 5.32545	-1.000000	         	         	         	  2.122348	 1.477014	0	
 445	PSZ2 G096.10+12.46	 96.1005340	 12.4636094	307.8285784	+60.9109316	 5.08754	-1.000000	         	         	         	  3.833086	 1.350230	0	
 446	PSZ2 G096.14+56.24	 96.1489481	 56.2469285	218.8387509	+55.1413497	 6.58087	 0.139773	 2.771250	 0.235886	 0.259524	  4.008863	 1.481812	1	RMJ143528.5+550752.3
 447	PSZ2 G096.43-20.89	 96.4322258	-20.8930111	342.0362292	+35.5559657	 5.80509	-1.000000	         	         	         	  3.376131	 1.145131	0	
 448	PSZ2 G096.77-50.29	 96.7762195	-50.2933833	356.2844833	+09.1809157	 5.43034	 0.040000	 1.471990	 0.180207	 0.189026	  5.040904	 1.741816	0	RXC J2344.9+0911
 449	PSZ2 G096.78-50.20	 96.7833895	-50.2007035	356.2514317	+09.2677847	 4.67218	 0.068723	 2.002929	 0.233090	 0.247649	  5.361301	 2.063235	0	
 450	PSZ2 G096.83+52.49	 96.8396826	 52.4911687	223.2487748	+58.0365774	 7.37511	 0.317900	 4.924279	 0.377383	 0.369120	  1.577820	 0.430234	1	RXC J1452.9+5802
 451	PSZ2 G096.88+24.18	 96.8836800	 24.1808146	284.1703693	+66.3779063	 8.11239	 0.300000	 4.689639	 0.297043	 0.305380	  1.020616	 0.234923	1	ZwCl 1856.8+6616
 452	PSZ2 G096.99-53.64	 96.9935698	-53.6443151	357.7422784	+06.1543953	 5.65452	 0.056200	 1.856202	 0.210473	 0.220559	  3.233521	 1.269514	0	RXC J2350.8+0609
 453	PSZ2 G097.15+39.20	 97.1502866	 39.2089863	246.9034349	+65.3963172	 5.59471	 0.205800	 2.944873	 0.296941	 0.340448	  1.852117	 0.690766	0	ABELL 2207
 454	PSZ2 G097.37-17.11	 97.3783518	-17.1187129	340.6788968	+39.2821154	 4.73978	-1.000000	         	         	         	  1.199125	 0.531406	0	
 455	PSZ2 G097.52+51.70	 97.5232026	 51.7068405	223.8161822	+58.8752410	 5.69920	 0.700000	 5.179367	 0.497387	 0.514907	  0.645251	 0.186198	0	
 456	PSZ2 G097.52-14.89	 97.5268915	-14.8934827	339.3764834	+41.2783932	 5.50372	-1.000000	         	         	         	  8.227206	 3.706715	0	
 457	PSZ2 G097.72+38.12	 97.7275344	 38.1276663	248.9776437	+66.2023136	22.77627	 0.170900	 6.585151	 0.159879	 0.164212	  5.881603	 0.562585	1	RXC J1635.8+6612
 458	PSZ2 G097.78+46.95	 97.7834114	 46.9561037	231.0525489	+62.0227094	 4.50888	 0.337800	 3.428005	 0.455388	 0.322587	  4.782927	 2.823686	0	ACO 2077
 459	PSZ2 G097.94+19.43	 97.9441381	 19.4370600	296.0803527	+65.8456967	 6.39656	 0.245000	 3.983875	 0.300475	 0.324589	  2.075053	 0.552755	1	4C 65.28
 460	PSZ2 G098.10+30.30	 98.1049473	 30.3094534	268.6368447	+68.0406188	10.17601	 0.077000	 2.397326	 0.141346	 0.148827	  4.771180	 0.960022	1	RXC J1754.6+6803
 461	PSZ2 G098.30-41.15	 98.3044922	-41.1577557	353.5972470	+18.0002842	 6.02218	 0.436000	 7.049448	 0.581313	 0.634627	  4.747108	 2.811304	1	WHL J353.600+17.98
 462	PSZ2 G098.38+77.22	 98.3892912	 77.2278685	199.6058535	+38.5852629	 5.50989	-1.000000	         	         	         	  1.041889	 0.328425	0	
 463	PSZ2 G098.39+57.68	 98.3958623	 57.6854974	215.5697601	+54.9011005	 5.07972	-1.000000	         	         	         	  0.633562	 0.150851	0	
 464	PSZ2 G098.44+56.59	 98.4464535	 56.5934184	216.7790694	+55.7497044	 6.62761	 0.131838	 2.828180	 0.281761	 0.255533	  3.485578	 1.369672	1	RMJ142724.6+554500.0
 465	PSZ2 G098.62+51.76	 98.6207444	 51.7650135	222.8270502	+59.3306488	 4.53774	-1.000000	         	         	         	  0.791057	 0.348969	0	
 466	PSZ2 G098.64+23.20	 98.6458814	 23.2099160	287.5850393	+67.7100090	 4.67415	 0.247100	 3.390972	 0.451926	 0.490466	  1.076159	 0.453349	0	RXC J1910.4+6741
 467	PSZ2 G098.67-07.04	 98.6794065	 -7.0425204	334.8563299	+48.5395600	 6.29881	-1.000000	         	         	         	  2.259217	 0.611066	0	
 468	PSZ2 G098.75-28.63	 98.7590712	-28.6349764	348.4409718	+29.6117242	 4.74115	-1.000000	         	         	         	  1.261142	 0.399489	0	
 469	PSZ2 G098.97+24.86	 98.9712834	 24.8618821	283.4647054	+68.3772996	 9.56377	 0.092800	 2.583254	 0.155125	 0.157015	  1.844645	 0.432666	1	RXC J1853.9+6822
 470	PSZ2 G099.24+42.54	 99.2491406	 42.5433047	238.0378194	+65.3405399	 4.50267	 0.223100	 2.802261	 0.382507	 0.390415	  1.250501	 0.625484	0	NSC J155245+652132
 471	PSZ2 G099.30+20.92	 99.3096979	 20.9227893	293.8081585	+67.5905980	 8.46920	 0.170600	 3.921021	 0.228160	 0.243544	  3.853662	 1.095800	1	RXC J1935.3+6734
 472	PSZ2 G099.38+25.19	 99.3826708	 25.1979681	282.7519289	+68.8065043	 6.56803	 0.350000	 4.244147	 0.333486	 0.368195	  0.692915	 0.215558	0	
 473	PSZ2 G099.48+55.60	 99.4845451	 55.6051528	217.1485398	+56.8765835	 8.08447	 0.105100	 2.811942	 0.211048	 0.218740	  2.801211	 0.699212	1	RXC J1428.4+5652
 474	PSZ2 G099.48+37.72	 99.4885929	 37.7296316	248.6713702	+67.6422796	 5.57902	 0.166800	 2.506282	 0.263870	 0.297757	  1.827553	 0.679229	0	RXC J1634.6+6738
 475	PSZ2 G099.55+34.23	 99.5507463	 34.2377751	257.6109137	+68.7320602	 5.34278	-1.000000	         	         	         	  0.925010	 0.317404	0	
 476	PSZ2 G099.57-58.64	 99.5754018	-58.6401340	000.9450593	+02.0536454	 5.30325	 0.092400	 2.238774	 0.282160	 0.301448	  1.042464	 0.330422	0	RXCJ0003.8+0203
 477	PSZ2 G099.62+14.86	 99.6281335	 14.8625238	307.6361682	+65.0935874	 5.54439	-1.000000	         	         	         	  4.323063	 1.488768	0	
 478	PSZ2 G099.86+58.45	 99.8667429	 58.4569136	213.6782168	+54.7835744	 7.79464	 0.630500	 6.846082	 0.477337	 0.494397	  1.142449	 0.277915	1	WHL J213.697+54.78
 479	PSZ2 G100.04+23.73	100.0451029	 23.7374318	287.0822464	+69.0852154	 6.43922	 0.210300	 3.703402	 0.283629	 0.300868	  1.481392	 0.518597	1	RXC J1908.3+6903
 480	PSZ2 G100.07+17.06	100.0793569	 17.0656339	303.5893034	+66.6116951	 5.01178	-1.000000	         	         	         	  1.252898	 0.535767	0	
 481	PSZ2 G100.14+41.67	100.1422702	 41.6759005	239.0257278	+66.3544668	 8.32171	 0.233900	 4.044270	 0.267394	 0.287724	  1.251488	 0.332199	1	RXC J1556.1+6621
 482	PSZ2 G100.22-29.64	100.2261841	-29.6408217	350.2543462	+29.2135500	 7.05812	 0.485000	 7.643378	 0.555208	 0.615727	  1.934558	 0.620942	1	WHL J350.267+29.19
 483	PSZ2 G100.22+33.81	100.2264673	 33.8120793	258.4192833	+69.3734256	 5.68790	-1.000000	         	         	         	  1.256454	 0.476889	0	
 484	PSZ2 G100.38+16.73	100.3875249	 16.7362149	304.6810571	+66.7029838	 5.08381	-1.000000	         	         	         	  6.053785	 3.426864	0	
 485	PSZ2 G100.45+16.79	100.4534962	 16.7916723	304.6406633	+66.7855144	11.78533	-1.000000	         	         	         	  4.313394	 0.848400	0	
 486	PSZ2 G100.45-38.42	100.4586440	-38.4286844	354.1311002	+21.1519105	 4.62064	 0.056500	 1.844045	 0.266122	 0.280873	  7.096066	 4.336134	0	RXC J2336.5+2108
 487	PSZ2 G100.80+24.61	100.8070494	 24.6189845	285.0767775	+69.9617796	 7.02350	 0.087700	 2.240968	 0.172823	 0.177222	  2.925509	 0.832462	1	RXC J1900.4+6958
 488	PSZ2 G100.96-24.07	100.9617768	-24.0749180	348.3482647	+34.5796242	 4.74681	 0.424012	 5.698100	 0.684031	 0.769346	  1.266830	 0.509137	0	
 489	PSZ2 G101.36+32.39	101.3692485	 32.3927365	261.9280098	+70.5941469	 4.94466	 0.305900	 3.312784	 0.323187	 0.405981	  1.417783	 1.001759	0	RX J1727.4+7035
 490	PSZ2 G101.52-29.98	101.5219421	-29.9856871	351.5962727	+29.3257713	 6.04112	 0.227000	 4.878619	 0.492055	 0.539362	  1.893279	 0.773734	1	WHL J351.609+29.36
 491	PSZ2 G101.55-59.03	101.5536500	-59.0336349	002.0421784	+02.0303799	 6.11180	 0.369455	 5.720798	 0.590136	 0.623422	  1.866549	 0.619039	1	RMJ000810.4+020112.3
 492	PSZ2 G101.68-49.21	101.6800358	-49.2136533	358.8848806	+11.3377165	 6.17091	 0.072600	 2.399462	 0.251411	 0.234284	  4.401600	 2.253593	1	RXC J2355.6+1120
 493	PSZ2 G102.90-31.04	102.9033841	-31.0433694	353.3020224	+28.7677964	 6.12440	 0.591500	 6.728717	 0.659855	 0.771546	  2.544985	 0.748422	0	
 494	PSZ2 G102.98-04.77	102.9833057	 -4.7721816	338.7069860	+52.7264019	 7.59287	-1.000000	         	         	         	  1.598138	 0.353109	0	
 495	PSZ2 G103.40-32.99	103.4032438	-32.9905254	354.5042922	+27.0817580	 7.14973	 0.030900	 1.511933	 0.126403	 0.136366	 20.619381	 4.978070	1	RXC J2338.4+2659
 496	PSZ2 G103.56+24.78	103.5694571	 24.7890593	286.1682108	+72.4524912	 5.62727	 0.330000	 4.059032	 0.467274	 0.500702	  0.629737	 0.176773	0	
 497	PSZ2 G104.15-38.85	104.1509136	-38.8533335	357.2018370	+21.7235008	 6.41452	-1.000000	         	         	         	  1.491276	 0.372123	0	
 498	PSZ2 G104.29+26.17	104.2957363	 26.1785409	281.8843077	+73.3323149	 4.66846	 0.112500	 1.941149	 0.282475	 0.308707	  0.977499	 0.504754	0	RXC J1847.2+7320
 499	PSZ2 G104.30-48.99	104.3044199	-48.9948824	000.4838144	+12.0781865	 5.39621	 0.203300	 4.107262	 0.447796	 0.505267	  1.633391	 0.575151	0	RXC J0001.9+1204
 500	PSZ2 G104.52+39.39	104.5252809	 39.3990387	239.4819385	+70.3849381	 4.59873	-1.000000	         	         	         	  0.822834	 0.416338	0	
 501	PSZ2 G104.58-15.41	104.5835560	-15.4109037	347.9582630	+43.8835912	 4.62935	-1.000000	         	         	         	  1.366367	 0.434594	0	
 502	PSZ2 G104.71-54.54	104.7193521	-54.5477044	002.3395052	+06.8292516	 5.90490	 0.244062	 4.898720	 0.523988	 0.506679	  2.845607	 1.140423	0	RMJ000920.7+064923.1
 503	PSZ2 G104.74+40.42	104.7472552	 40.4237447	236.7095880	+69.9441180	 4.57885	 0.690000	 4.253688	 0.508658	 0.580489	  0.711764	 0.336140	0	
 504	PSZ2 G104.98-54.79	104.9864757	-54.7958440	002.5583962	+06.6338596	 4.64351	 0.291234	 4.798480	 0.556026	 0.593013	  1.085367	 0.415015	0	RMJ001015.3+064045.0
 505	PSZ2 G105.00+39.68	105.0072134	 39.6854214	238.1512045	+70.5333574	 4.97213	-1.000000	         	         	         	  1.317311	 0.480741	0	
 506	PSZ2 G105.25-17.93	105.2522266	-17.9324555	350.0594695	+41.7870818	 8.56164	 0.140000	 4.585247	 0.273582	 0.280741	  6.334679	 1.730913	0	RXC J2320.2+4146
 507	PSZ2 G105.40-50.43	105.4077072	-50.4399455	001.5977680	+10.8927467	 5.89843	 0.169800	 3.853959	 0.405330	 0.437557	  2.523167	 0.953684	0	RXC J0006.3+1052
 508	PSZ2 G105.55+77.21	105.5588729	 77.2139960	197.7544094	+39.2462888	 6.93177	 0.072000	 2.196282	 0.215014	 0.228517	  4.124429	 0.927121	1	RXC J1311.1+3913
 509	PSZ2 G105.76+54.73	105.7618593	 54.7387215	212.5897378	+59.6801202	 6.03458	 0.316000	 4.414105	 0.425033	 0.472488	  1.308208	 0.561310	1	BVH2007 184
 510	PSZ2 G105.82-38.36	105.8236057	-38.3628586	358.3930757	+22.5789079	11.51047	-1.000000	         	         	         	  5.014485	 0.758074	0	
 511	PSZ2 G105.94-16.14	105.9461382	-16.1463064	350.0238946	+43.6922767	 4.61735	-1.000000	         	         	         	  2.165443	 0.908143	0	
 512	PSZ2 G106.11+24.11	106.1174317	 24.1180335	290.3513156	+74.5560767	 5.70250	-1.000000	         	         	         	  1.366081	 0.521574	0	
 513	PSZ2 G106.15+25.75	106.1596355	 25.7546337	284.2922956	+74.9308604	 4.88069	 0.588000	 4.911154	 0.518902	 0.575942	  2.446489	 1.657346	0	
 514	PSZ2 G106.21+26.32	106.2152081	 26.3251132	282.1361085	+75.0586641	 4.90126	-1.000000	         	         	         	  2.713397	 1.853032	0	
 515	PSZ2 G106.41+50.82	106.4174655	 50.8277747	216.3149012	+63.1859924	 7.13821	 0.139400	 2.887828	 0.245458	 0.246961	  2.424025	 0.895205	1	RXC J1425.3+6311
 516	PSZ2 G106.48-10.42	106.4838433	-10.4272374	347.6369971	+49.1954944	 5.40932	-1.000000	         	         	         	  1.938056	 0.730807	0	
 517	PSZ2 G106.61+66.71	106.6139625	 66.7178829	202.6355400	+49.1529377	 5.33447	 0.331400	 4.674128	 0.553170	 0.569845	  1.083413	 0.434911	0	WHL J202.623+49.14
 518	PSZ2 G106.87-83.23	106.8791627	-83.2388725	010.8661755	-20.6170227	12.65438	 0.292400	 8.125670	 0.373283	 0.376402	  2.539772	 0.387814	1	RXCJ0043.4-2037
 519	PSZ2 G107.10+65.32	107.1023887	 65.3225124	203.1776746	+50.5182926	16.45694	 0.279900	 8.217337	 0.272736	 0.282418	  6.198399	 0.727364	1	RXC J1332.7+5032
 520	PSZ2 G107.11-39.50	107.1117578	-39.5061594	359.7704048	+21.7518131	 5.52123	 0.533030	 6.929063	 0.627809	 0.706814	  1.848983	 0.713263	0	
 521	PSZ2 G107.39-31.48	107.3955170	-31.4884425	357.6389687	+29.5399212	 5.15654	 0.149800	 3.446907	 0.431648	 0.469079	  2.890291	 1.227277	0	RXC J2350.5+2929
 522	PSZ2 G107.41-09.57	107.4100124	 -9.5798421	348.4457875	+50.3255589	10.68771	-1.000000	         	         	         	  6.608059	 1.255397	0	
 523	PSZ2 G107.66-58.32	107.6615988	-58.3275805	004.8949376	+03.5964757	 7.62567	 0.267000	 6.216138	 0.480409	 0.533825	  2.320839	 0.954982	1	ZwCl 0017.0+0320
 524	PSZ2 G107.67-39.78	107.6788750	-39.7861976	000.3018777	+21.5931653	 4.72506	 0.415200	 5.728785	 0.704587	 0.795530	  1.800103	 0.779587	0	WHL J0.322361+21.5
 525	PSZ2 G107.83-45.45	107.8356072	-45.4514895	001.8955149	+16.1308493	 7.09463	-1.000000	         	         	         	  1.127785	 0.155348	1	
 526	PSZ2 G108.13-09.21	108.1392878	 -9.2172496	349.2912600	+50.9267900	 9.10111	-1.000000	         	         	         	  4.533794	 0.975716	0	
 527	PSZ2 G108.17-11.56	108.1709608	-11.5638012	350.6177080	+48.7414367	 7.97640	 0.336000	 7.738726	 0.569454	 0.599662	  4.168356	 1.145469	0	
 528	PSZ2 G108.24+58.11	108.2471101	 58.1124190	207.2301211	+57.3468712	 4.64587	 0.321677	 3.849495	 0.508660	 0.550292	  1.125148	 0.572162	0	RMJ134851.6+572141.3
 529	PSZ2 G108.27+48.66	108.2733321	 48.6626499	216.7773374	+65.6528114	 5.94718	 0.674000	 4.933684	 0.472452	 0.515098	  1.526933	 0.511052	0	
 530	PSZ2 G108.71-47.75	108.7113672	-47.7599159	003.0592162	+14.0265129	 4.50874	 0.371674	 5.053808	 0.671054	 0.738638	  1.247219	 0.577762	0	
 531	PSZ2 G109.14-28.02	109.1461770	-28.0264612	358.2865429	+33.2800378	 6.71901	 0.457000	 6.919559	 0.617525	 0.623578	  1.437467	 0.361212	1	WHL J358.303+33.26
 532	PSZ2 G109.22-44.01	109.2296215	-44.0165214	002.5556376	+17.7559180	 4.54273	 0.173052	 3.262274	 0.465010	 0.501307	  0.848274	 0.231566	0	RMJ001003.5+174614.9
 533	PSZ2 G109.52-19.16	109.5204210	-19.1680377	355.7375812	+41.9132192	 5.94853	 0.309200	 5.765161	 0.477744	 0.512245	  3.105485	 1.195797	0	WHL J355.743+41.92
 534	PSZ2 G109.86+27.94	109.8639296	 27.9411591	275.8330354	+78.3892813	 5.84821	 0.400000	 5.201621	 0.444243	 0.471047	  0.995960	 0.309102	0	
 535	PSZ2 G109.97+52.84	109.9703612	 52.8475351	209.9355974	+62.5279501	 7.19941	 0.325900	 4.814389	 0.361434	 0.392462	  2.006293	 0.645038	1	RXC J1359.8+6231
 536	PSZ2 G109.99-70.28	109.9939948	-70.2839400	008.4865385	-07.8528190	 6.86662	 0.304487	 5.622478	 0.535831	 0.576939	  3.423457	 0.993362	1	RMJ003353.1-075210.4
 537	PSZ2 G110.28-87.48	110.2892005	-87.4822201	012.2532445	-24.6702243	 6.56480	 0.520000	 7.173761	 0.592014	 0.649847	  1.964446	 0.644123	1	Vidal 14
 538	PSZ2 G110.69-46.25	110.6954415	-46.2524111	004.0991727	+15.7851217	 5.04812	-1.000000	         	         	         	  2.242535	 1.090477	0	
 539	PSZ2 G110.98+31.73	110.9890425	 31.7368592	256.1004654	+78.6324689	40.75489	 0.058100	 6.210739	 0.101287	 0.091519	 30.085136	 1.526368	1	RXC J1703.8+7838
 540	PSZ2 G111.61-45.71	111.6127212	-45.7149648	004.6448667	+16.4333791	 9.68021	 0.545600	 9.793704	 0.529332	 0.531497	  3.369880	 0.661946	1	RXC J0018.5+1626
 541	PSZ2 G111.75+70.37	111.7561358	 70.3751368	198.2641617	+46.2811644	 8.31206	 0.183000	 4.342518	 0.320323	 0.330492	  3.132363	 0.638937	1	RXC J1313.1+4616
 542	PSZ2 G112.07-39.86	112.0745540	-39.8673031	003.8729798	+22.2454189	 5.72015	-1.000000	         	         	         	  7.194241	 2.923651	0	
 543	PSZ2 G112.35-32.86	112.3533611	-32.8673468	002.6883645	+29.1673189	 5.09694	 0.348114	 5.499069	 0.629985	 0.721555	  1.902930	 0.716564	0	RMJ001051.4+290940.2
 544	PSZ2 G112.48+56.99	112.4803306	 56.9944456	203.9932388	+59.2209707	12.32663	 0.070100	 2.991135	 0.146647	 0.155373	  8.458422	 1.466296	1	RXC J1336.1+5912
 545	PSZ2 G112.54+59.53	112.5421471	 59.5332365	202.4759113	+56.8123493	 5.37342	-1.000000	         	         	         	  0.712182	 0.199108	0	
 546	PSZ2 G112.69+33.37	112.6956678	 33.3784234	245.1021381	+79.1815742	 4.62577	-1.000000	         	         	         	  0.687555	 0.276598	0	
 547	PSZ2 G113.02-64.68	113.0210546	-64.6848295	008.6359602	-02.1386652	 6.18288	 0.081200	 2.326696	 0.240383	 0.284007	  7.720203	 2.856914	1	RXCJ0034.6-0208
 548	PSZ2 G113.27+48.39	113.2713214	 48.3986986	209.7444405	+67.4430861	 5.30067	-1.000000	         	         	         	  0.627605	 0.251748	0	
 549	PSZ2 G113.29-29.69	113.2930896	-29.6952373	002.9363477	+32.4325265	 8.14862	 0.107300	 3.710075	 0.264699	 0.268743	  5.843149	 1.431843	1	RXC J0011.7+3225
 550	PSZ2 G113.81+44.35	113.8153338	 44.3531166	213.5332229	+71.2822934	10.92729	 0.225000	 4.627713	 0.233918	 0.235536	  1.862518	 0.371932	1	A1895
 551	PSZ2 G113.91-37.01	113.9114498	-37.0169982	004.9004144	+25.2964982	 8.15114	 0.371187	 7.582247	 0.537199	 0.559081	  2.428331	 0.640599	1	RMJ001941.3+251807.3
 552	PSZ2 G114.14+58.96	114.1463263	 58.9647781	201.3064943	+57.5834200	 4.74562	 0.115583	 2.171770	 0.286468	 0.309848	  0.913078	 0.324312	0	RMJ132511.2+573601.6
 553	PSZ2 G114.31+64.89	114.3111087	 64.8981280	198.7658334	+51.8328634	11.10580	 0.283600	 6.761312	 0.355215	 0.375014	  3.146452	 0.599957	1	RXC J1315.1+5149
 554	PSZ2 G114.39-60.16	114.3978598	-60.1679778	008.6221707	+02.4226260	 5.65848	 0.368318	 5.775038	 0.629575	 0.684139	  4.338121	 1.829837	0	RMJ003428.2+022522.6
 555	PSZ2 G114.39-20.98	114.3980659	-20.9894530	002.2522462	+41.1781703	 5.92432	 0.153700	 3.812736	 0.343965	 0.359500	  2.589561	 0.805685	0	ZwCl28
 556	PSZ2 G114.79-33.71	114.7919018	-33.7178899	005.1456350	+28.6656977	 9.35778	 0.094000	 3.824416	 0.222066	 0.226361	  5.797400	 1.280603	1	RXC J0020.6+2840
 557	PSZ2 G114.81-11.80	114.8183759	-11.8082043	000.3758280	+50.2752431	 4.56817	 0.250000	 4.431402	 0.581263	 0.596468	  1.583013	 0.828314	0	
 558	PSZ2 G114.83+57.25	114.8382733	 57.2548271	201.4457087	+59.3304666	 6.40137	 0.169517	 3.273393	 0.300642	 0.308485	  1.914231	 0.588962	1	RMJ132549.7+591949.0
 559	PSZ2 G114.90-34.35	114.9038080	-34.3528009	005.3525622	+28.0504305	 4.77789	 0.094800	 2.472321	 0.309347	 0.338174	  2.806270	 1.667578	0	RXC J0021.5+2803
 560	PSZ2 G114.98+19.10	114.9858249	 19.1039068	328.8991652	+79.1533315	 5.35338	-1.000000	         	         	         	  1.578182	 0.768553	0	
 561	PSZ2 G114.99+70.36	114.9911114	 70.3631515	196.7285858	+46.5257494	10.04299	 0.225900	 5.702224	 0.349741	 0.350352	  2.928242	 0.560376	1	RXC J1306.9+4633
 562	PSZ2 G115.25-72.07	115.2561132	-72.0757029	010.4718537	-09.3464342	22.75964	 0.055500	 4.918354	 0.127318	 0.146349	 30.782677	 2.615358	1	RXCJ0041.8-0918
 563	PSZ2 G115.34-54.89	115.3488221	-54.8909339	008.4668024	+07.7219047	 4.69961	-1.000000	         	         	         	  0.829912	 0.189943	0	
 564	PSZ2 G115.58-44.56	115.5844186	-44.5631077	007.3619532	+17.9946951	 6.84713	 0.170000	 4.316092	 0.370985	 0.422482	  5.729543	 1.799815	1	
 565	PSZ2 G115.65+41.66	115.6590451	 41.6611654	213.3063164	+74.2920474	 4.71381	 0.219500	 2.894835	 0.374936	 0.444246	  1.396966	 0.751632	0	NSC J141240+741755
 566	PSZ2 G115.67-27.57	115.6748407	-27.5764610	005.0172356	+34.8528722	 4.54319	 0.457297	 5.312188	 0.719358	 0.780440	  2.009801	 0.832265	0	RMJ002008.5+345118.2
 567	PSZ2 G115.72+44.03	115.7251335	 44.0383186	209.9422379	+72.1211964	 7.11094	 0.214300	 3.778043	 0.323546	 0.339246	  1.631690	 0.484341	1	RXC J1400.2+7207
 568	PSZ2 G116.05+20.00	116.0566532	 20.0008339	329.9460709	+80.4907217	 5.16232	-1.000000	         	         	         	 14.642961	 4.717174	0	
 569	PSZ2 G116.24-72.94	116.2492186	-72.9437932	010.8721714	-10.1752682	 5.02964	 0.501893	 5.874784	 0.706355	 0.745018	  0.870187	 0.194201	0	RMJ004330.7-101009.1
 570	PSZ2 G116.32-36.33	116.3265500	-36.3300178	006.9293898	+26.2373167	 5.28458	 0.366800	 5.309893	 0.680943	 0.583706	  5.133482	 2.877633	0	RXC J0027.8+2616
 571	PSZ2 G116.50-44.47	116.5005209	-44.4769710	008.0345191	+18.1536360	 7.71289	 0.395647	 7.608656	 0.567284	 0.627481	  2.049202	 0.726500	1	RMJ003208.2+180625.3
 572	PSZ2 G116.79-09.85	116.7974204	 -9.8556325	002.8907719	+52.5405247	 5.24055	 0.104000	 3.357418	 0.319482	 0.341333	  4.309546	 1.288599	0	ZwCl 0008.8+5215
 573	PSZ2 G116.95-53.55	116.9554709	-53.5513715	009.2672275	+09.1535563	 8.40089	 0.254600	 6.433114	 0.455544	 0.465808	  2.157172	 0.524913	1	RXC J0037.0+0909
