#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:06:54 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:06:54	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/galaxies&-out=Name,PA,e_PA,Ell,e_Ell,Flag,_RA,_DE&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	PA	(F5.1)	[0.2/180]? Outer isophote position angle	[ucd=pos.posAng]
#Column	e_PA	(F4.1)	[0/63]? Standard deviation in PA	[ucd=stat.error]
#Column	Ell	(F6.3)	[0.008/1]? Outer isophote ellipticity	[ucd=src.ellipticity]
#Column	e_Ell	(F6.3)	[0/0.3]? Standard deviation in Ell	[ucd=stat.error]
#Column	Flag	(A2)	[ok uz] Uncertainty flag (1)	[ucd=meta.code.error]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	PA	e_PA	Ell	e_Ell	Flag	_RA	_DE
ESO576-040	155.8	 0.3	 0.792	 0.009	z 	200.18227	-22.05109
ESO576-050	  5.2	 1.3	 0.367	 0.027	ok	201.17416	-19.69595
ESO576-059	 85.2	 0.8	 0.569	 0.015	ok	201.64833	-22.23750
ESO577-038	  9.8	 0.9	 0.801	 0.008	z 	207.10667	-18.87222
ESO580-022	151.7	 4.6	 0.236	 0.028	ok	221.52083	-18.02278
ESO580-029	 72.8	 0.1	 0.825	 0.001	ok	221.89026	-19.76411
ESO580-030	 19.9	 5.5	 0.187	 0.030	ok	221.89766	-18.07049
ESO580-034	 33.8	 0.3	 0.757	 0.015	z 	221.97645	-19.13159
ESO580-041	 76.5	 0.5	 0.800	 0.004	z 	222.65189	-18.15116
ESO581-025	 59.6	 0.7	 0.801	 0.006	z 	228.37889	-20.67509
ESO582-004	160.4	 0.8	 0.554	 0.006	ok	230.19151	-18.34886
ESO601-007	145.4	 0.9	 0.721	 0.015	z 	330.59004	-21.04075
ESO601-025	 72.4	 1.3	 0.627	 0.017	ok	332.55183	-18.86522
ESO601-031	 97.0	 7.8	 0.400	 0.042	ok	333.41375	-21.73472
ESO602-003	 87.0	 1.0	 0.736	 0.016	ok	334.21375	-21.25000
ESO602-015	 81.1	 2.9	 0.782	 0.023	u 	335.71083	-20.35000
ESO602-030	 70.9	15.5	 0.253	 0.059	ok	339.21277	-19.80702
ESO603-031	104.3	21.4	 0.486	 0.054	ok	344.36011	-17.88557
ESO605-015	 95.9	 0.6	 0.797	 0.008	z 	354.14958	-21.86222
IC0051    	 15.9	 2.5	 0.327	 0.020	u 	011.60090	-13.44240
IC0101    	121.5	 0.6	 0.536	 0.007	ok	021.03560	+09.93056
IC0163    	 88.7	 0.6	 0.522	 0.009	ok	027.31243	+20.71132
IC0167    	 88.4	 1.9	 0.444	 0.027	u 	027.78604	+21.91244
IC0210    	 65.1	 0.2	 0.819	 0.003	z 	032.36761	-09.68004
IC0217    	 35.7	 0.1	 0.907	 0.003	z 	034.04348	-11.92670
IC0223    	142.8	 2.1	 0.407	 0.023	ok	035.50346	-20.74522
IC0335    	 82.5	 0.0	 0.800	 0.003	ok	053.87929	-34.44710
IC0529    	141.4	 1.0	 0.566	 0.010	ok	139.63661	+73.75932
IC0600    	 25.7	 1.8	 0.555	 0.022	ok	154.29525	-03.49833
IC0610    	 28.7	 0.0	 0.862	 0.002	z 	156.61818	+20.22825
IC0718    	  4.8	 3.5	 0.496	 0.013	ok	174.97075	+08.87472
IC0719    	 50.4	 0.3	 0.600	 0.006	ok	175.07704	+09.00986
IC0749    	115.0	 3.2	 0.110	 0.012	ok	179.64160	+42.73409
IC0750    	 39.0	 0.8	 0.574	 0.003	ok	179.71760	+42.72240
IC0755    	144.2	 0.2	 0.799	 0.005	ok	180.29326	+14.10451
IC0758    	 11.8	 4.1	 0.157	 0.008	ok	181.04957	+62.50545
IC0764    	178.1	 1.2	 0.701	 0.015	ok	182.55913	-29.73681
IC0769    	 40.4	12.1	 0.255	 0.059	ok	183.13467	+12.12373
IC0776    	 89.4	 0.8	 0.423	 0.003	ok	184.76346	+08.85556
IC0796    	136.9	 1.4	 0.515	 0.009	ok	187.35980	+16.40472
IC0797    	103.2	 1.5	 0.402	 0.024	ok	187.97813	+15.12392
IC0800    	156.4	 0.8	 0.248	 0.005	ok	188.48631	+15.35454
IC0851    	151.6	 0.6	 0.506	 0.024	ok	197.14312	+21.04974
IC0863    	 49.6	 3.1	 0.254	 0.002	ok	199.30164	-17.25451
IC0902    	160.1	 0.2	 0.768	 0.003	z 	204.00505	+49.96072
IC1014    	 87.2	 2.6	 0.326	 0.017	ok	217.07655	+13.78034
IC1024    	 27.8	 1.5	 0.540	 0.008	ok	217.86342	+03.00911
IC1029    	149.5	 0.1	 0.771	 0.010	ok	218.11337	+49.90477
IC1048    	162.2	 0.4	 0.783	 0.007	ok	220.74115	+04.89013
IC1055    	  5.0	 0.2	 0.595	 0.016	ok	221.85709	-13.71612
IC1066    	 75.9	 1.9	 0.376	 0.016	ok	223.26178	+03.29588
IC1067    	117.4	 2.0	 0.215	 0.022	ok	223.27180	+03.33172
IC1125    	143.6	 2.4	 0.404	 0.012	ok	233.27341	-01.62826
IC1151    	 29.4	 0.5	 0.621	 0.006	ok	239.63470	+17.44155
IC1158    	135.0	 0.3	 0.421	 0.004	ok	240.39197	+01.70783
IC1197    	 56.4	 0.1	 0.882	 0.004	z 	242.07205	+07.53855
IC1210    	166.7	 0.6	 0.529	 0.007	ok	243.62552	+62.53670
IC1251    	 62.4	 2.7	 0.380	 0.019	ok	257.55512	+72.41074
IC1265    	 77.9	 2.1	 0.460	 0.010	ok	264.16440	+42.08838
IC1438    	166.0	10.9	 0.103	 0.023	ok	334.12127	-21.43073
IC1447    	104.1	 1.5	 0.435	 0.011	ok	337.49915	-05.11993
IC1532    	 71.8	 0.4	 0.679	 0.005	ok	002.47292	-64.37139
IC1553    	 15.0	 0.1	 0.833	 0.005	z 	008.16715	-25.60753
IC1555    	127.3	 1.4	 0.402	 0.012	ok	008.63643	-30.01794
IC1558    	146.2	 6.2	 0.506	 0.016	ok	008.94371	-25.37222
IC1574    	  0.8	 1.9	 0.619	 0.047	ok	010.76592	-22.24689
IC1596    	112.4	 2.0	 0.625	 0.006	ok	013.67843	+21.52265
IC1613    	151.7	 4.5	 0.705	 0.218	u 	016.19917	+02.11778
IC1711    	 43.9	 0.2	 0.691	 0.003	z 	022.73028	+17.18848
IC1727    	153.1	 0.9	 0.643	 0.005	ok	026.87454	+27.33335
IC1826    	140.4	32.3	 0.063	 0.042	ok	039.76477	-27.44311
IC1870    	133.0	 1.4	 0.575	 0.015	ok	044.47307	-02.34713
IC1892    	  9.3	 1.0	 0.368	 0.014	ok	047.11454	-23.05319
IC1898    	 73.2	 0.5	 0.843	 0.005	z 	047.57946	-22.40602
IC1913    	147.7	 0.1	 0.793	 0.008	z 	049.89407	-32.46511
IC1914    	107.0	 0.7	 0.549	 0.007	ok	049.85524	-49.59979
IC1933    	 54.8	 1.8	 0.450	 0.011	ok	051.41618	-52.78548
IC1952    	140.3	 0.3	 0.729	 0.008	ok	053.36117	-23.71279
IC1953    	122.3	 2.2	 0.334	 0.016	ok	053.42452	-21.47862
IC1954    	 61.0	 1.0	 0.440	 0.009	ok	052.88080	-51.90487
IC1959    	148.4	 0.4	 0.719	 0.009	ok	053.30240	-50.41420
IC1962    	  0.7	 0.3	 0.746	 0.011	ok	053.90562	-21.29431
IC1970    	 75.1	 0.0	 0.808	 0.002	z 	054.13135	-43.95684
IC1986    	114.1	 2.2	 0.351	 0.019	ok	055.14646	-45.35581
IC1993    	173.5	 0.0	 0.068	 0.000	ok	056.77003	-33.70984
IC2000    	 82.4	 0.1	 0.836	 0.003	ok	057.28228	-48.85819
IC2006    	 13.5	17.0	 0.199	 0.092	ok	058.61845	-35.96715
IC2007    	 52.0	 2.1	 0.364	 0.028	ok	058.84478	-28.15831
IC2032    	 72.1	 1.9	 0.283	 0.034	u 	061.76625	-55.32417
IC2035    	 85.8	 3.8	 0.147	 0.013	ok	062.25776	-45.51749
IC2040    	 60.0	 5.3	 0.281	 0.027	ok	063.24902	-32.55325
IC2051    	 72.0	 0.6	 0.401	 0.010	ok	058.00341	-83.83064
IC2056    	 16.0	 1.0	 0.117	 0.018	ok	064.10226	-60.20684
IC2058    	 17.4	 0.2	 0.878	 0.001	z 	064.47650	-55.93288
IC2085    	114.4	 0.3	 0.740	 0.008	z 	067.85098	-54.41687
IC2135    	108.6	 0.0	 0.868	 0.001	z 	083.30372	-36.39880
IC2233    	172.7	 0.1	 0.867	 0.003	z 	123.49545	+45.74215
IC2361    	 76.2	 1.2	 0.639	 0.009	ok	126.43547	+27.87448
IC2389    	127.4	 1.7	 0.695	 0.005	ok	131.99037	+73.53934
IC2461    	141.8	 0.1	 0.771	 0.003	z 	139.99179	+37.19105
IC2574    	 44.6	 2.1	 0.750	 0.037	u 	157.09784	+68.41214
IC2604    	 33.9	 4.4	 0.256	 0.021	ok	162.35411	+32.77270
IC2627    	 82.6	45.6	 0.046	 0.032	ok	167.47250	-23.72597
IC2763    	 97.9	 0.8	 0.811	 0.005	z 	170.57658	+13.06511
IC2764    	  1.9	 5.9	 0.146	 0.031	ok	171.77100	-28.98024
IC2828    	 56.7	 3.3	 0.394	 0.013	ok	171.79567	+08.73103
IC2963    	100.9	 0.1	 0.755	 0.003	z 	177.35240	-05.11839
IC2969    	 93.2	 1.5	 0.330	 0.036	ok	178.13030	-03.87222
IC2995    	117.0	 2.4	 0.771	 0.014	ok	181.44543	-27.94012
IC2996    	 24.4	 0.7	 0.719	 0.009	ok	181.45264	-29.97191
IC3005    	162.7	 0.2	 0.799	 0.003	z 	181.80897	-30.02466
IC3021    	  9.5	 3.4	 0.230	 0.018	ok	182.47746	+13.04969
IC3023    	146.2	 8.5	 0.378	 0.034	ok	182.50792	+14.36631
IC3033    	173.2	 5.0	 0.387	 0.047	ok	182.79162	+13.58689
IC3044    	 68.5	 1.4	 0.700	 0.012	ok	183.20225	+13.97600
IC3059    	  1.0	 3.5	 0.287	 0.021	ok	183.72996	+13.46056
IC3061    	120.2	 0.3	 0.796	 0.002	z 	183.76883	+14.02897
IC3099    	174.0	 0.1	 0.802	 0.002	z 	184.28845	+12.45395
IC3102    	117.9	 1.0	 0.380	 0.019	ok	184.35760	+06.68999
IC3105    	 29.4	 0.8	 0.696	 0.015	z 	184.39062	+12.38810
IC3115    	  4.4	11.5	 0.227	 0.031	ok	184.49942	+06.65369
IC3155    	 49.9	10.5	 0.233	 0.042	u 	184.93872	+06.00587
IC3215    	 90.9	 0.8	 0.715	 0.008	ok	185.54275	+26.05178
IC3229    	 50.2	 2.0	 0.601	 0.063	ok	185.71986	+06.68059
IC3247    	173.9	 0.2	 0.868	 0.002	z 	185.80807	+28.89411
IC3258    	101.9	23.8	 0.306	 0.057	ok	185.93540	+12.47835
IC3259    	 17.4	 1.7	 0.475	 0.025	ok	185.95207	+07.18532
IC3267    	124.7	43.0	 0.082	 0.076	ok	186.02309	+07.04136
IC3268    	 54.5	12.0	 0.145	 0.031	ok	186.03096	+06.60747
IC3298    	156.5	 0.6	 0.676	 0.006	ok	186.26584	+17.01509
IC3311    	134.8	 0.1	 0.826	 0.005	z 	186.38792	+12.26028
IC3322    	157.5	 0.1	 0.834	 0.001	z 	186.47551	+07.55482
IC3322A   	155.7	 0.1	 0.885	 0.001	z 	186.42764	+07.21671
IC3355    	178.6	 6.2	 0.610	 0.078	u 	186.71265	+13.17569
IC3356    	 71.3	 6.1	 0.173	 0.076	u 	186.71039	+11.55902
IC3371    	 55.1	 0.4	 0.790	 0.007	z 	186.84272	+10.86678
IC3391    	 65.8	 4.0	 0.263	 0.018	ok	187.11366	+18.41530
IC3392    	 37.1	 0.6	 0.568	 0.008	ok	187.18040	+14.99941
IC3473    	 41.3	13.2	 0.424	 0.032	ok	188.07967	+18.24469
IC3474    	 35.8	 0.2	 0.865	 0.002	z 	188.15258	+02.66036
IC3475    	 79.0	 3.5	 0.237	 0.034	ok	188.17077	+12.77054
IC3476    	 42.3	 2.7	 0.275	 0.026	ok	188.17393	+14.05161
IC3517    	 25.3	 3.9	 0.388	 0.082	ok	188.62879	+09.15412
IC3521    	 10.8	 3.0	 0.253	 0.030	ok	188.66492	+07.15875
IC3522    	 89.7	 1.1	 0.558	 0.014	ok	188.68990	+15.22078
IC3576    	 37.0	 8.8	 0.288	 0.066	ok	189.15708	+06.62056
IC3583    	  6.8	 3.3	 0.440	 0.023	ok	189.18149	+13.25915
IC3611    	133.1	 0.5	 0.548	 0.005	ok	189.76666	+13.36380
IC3631    	 91.1	 0.8	 0.328	 0.017	ok	189.95020	+12.97393
IC3687    	 16.1	27.2	 0.208	 0.109	u 	190.56325	+38.50328
IC3718    	 71.2	 0.9	 0.688	 0.007	ok	191.19163	+12.35145
IC3727    	167.2	13.2	 0.155	 0.042	ok	191.27379	+10.90072
IC3742    	 51.0	 2.1	 0.389	 0.059	ok	191.38237	+13.33119
IC3806    	176.7	 1.2	 0.581	 0.010	ok	192.23077	+14.90759
IC3881    	 26.4	 2.6	 0.638	 0.023	ok	193.70287	+19.17835
IC3908    	170.0	 2.2	 0.504	 0.011	u 	194.16927	-07.56280
IC4182    	 88.0	13.4	 0.069	 0.029	ok	196.45292	+37.60363
IC4213    	175.5	 0.3	 0.837	 0.006	z 	198.04674	+35.66965
IC4214    	171.7	 4.3	 0.324	 0.023	ok	199.42782	-32.10171
IC4216    	 54.1	 1.0	 0.582	 0.017	ok	199.25784	-10.77003
IC4221    	172.2	 0.9	 0.463	 0.023	ok	199.62645	-14.60886
IC4231    	 34.5	 0.4	 0.734	 0.008	ok	200.80583	-26.30056
IC4237    	142.4	 1.3	 0.307	 0.008	ok	201.13650	-21.13680
IC4247    	148.1	 1.9	 0.536	 0.015	ok	201.68512	-30.36244
IC4263    	104.1	 0.4	 0.751	 0.013	ok	202.13971	+46.92730
IC4316    	 57.0	 2.3	 0.419	 0.012	ok	205.07712	-28.89147
IC4351    	 19.5	 0.1	 0.767	 0.010	z 	209.47607	-29.31573
IC4407    	  5.5	 1.2	 0.469	 0.011	ok	215.90373	-05.98328
IC4468    	154.2	 1.7	 0.645	 0.014	u 	219.61139	-22.36763
IC4536    	 10.7	 2.5	 0.137	 0.013	ok	228.32100	-18.13669
IC4582    	173.2	 0.2	 0.698	 0.003	z 	236.41422	+28.08871
IC4660    	170.1	 0.1	 0.732	 0.002	ok	260.43842	+75.84867
IC4901    	122.9	 3.0	 0.308	 0.023	ok	298.59802	-58.71356
IC4951    	176.6	 1.1	 0.776	 0.008	z 	302.38000	-61.84639
IC4986    	 18.6	 1.0	 0.624	 0.014	ok	304.29862	-55.03643
IC5007    	 25.7	 7.2	 0.341	 0.082	ok	310.89365	-29.70365
IC5026    	 75.5	 0.2	 0.850	 0.004	z 	312.11661	-78.06914
IC5039    	154.5	 0.8	 0.660	 0.007	ok	310.80975	-29.85340
IC5052    	141.4	 0.2	 0.851	 0.003	z 	313.00680	-69.19331
IC5069    	160.0	26.4	 0.062	 0.024	ok	315.05333	-71.81167
IC5078    	 83.4	 0.8	 0.727	 0.015	ok	315.63031	-16.81830
IC5105B   	 65.4	 0.1	 0.645	 0.005	ok	321.50104	-40.83479
IC5152    	103.8	11.4	 0.181	 0.037	ok	330.67300	-51.29644
IC5156    	174.1	 0.6	 0.584	 0.014	ok	330.81192	-33.83847
IC5170    	 26.9	 0.2	 0.774	 0.016	ok	333.12360	-47.22197
IC5176    	 27.4	 0.1	 0.817	 0.009	z 	333.73303	-66.84941
IC5201    	 27.3	 4.3	 0.587	 0.025	ok	335.23932	-46.03585
IC5240    	 98.6	 1.2	 0.292	 0.007	ok	340.46820	-44.76713
IC5249    	 14.4	 0.2	 0.892	 0.004	z 	341.77609	-64.83206
IC5264    	 81.5	 0.0	 0.766	 0.004	ok	344.22098	-36.55414
IC5267    	139.8	 1.4	 0.259	 0.041	ok	344.30655	-43.39614
IC5269    	 51.2	 0.7	 0.488	 0.011	ok	344.43188	-36.02623
IC5269A   	 49.9	 5.5	 0.296	 0.009	ok	343.98208	-36.34833
IC5269B   	 96.2	 0.5	 0.790	 0.006	ok	344.15298	-36.24971
IC5269C   	 41.7	 3.3	 0.576	 0.023	ok	345.20044	-35.37073
IC5270    	104.3	 0.8	 0.717	 0.009	ok	344.47891	-35.85804
IC5271    	137.9	 0.8	 0.620	 0.007	ok	344.50754	-33.74221
IC5273    	 49.0	 2.0	 0.284	 0.016	ok	344.86133	-37.70288
IC5321    	 42.8	 3.6	 0.411	 0.059	ok	351.58322	-17.95630
IC5325    	 21.8	 4.2	 0.117	 0.016	ok	352.18094	-41.33348
IC5332    	 74.7	 5.0	 0.108	 0.007	ok	353.61453	-36.10108
IC5333    	 85.3	 0.0	 0.871	 0.002	z 	353.72082	-65.39596
IC5334    	125.6	 0.1	 0.638	 0.003	u 	353.65173	-04.53423
NGC0007   	 31.0	 0.6	 0.809	 0.019	z 	002.08483	-29.91700
NGC0014   	 23.4	 5.2	 0.156	 0.022	ok	002.19342	+15.81553
NGC0024   	 44.7	 0.3	 0.743	 0.007	ok	002.48559	-24.96313
NGC0045   	129.3	 2.4	 0.175	 0.021	ok	003.51662	-23.18209
NGC0055   	108.0	 0.3	 0.809	 0.007	ok	003.72334	-39.19663
NGC0059   	121.8	 1.2	 0.453	 0.011	ok	003.85469	-21.44436
NGC0063   	102.9	 1.2	 0.352	 0.015	ok	004.43969	+11.45036
NGC0100   	 55.2	 0.2	 0.845	 0.004	z 	006.01182	+16.48639
NGC0115   	119.1	 2.0	 0.634	 0.016	ok	006.69282	-33.67710
NGC0131   	 63.1	 0.6	 0.639	 0.006	ok	007.41050	-33.25972
NGC0134   	 46.9	 0.5	 0.720	 0.006	ok	007.59122	-33.24535
NGC0148   	 87.9	 0.5	 0.611	 0.003	ok	008.56455	-31.78599
NGC0150   	108.9	 1.9	 0.490	 0.010	ok	008.56450	-27.80366
NGC0157   	 44.0	 2.6	 0.331	 0.015	ok	008.69480	-08.39649
NGC0178   	  1.3	 2.3	 0.483	 0.032	ok	009.78497	-14.17285
NGC0210   	163.4	 1.6	 0.351	 0.024	ok	010.14592	-13.87280
NGC0216   	 29.4	 0.4	 0.605	 0.007	ok	010.36202	-21.04803
NGC0244   	 55.9	 7.4	 0.085	 0.000	ok	011.44346	-15.59688
NGC0247   	170.8	 0.2	 0.749	 0.004	ok	011.78564	-20.76040
NGC0253   	 51.3	 0.1	 0.807	 0.001	ok	011.88806	-25.28880
NGC0254   	131.4	 1.2	 0.338	 0.011	ok	011.86498	-31.42170
NGC0255   	175.2	 0.0	 0.088	 0.018	ok	011.94712	-11.46870
NGC0274   	128.4	 2.2	 0.068	 0.008	u 	012.75780	-07.05687
NGC0275   	 85.3	32.5	 0.039	 0.018	u 	012.76708	-07.06447
NGC0289   	123.7	 1.9	 0.318	 0.000	ok	013.17652	-31.20583
NGC0298   	101.0	 3.1	 0.510	 0.030	ok	013.75978	-07.33309
NGC0300   	115.5	 4.5	 0.291	 0.022	ok	013.72283	-37.68438
NGC0337   	119.6	 3.2	 0.287	 0.015	ok	014.95871	-07.57796
NGC0337A  	165.8	 4.6	 0.166	 0.043	ok	015.39161	-07.58854
NGC0360   	144.7	 0.2	 0.874	 0.004	z 	015.71436	-65.60999
NGC0406   	159.0	 0.1	 0.506	 0.009	ok	016.85442	-69.87924
NGC0428   	111.2	18.5	 0.131	 0.024	ok	018.23212	+00.98158
NGC0450   	 76.8	 4.4	 0.264	 0.040	ok	018.87696	-00.86083
NGC0470   	155.4	 1.4	 0.470	 0.017	ok	019.93685	+03.40997
NGC0473   	153.2	 2.2	 0.333	 0.003	ok	019.97947	+16.54464
NGC0474   	 56.5	 4.4	 0.080	 0.010	ok	020.02790	+03.41527
NGC0485   	  4.1	 0.5	 0.610	 0.017	ok	020.36497	+07.01806
NGC0488   	 10.9	 3.7	 0.155	 0.020	ok	020.44520	+05.25672
NGC0489   	120.8	 0.1	 0.735	 0.002	ok	020.47460	+09.20649
NGC0493   	 57.4	 0.8	 0.702	 0.006	ok	020.53744	+00.94534
NGC0514   	104.4	 1.1	 0.338	 0.017	ok	021.01627	+12.91735
NGC0518   	 98.3	 0.6	 0.657	 0.011	ok	021.07343	+09.33096
NGC0520   	139.8	 1.8	 0.643	 0.010	u 	021.14613	+03.79241
NGC0522   	 32.9	 0.1	 0.866	 0.002	z 	021.19106	+09.99462
NGC0532   	 29.2	 0.2	 0.718	 0.007	ok	021.32228	+09.26409
NGC0578   	107.6	 1.8	 0.464	 0.013	ok	022.61895	-22.66721
NGC0584   	 76.3	 1.8	 0.226	 0.006	ok	022.83648	-06.86806
NGC0600   	 47.1	54.6	 0.075	 0.032	ok	023.27205	-07.31141
NGC0613   	125.9	 4.1	 0.221	 0.022	ok	023.57598	-29.41849
NGC0615   	158.3	 0.9	 0.593	 0.017	ok	023.77365	-07.34030
NGC0625   	 94.2	 0.4	 0.627	 0.008	ok	023.76930	-41.43620
NGC0628   	141.1	 5.7	 0.142	 0.007	ok	024.17405	+15.78346
NGC0658   	 27.5	 1.2	 0.413	 0.004	ok	025.54024	+12.60193
NGC0660   	 43.7	 0.3	 0.716	 0.004	u 	025.75979	+13.64568
NGC0672   	 68.9	 1.3	 0.543	 0.017	ok	026.97718	+27.43278
NGC0676   	171.1	 0.6	 0.673	 0.006	ok	027.23908	+05.90714
NGC0678   	 77.4	 0.2	 0.821	 0.001	z 	027.35358	+21.99730
NGC0680   	157.9	13.9	 0.022	 0.017	ok	027.44703	+21.97083
NGC0681   	 66.1	 0.6	 0.585	 0.023	z 	027.29520	-10.42654
NGC0685   	 99.2	 2.7	 0.226	 0.004	ok	026.92834	-52.76176
NGC0691   	 92.5	 1.9	 0.256	 0.008	ok	027.67384	+21.75990
NGC0693   	102.5	 1.2	 0.807	 0.035	z 	027.62853	+06.14521
NGC0701   	 44.7	 0.7	 0.479	 0.022	ok	027.76603	-09.70259
NGC0718   	 14.8	 2.0	 0.154	 0.011	ok	028.30548	+04.19592
NGC0723   	151.9	 9.2	 0.033	 0.007	ok	028.44032	-23.75777
NGC0755   	 49.8	 0.4	 0.630	 0.012	ok	029.09452	-09.06143
NGC0772   	112.1	 1.7	 0.321	 0.008	u 	029.83159	+19.00754
NGC0779   	160.7	 0.2	 0.663	 0.006	ok	029.92760	-05.96415
NGC0784   	  1.4	 0.5	 0.760	 0.007	ok	030.32055	+28.83726
NGC0803   	 10.4	 1.0	 0.613	 0.019	ok	030.93625	+16.03096
NGC0814   	  4.5	 0.7	 0.578	 0.020	ok	032.65670	-15.77362
NGC0855   	 65.7	 0.1	 0.550	 0.006	ok	033.51505	+27.87717
NGC0864   	 26.1	 0.5	 0.318	 0.013	ok	033.86517	+06.00262
NGC0865   	159.2	 0.6	 0.658	 0.008	ok	034.06295	+28.59973
NGC0895   	111.7	 1.2	 0.284	 0.015	ok	035.40196	-05.52139
NGC0899   	114.4	 2.0	 0.257	 0.009	ok	035.47140	-20.82323
NGC0907   	 88.6	 0.1	 0.705	 0.002	ok	035.76224	-20.71184
NGC0908   	 77.3	 0.7	 0.471	 0.016	ok	035.76904	-21.23385
NGC0918   	157.7	 1.3	 0.414	 0.014	ok	036.45927	+18.49893
NGC0936   	126.6	 1.5	 0.261	 0.006	ok	036.90609	-01.15628
NGC0941   	166.6	 3.9	 0.283	 0.013	ok	037.11603	-01.15156
NGC0955   	 18.8	 0.3	 0.709	 0.007	ok	037.63796	-01.10848
NGC0986   	107.6	10.0	 0.101	 0.016	ok	038.39312	-39.04506
NGC0986A  	 74.2	 0.6	 0.596	 0.006	ok	038.16958	-39.29750
NGC0988   	114.8	 0.8	 0.624	 0.010	ok	038.86554	-09.35600
NGC0991   	118.3	 2.1	 0.054	 0.005	ok	038.88620	-07.15442
NGC1015   	 12.5	 4.4	 0.139	 0.009	ok	039.54819	-01.31862
NGC1022   	175.9	 4.3	 0.070	 0.004	ok	039.63626	-06.67739
NGC1032   	 67.5	 0.1	 0.664	 0.002	z 	039.84867	+01.09380
NGC1035   	145.3	 0.6	 0.599	 0.010	ok	039.87140	-08.13364
NGC1036   	158.9	12.2	 0.146	 0.015	ok	040.12076	+19.29708
NGC1042   	  6.7	 0.7	 0.221	 0.009	ok	040.09990	-08.43365
NGC1047   	108.4	 3.7	 0.257	 0.021	ok	040.13670	-08.14754
NGC1051   	 49.2	 1.6	 0.366	 0.014	ok	040.26025	-06.93586
NGC1052   	131.9	 6.0	 0.207	 0.028	ok	040.26999	-08.25576
NGC1055   	101.8	 0.1	 0.819	 0.006	z 	040.43847	+00.44318
NGC1068   	 61.6	25.4	 0.040	 0.033	ok	040.66988	-00.01329
NGC1073   	 11.7	 4.9	 0.162	 0.029	ok	040.91916	+01.37587
NGC1076   	101.1	 3.1	 0.261	 0.011	ok	040.87190	-14.75435
NGC1079   	 79.1	 2.7	 0.390	 0.035	ok	040.93480	-29.00342
NGC1084   	 38.4	 5.4	 0.458	 0.027	ok	041.49969	-07.57864
NGC1087   	  1.4	 1.3	 0.364	 0.014	ok	041.60489	-00.49870
NGC1090   	 98.0	 0.8	 0.559	 0.009	ok	041.64132	-00.24704
NGC1097   	126.5	 2.6	 0.332	 0.005	u 	041.57941	-30.27491
NGC1110   	 20.7	 0.9	 0.803	 0.009	z 	042.28987	-07.83647
NGC1140   	  5.7	 2.3	 0.551	 0.011	u 	043.63976	-10.02850
NGC1145   	 61.1	 0.1	 0.849	 0.002	z 	043.63964	-18.63513
NGC1163   	143.0	 0.1	 0.765	 0.004	z 	045.09204	-17.15253
NGC1179   	 49.0	 4.0	 0.175	 0.009	ok	045.66008	-18.89761
NGC1187   	122.6	 2.6	 0.263	 0.003	ok	045.65661	-22.86716
NGC1222   	171.9	 1.6	 0.399	 0.012	u 	047.23645	-02.95521
NGC1232   	 94.1	 1.5	 0.146	 0.019	ok	047.43964	-20.57930
NGC1249   	 82.6	 0.7	 0.583	 0.006	ok	047.50513	-53.33573
NGC1253   	 84.5	 1.6	 0.594	 0.027	ok	048.53769	-02.82295
