#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:02 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:02	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/MNRAS/443/1231/FPsample&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74431231
#Name: J/MNRAS/443/1231
#Title: 6dF Galaxy Survey: Fundamental Plane data (Campbell+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	creator=Campbell L.A.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.443.1231C	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/443/1231	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74431231	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_443_1231_FPsample:
#Name: J/MNRAS/443/1231/FPsample
#Title: 6dFGSv 2MASS photometric parameters (table4) and Fundamental Plane parameters (table8)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	2MASX	(A17)	2MASX designation (JHHMMSSss+DDMMSSs)	[ucd=meta.id]
#Column	Jtot	(F6.3)	J-band total extended magnitude (j_m_ext) (2)	[ucd=phot.mag;em.IR.J]
#Column	Jfwhm	(F5.2)	J-band PSF FWHM	[ucd=phys.angSize]
#Column	Jdr	(F5.2)	[0/1.3] J-band {Delta}r correction applied	[ucd=instr.param]
#Column	Jlogr	(F6.3)	[-0.01/1.63] log(R_e,J_), J-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.J]
#Column	n	(F5.2)	[0.7/6] Sersic index from GALFIT	[ucd=stat.fit.param]
#Column	Htot	(F6.3)	H-band total extended magnitude (h_m_ext) (2)	[ucd=phot.mag;em.IR.H]
#Column	Hfwhm	(F5.2)	H-band PSF FWHM	[ucd=phys.angSize]
#Column	Hdr	(F5.2)	[0/1.3] H-band {Delta}r correction applied	[ucd=instr.param]
#Column	Hlogr	(F6.3)	[-0.01/1.62] log(R_e,H_), H-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.H]
#Column	Ktot	(F6.3)	K-band total extended magnitude (k_m_ext) (2)	[ucd=phot.mag;em.IR.K]
#Column	Kfwhm	(F5.2)	K-band PSF FWHM	[ucd=phys.angSize]
#Column	Kdr	(F5.2)	[0/1.3] K-band {Delta}r correction applied	[ucd=instr.param]
#Column	Klogr	(F6.3)	[-0.12/1.62] log(R_e,K_), K-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.K]
#Column	6dFGS	(A15)	6dFGS designation (gHHMMSSs+DDMMSS)	[ucd=meta.id;meta.main]
#Column	No	(I1)	Number of observations for this galaxy	[ucd=meta.number]
#Column	p	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	[762/16857] CMB frame galaxy redshift	[ucd=phys.veloc;pos.heliocentric]
#Column	JlogRe	(F6.3)	[-0.9/1.4] log(R_e,J_), J-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_JlogRe	(F6.3)	Error on JlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	HlogRe	(F6.3)	[-0.9/1.4] log(R_e,H_), H-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_HlogRe	(F6.3)	Error on HlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	KlogRe	(F6.3)	[-0.9/1.4] log(R_e,K_), K-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_KlogRe	(F6.3)	Error on KlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	JlogIe	(F6.3)	[2.0/4.2] log(I_e,J_), J-band surface brightness at R_e,J_	[ucd=phot.mag.sb]
#Column	e_JlogIe	(F6.3)	Error on JlogIe	[ucd=stat.error]
#Column	HlogIe	(F6.3)	[1.8/4.3] log(I_e,H_), H-band surface brightness at R_e,H_	[ucd=phot.mag.sb]
#Column	e_HlogIe	(F6.3)	Error on HlogIe	[ucd=stat.error]
#Column	KlogIe	(F6.3)	[2.0/4.3] log(I_e,K_), K-band surface brightness at R_e,K_	[ucd=phot.mag.sb]
#Column	e_KlogIe	(F6.3)	Error on KlogIe	[ucd=stat.error]
#Column	logVd	(F6.3)	[2/2.7] log{sigma}_0_, aperture-corrected central velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_logVd	(F6.3)	[0.007/0.253] Error on dlogVd	[ucd=stat.error]
#Column	Mt	(F4.1)	[0/6] Average morphological code (5)	[ucd=meta.code;src.morph]
#Column	Group	(I4)	[11/1672]? Group or cluster ID	[ucd=meta.id]
#Column	Nr	(I3)	[0/213]? Richness of group or cluster	[ucd=src.class.richness]
#Column	Ng	(I3)	Number of galaxies in the group	[ucd=meta.number]
#Column	cz.gr	(I5)	[1523/17556]? CMB frame group or cluster mean redshift	[ucd=pos.frame;pos.cmb]
#Column	d5	(F7.4)	[0.2/45.2]? Projected co-moving distance d_5_ to 5th nearest neighbour (in Mpc/h) (3)	[ucd=pos.distance]
#Column	sD5	(F7.4)	? Surface density {Sigma}_5_ measured to 5th nearest neighbour (in (Mpc/h)^-2^) (3)	[ucd=src.density]
#Column	Jcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in J band (4)	[ucd=meta.code]
#Column	Js	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the J-6dFGSv sample	[ucd=meta.code]
#Column	Hcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in H band (4)	[ucd=meta.code]
#Column	Hs	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the H-6dFGSv sample	[ucd=meta.code]
#Column	Kcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in K band (4)	[ucd=meta.code]
#Column	Ks	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the K-6dFGSv sample	[ucd=meta.code]
recno	2MASX	Jtot	Jfwhm	Jdr	Jlogr	n	Htot	Hfwhm	Hdr	Hlogr	Ktot	Kfwhm	Kdr	Klogr	6dFGS	No	p	RAJ2000	DEJ2000	cz	JlogRe	e_JlogRe	HlogRe	e_HlogRe	KlogRe	e_KlogRe	JlogIe	e_JlogIe	HlogIe	e_HlogIe	KlogIe	e_KlogIe	logVd	e_logVd	Mt	Group	Nr	Ng	cz.gr	d5	sD5	Jcode	Js	Hcode	Hs	Kcode	Ks
    4323	J08251946-0108048	12.323	 2.97	 0.31	 0.692	 6.00	11.667	 2.92	 0.32	 0.650	11.366	 3.03	 0.43	 0.594	g0825195-010805	1	p	008.42208	-01.13475	11278	 0.410	 0.043	 0.368	 0.053	 0.312	 0.069	 3.072	 0.064	 3.270	 0.079	 3.432	 0.103	 2.275	 0.043	 2.0	 863	  2	  2	11275	 2.1356	 0.3598	111111	1	111111	1	111111	1
    4324	J08260255-5832369	13.492	 3.15	 0.72	 0.369	 4.72	12.537	 3.08	 0.62	 0.432	12.213	 3.18	 0.70	 0.388	g0826026-583237	1	p	008.43404	-58.54353	15981	 0.236	 0.062	 0.299	 0.070	 0.255	 0.092	 3.331	 0.092	 3.418	 0.103	 3.531	 0.137	 2.390	 0.054	 0.0	1445	  6	  3	16219	 1.6124	 0.5565	101111	0	101111	0	101111	0
    4325	J08260842-7149104	12.151	 3.04	 0.35	 0.687	 6.00	11.590	 2.90	 0.42	 0.556	10.978	 3.08	 0.28	 0.805	g0826085-714910	1	 	008.43568	-71.81950	10712	 0.384	 0.040	 0.253	 0.052	 0.502	 0.059	 3.175	 0.060	 3.504	 0.077	 3.176	 0.087	 2.314	 0.049	 2.0	    	   	   	     	 3.6558	 0.1401	111111	1	111111	1	111111	1
    4326	J08260853-8040322	13.776	 2.94	 0.59	 0.393	 6.00	12.965	 2.90	 0.63	 0.364	12.823	 2.92	 0.79	 0.269	g0826085-804032	2	p	008.43570	-80.67555	12051	 0.139	 0.067	 0.110	 0.078	 0.015	 0.109	 3.117	 0.099	 3.342	 0.115	 3.510	 0.161	 2.092	 0.087	 0.0	    	   	   	     	       	       	111011	0	111011	0	111011	0
    4327	J08262253-1341453	13.447	 2.99	 0.70	 0.309	 2.99	12.663	 2.90	 0.76	 0.276	12.262	 2.95	 0.65	 0.377	g0826225-134145	1	p	008.43959	-13.69586	15958	 0.170	 0.061	 0.137	 0.072	 0.238	 0.093	 3.420	 0.091	 3.648	 0.107	 3.513	 0.138	 2.278	 0.043	 1.0	    	   	   	     	 4.3426	 0.0898	111111	1	111111	1	111111	1
    4328	J08263008-0222436	12.571	 2.89	 0.34	 0.627	 5.50	11.743	 2.92	 0.33	 0.668	11.408	 2.97	 0.26	 0.702	g0826301-022243	1	p	008.44169	-02.37872	10231	 0.305	 0.047	 0.346	 0.055	 0.380	 0.070	 3.094	 0.070	 3.197	 0.081	 3.197	 0.104	 2.344	 0.048	 2.0	    	   	   	     	 3.1921	 0.1594	111111	1	111111	1	111111	1
    4329	J08263228-1331316	13.336	 2.98	 0.51	 0.443	 4.71	12.626	 2.89	 0.47	 0.470	12.235	 2.99	 0.53	 0.464	g0826323-133132	1	p	008.44231	-13.52553	15719	 0.298	 0.059	 0.325	 0.071	 0.319	 0.093	 3.196	 0.088	 3.274	 0.106	 3.350	 0.137	 2.224	 0.074	 0.0	    	   	   	     	 5.6235	 0.0524	111111	1	111111	1	111111	1
    4330	J08271137-0104007	12.581	 2.90	 0.54	 0.464	 3.09	11.907	 2.86	 0.55	 0.431	11.617	 2.94	 0.59	 0.406	g0827114-010401	1	p	008.45316	-01.06692	16557	 0.340	 0.047	 0.307	 0.058	 0.282	 0.076	 3.460	 0.070	 3.644	 0.085	 3.714	 0.113	 2.376	 0.034	 1.0	    	   	   	     	 4.1919	 0.1091	101111	0	101111	0	101111	0
    4331	J08271337-0103207	13.803	 2.90	 0.34	 0.619	 3.03	13.081	 2.86	 0.31	 0.655	12.658	 2.94	 0.31	 0.688	g0827134-010321	1	 	008.45372	-01.05572	16377	 0.490	 0.067	 0.526	 0.080	 0.559	 0.104	 2.660	 0.099	 2.725	 0.118	 2.733	 0.154	 2.161	 0.129	 2.0	    	   	   	     	 3.6256	 0.1863	101011	0	101011	0	101011	0
    4332	J08273262-0133347	12.266	 2.90	 0.31	 0.614	 4.82	11.526	 2.85	 0.32	 0.635	11.190	 3.00	 0.36	 0.673	g0827326-013335	1	p	008.45906	-01.55958	11880	 0.354	 0.042	 0.375	 0.050	 0.413	 0.065	 3.253	 0.062	 3.359	 0.075	 3.344	 0.096	 2.180	 0.054	 2.0	    	   	   	     	 2.4898	 0.2422	111111	1	111111	1	111111	1
    4333	J08280798-0132191	11.618	 2.86	 0.19	 0.838	 3.05	10.897	 2.82	 0.19	 0.829	10.563	 2.91	 0.18	 0.851	g0828080-013219	1	p	008.46888	-01.53864	11701	 0.571	 0.032	 0.562	 0.039	 0.584	 0.048	 3.063	 0.048	 3.222	 0.057	 3.239	 0.071	 2.287	 0.030	 2.0	    	   	   	     	 2.4953	 0.3408	111111	1	111111	1	111111	1
    4334	J08284270-0838211	12.588	 3.08	 0.44	 0.573	 3.70	11.847	 2.99	 0.38	 0.618	11.639	 3.10	 0.50	 0.541	g0828427-083821	1	p	008.47853	-08.63919	14522	 0.395	 0.047	 0.440	 0.057	 0.363	 0.077	 3.226	 0.070	 3.282	 0.084	 3.433	 0.114	 2.360	 0.026	 0.0	    	   	   	     	 5.8333	 0.0526	111111	1	111111	1	111111	1
    4335	J08284469-2035053	12.990	 3.12	 0.79	 0.341	 6.00	12.172	 2.98	 0.72	 0.397	12.004	 3.04	 0.82	 0.270	g0828447-203505	1	p	008.47908	-20.58481	11129	 0.054	 0.054	 0.110	 0.063	-0.017	 0.087	 3.523	 0.080	 3.584	 0.093	 3.831	 0.128	 2.264	 0.037	 2.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    4336	J08284712-0656246	11.136	 3.19	 0.42	 0.645	 5.21	10.426	 3.06	 0.40	 0.613	10.146	 3.10	 0.48	 0.593	g0828471-065625	1	p	008.47976	-06.94014	 6668	 0.143	 0.032	 0.111	 0.032	 0.091	 0.041	 3.608	 0.048	 3.812	 0.048	 3.915	 0.060	 2.536	 0.015	 1.0	    	   	   	     	 8.2493	 0.0278	111111	1	111111	1	111111	1
    4337	J08291859-0245062	13.684	 2.94	 0.55	 0.453	 5.36	12.933	 2.88	 0.43	 0.534	12.984	 2.95	 0.70	 0.292	g0829186-024506	1	 	008.48849	-02.75178	15810	 0.310	 0.065	 0.391	 0.077	 0.149	 0.113	 3.031	 0.096	 3.020	 0.114	 3.392	 0.167	 2.250	 0.104	 0.0	    	   	   	     	       	       	111011	0	111011	0	111011	0
    4338	J08293355-0319091	13.842	 2.94	 0.87	 0.124	 3.38	13.074	 2.87	 0.77	 0.158	12.804	 2.98	 0.89	 0.164	g0829336-031909	1	 	008.49265	-03.31928	 9965	-0.209	 0.068	-0.175	 0.080	-0.169	 0.108	 3.590	 0.100	 3.683	 0.118	 3.714	 0.160	 2.183	 0.156	 0.0	    	   	   	     	       	       	111011	0	111011	0	111011	0
    4339	J08294618-1224147	12.782	 3.01	 0.43	 0.603	 4.08	12.017	 2.92	 0.34	 0.669	11.954	 2.99	 0.58	 0.406	g0829462-122415	1	 	008.49616	-12.40403	15962	 0.464	 0.050	 0.530	 0.060	 0.267	 0.085	 3.105	 0.075	 3.125	 0.088	 3.581	 0.126	 2.287	 0.058	 3.0	    	   	   	     	 4.1075	 0.1367	111111	1	111111	1	111111	1
    4340	J08300639-0421225	13.231	 2.95	 0.66	 0.341	 3.85	12.470	 2.87	 0.68	 0.313	11.957	 2.97	 0.54	 0.487	g0830064-042123	1	p	008.50177	-04.35625	12124	 0.103	 0.058	 0.075	 0.068	 0.249	 0.085	 3.419	 0.086	 3.631	 0.101	 3.411	 0.126	 2.377	 0.038	 0.5	1022	  1	  3	12532	 3.4277	 0.1575	111111	1	111111	1	111111	1
    4341	J08300717-0246324	13.314	 2.93	 0.36	 0.539	 2.49	12.643	 2.84	 0.40	 0.499	12.174	 2.99	 0.40	 0.568	g0830072-024633	1	p	008.50200	-02.77575	 9396	 0.209	 0.059	 0.169	 0.072	 0.238	 0.091	 2.970	 0.088	 3.173	 0.106	 3.157	 0.135	 2.048	 0.125	 2.0	 673	  3	  4	10042	 2.1321	 0.3724	 11111	0	 11111	0	 11111	0
    4342	J08302818-0405024	13.509	 2.97	 0.22	 0.784	 1.90	12.971	 2.88	 0.23	 0.743	12.401	 2.94	 0.22	 0.800	g0830282-040503	1	 	008.50783	-04.08403	12544	 0.546	 0.062	 0.505	 0.078	 0.562	 0.097	 2.420	 0.092	 2.569	 0.115	 2.607	 0.144	 2.126	 0.111	 3.0	1022	  1	  3	12532	 3.1786	 0.1898	111111	1	111011	0	111111	1
    4343	J08303583-1101402	13.004	 2.99	 0.36	 0.569	 2.31	12.253	 2.94	 0.41	 0.588	11.965	 3.01	 0.40	 0.570	g0830358-110140	1	p	008.50995	-11.02778	14974	 0.404	 0.054	 0.423	 0.064	 0.405	 0.085	 3.073	 0.080	 3.183	 0.095	 3.246	 0.127	 2.370	 0.045	 1.5	    	   	   	     	 4.0247	 0.1003	111111	1	111111	1	111111	1
    4344	J08303714-6408204	13.372	 2.98	 0.42	 0.633	 3.18	12.620	 2.93	 0.32	 0.609	12.012	 3.02	 0.29	 0.725	g0830371-640821	1	 	008.51032	-64.13903	15063	 0.470	 0.060	 0.446	 0.071	 0.562	 0.087	 2.834	 0.089	 3.018	 0.105	 2.932	 0.128	 2.190	 0.140	 3.0	    	   	   	     	14.8305	 0.0100	111111	1	111111	1	111111	1
    4345	J08304642-0429336	13.560	 2.92	 0.60	 0.382	 1.68	12.631	 2.87	 0.44	 0.503	12.453	 2.94	 0.46	 0.459	g0830465-042934	1	p	008.51290	-04.49267	10147	 0.051	 0.063	 0.172	 0.071	 0.128	 0.099	 3.190	 0.093	 3.172	 0.106	 3.266	 0.146	 2.137	 0.055	 0.0	 758	  1	  3	10034	 2.7559	 0.2437	111111	1	111111	1	111111	1
    4346	J08305277-0501306	12.786	 2.92	 0.32	 0.649	 6.00	12.072	 2.93	 0.32	 0.648	11.911	 2.99	 0.42	 0.541	g0830528-050131	1	p	008.51467	-05.02525	12395	 0.406	 0.051	 0.405	 0.061	 0.298	 0.084	 2.980	 0.075	 3.119	 0.090	 3.321	 0.124	 2.288	 0.044	 0.0	    	   	   	     	 3.8713	 0.1051	111111	1	111111	1	111111	1
    4347	J08305299-0325386	12.502	 2.94	 0.53	 0.455	 5.73	11.765	 2.90	 0.54	 0.433	11.469	 2.98	 0.56	 0.444	g0830530-032539	1	p	008.51472	-03.42744	10266	 0.125	 0.046	 0.103	 0.055	 0.114	 0.072	 3.464	 0.068	 3.657	 0.081	 3.688	 0.107	 2.426	 0.032	 0.0	 673	  3	  4	10042	 2.4196	 0.2614	111111	1	111111	1	111111	1
    4348	J08305647-0209076	12.588	 2.92	 0.42	 0.548	 6.00	11.899	 2.88	 0.37	 0.534	11.711	 2.90	 0.58	 0.424	g0830565-020907	1	p	008.51569	-02.15206	16321	 0.418	 0.047	 0.404	 0.057	 0.294	 0.079	 3.282	 0.070	 3.436	 0.085	 3.638	 0.116	 2.312	 0.067	 1.0	    	   	   	     	 4.5479	 0.0740	101111	0	101111	0	101111	0
    4349	J08305688-6621527	11.961	 2.95	 0.29	 0.693	 5.45	11.209	 2.91	 0.30	 0.708	10.903	 2.93	 0.27	 0.718	g0830569-662153	1	p	008.51581	-66.36472	10617	 0.386	 0.038	 0.401	 0.044	 0.411	 0.057	 3.233	 0.056	 3.348	 0.066	 3.378	 0.084	 2.117	 0.058	 0.0	    	   	   	     	 8.6948	 0.0239	111111	1	111111	1	111111	1
    4350	J08310686-7120267	13.040	 2.97	 0.43	 0.598	 6.00	12.101	 2.91	 0.31	 0.735	12.178	 2.96	 0.64	 0.410	g0831068-712027	1	p	008.51856	-71.34077	 7987	 0.172	 0.055	 0.309	 0.061	-0.016	 0.091	 2.986	 0.081	 2.929	 0.091	 3.486	 0.135	 2.140	 0.083	 1.5	    	   	   	     	 5.6925	 0.0664	111111	1	111111	1	111111	1
    4351	J08312211-0407384	12.790	 2.95	 0.45	 0.571	 4.19	11.938	 2.91	 0.38	 0.662	11.763	 2.98	 0.50	 0.508	g0831221-040738	1	 	008.52281	-04.12731	12635	 0.333	 0.051	 0.424	 0.058	 0.270	 0.080	 3.135	 0.075	 3.145	 0.086	 3.446	 0.119	 2.291	 0.036	 2.0	1022	  1	  3	12532	 3.1114	 0.1612	111111	1	111111	1	111111	1
    4352	J08312425-0402094	11.847	 2.94	 0.16	 0.946	 6.00	11.028	 2.91	 0.13	 1.014	10.832	 2.96	 0.17	 0.942	g0831243-040210	1	p	008.52341	-04.03597	 9368	 0.615	 0.035	 0.683	 0.041	 0.611	 0.055	 2.746	 0.052	 2.791	 0.061	 2.948	 0.081	 2.251	 0.033	 2.5	 758	  1	  3	10034	 2.3926	 0.2648	111111	1	111111	1	111111	1
    4353	J08312703-0235315	13.595	 3.10	 0.49	 0.590	 6.00	12.778	 3.01	 0.39	 0.626	12.644	 3.05	 0.70	 0.435	g0831270-023533	1	p	008.52418	-02.59256	15513	 0.439	 0.064	 0.475	 0.074	 0.284	 0.104	 2.791	 0.094	 2.896	 0.110	 3.242	 0.154	 2.103	 0.093	 4.0	    	   	   	     	 3.9808	 0.1182	111111	1	111111	1	111011	0
    4354	J08313288-0111516	12.095	 3.13	 0.16	 0.952	 3.08	11.354	 2.94	 0.21	 0.968	10.924	 3.15	 0.12	 1.023	g0831329-011152	1	p	008.52580	-01.19772	 9546	 0.601	 0.039	 0.617	 0.047	 0.672	 0.057	 2.630	 0.058	 2.748	 0.070	 2.747	 0.085	 2.210	 0.060	 4.0	    	   	   	     	 3.4981	 0.1369	111111	1	111111	1	111111	1
    4355	J08313485-1101478	12.537	 2.99	 0.30	 0.720	 2.94	11.879	 2.94	 0.36	 0.650	11.364	 3.02	 0.32	 0.722	g0831349-110148	1	p	008.52635	-11.02992	15155	 0.560	 0.046	 0.490	 0.057	 0.562	 0.069	 2.957	 0.069	 3.209	 0.085	 3.182	 0.103	 2.324	 0.065	 2.0	    	   	   	     	 4.5721	 0.0777	111111	1	111111	1	111111	1
    4356	J08313651-0228546	13.637	 3.11	 0.93	 0.281	 6.00	12.737	 2.97	 0.59	 0.402	12.709	 3.05	 0.97	 0.176	g0831365-022855	1	 	008.52681	-02.48181	16412	 0.153	 0.064	 0.274	 0.073	 0.048	 0.106	 3.398	 0.095	 3.366	 0.109	 3.735	 0.156	 2.447	 0.070	 2.0	    	   	   	     	 4.3155	 0.1171	101111	0	101111	0	101011	0
    4357	J08313724-6425105	12.633	 3.00	 0.35	 0.610	 3.91	11.978	 2.92	 0.43	 0.549	11.662	 2.94	 0.46	 0.549	g0831373-642510	1	p	008.52702	-64.41953	12334	 0.365	 0.048	 0.304	 0.059	 0.304	 0.077	 3.153	 0.071	 3.376	 0.087	 3.419	 0.114	 2.349	 0.052	 1.0	    	   	   	     	10.9593	 0.0179	111111	1	111111	1	111111	1
    4358	J08314344-0834201	13.564	 3.00	 0.64	 0.445	 6.00	13.054	 2.96	 0.78	 0.298	12.850	 2.99	 0.82	 0.234	g0831434-083420	1	 	008.52873	-08.57222	13056	 0.224	 0.063	 0.077	 0.079	 0.013	 0.109	 3.079	 0.094	 3.429	 0.118	 3.559	 0.162	 2.197	 0.099	 0.0	    	   	   	     	       	       	111111	1	111011	0	111011	0
    4359	J08314397-0326166	13.432	 3.48	 0.74	 0.455	 3.05	12.568	 3.38	 0.55	 0.549	12.476	 3.49	 0.89	 0.372	g0831440-032617	1	p	008.52888	-03.43797	10057	 0.125	 0.061	 0.219	 0.070	 0.042	 0.099	 3.092	 0.090	 3.103	 0.104	 3.429	 0.147	 2.191	 0.082	 0.0	 673	  3	  4	10042	 2.0236	 0.4048	111111	1	111111	1	111111	1
    4360	J08314822-0509456	13.577	 3.05	 0.53	 0.423	 1.36	12.997	 3.04	 0.56	 0.381	12.583	 3.09	 0.60	 0.397	g0831483-050946	1	p	008.53007	-05.16272	12696	 0.190	 0.063	 0.148	 0.078	 0.164	 0.102	 3.119	 0.094	 3.285	 0.116	 3.341	 0.151	 2.273	 0.110	 4.0	    	   	   	     	 3.2552	 0.1669	111111	1	111011	0	111011	0
    4361	J08315585-0821131	13.432	 3.02	 0.75	 0.327	 6.00	12.526	 2.93	 0.56	 0.458	12.431	 3.05	 0.78	 0.320	g0831559-082113	1	p	008.53219	-08.35361	 9009	-0.049	 0.061	 0.082	 0.069	-0.056	 0.098	 3.343	 0.090	 3.297	 0.103	 3.551	 0.145	 2.165	 0.073	 1.0	    	   	   	     	       	       	111111	1	111111	1	111111	1
    4362	J08315807-0522294	13.459	 2.95	 0.59	 0.367	 3.01	12.880	 2.94	 0.64	 0.316	12.407	 3.00	 0.62	 0.372	g0831581-052230	1	p	008.53280	-05.37489	16684	 0.246	 0.061	 0.195	 0.076	 0.251	 0.097	 3.304	 0.091	 3.485	 0.113	 3.466	 0.144	 2.115	 0.088	 1.0	    	   	   	     	 4.3341	 0.0873	101111	0	101011	0	101111	0
    4363	J08321146-0411504	13.168	 3.00	 0.57	 0.442	 2.79	12.470	 2.89	 0.55	 0.445	11.970	 2.96	 0.45	 0.598	g0832115-041151	1	 	008.53652	-04.19736	 9908	 0.111	 0.057	 0.114	 0.068	 0.267	 0.086	 3.226	 0.084	 3.352	 0.101	 3.181	 0.127	 2.225	 0.053	 2.0	 758	  1	  3	10034	 2.5625	 0.2308	111111	1	111111	1	111111	1
    4364	J08321780-0012034	12.759	 2.97	 0.59	 0.434	 6.00	11.949	 2.90	 0.51	 0.503	11.859	 2.94	 0.68	 0.350	g0832178-001203	1	p	008.53828	-00.20092	12634	 0.199	 0.050	 0.268	 0.058	 0.115	 0.083	 3.422	 0.074	 3.459	 0.087	 3.724	 0.122	 2.186	 0.028	 0.0	    	   	   	     	 4.9166	 0.0633	111111	1	111111	1	111111	1
    4365	J08322482-0312328	12.433	 3.00	 0.63	 0.431	 5.23	11.737	 2.92	 0.58	 0.425	11.529	 3.02	 0.72	 0.353	g0832248-031233	1	p	008.54023	-03.20911	10088	 0.101	 0.045	 0.095	 0.054	 0.023	 0.074	 3.540	 0.066	 3.684	 0.081	 3.846	 0.109	 2.222	 0.036	 1.0	 673	  3	  4	10042	 1.9099	 0.5818	111111	1	111111	1	111111	1
    4366	J08322742-0320498	13.517	 3.00	 0.79	 0.279	 4.60	12.852	 2.92	 0.83	 0.254	12.441	 3.02	 0.83	 0.294	g0832274-032050	1	p	008.54095	-03.34717	12666	 0.045	 0.062	 0.020	 0.076	 0.060	 0.098	 3.426	 0.092	 3.595	 0.112	 3.602	 0.146	 2.082	 0.108	 0.0	    	   	   	     	 2.0086	 0.5717	111111	1	111011	0	111111	1
    4367	J08322802-0321548	13.046	 2.94	 0.76	 0.308	 4.89	12.418	 2.89	 0.80	 0.260	12.133	 3.02	 0.81	 0.260	g0832280-032155	1	 	008.54112	-03.36519	12726	 0.076	 0.055	 0.028	 0.067	 0.028	 0.090	 3.557	 0.081	 3.757	 0.100	 3.793	 0.133	 2.372	 0.077	 0.5	    	   	   	     	 2.0312	 0.5358	111111	1	111111	1	111111	1
    4368	J08323655-5940344	13.503	 3.00	 0.44	 0.516	 2.08	12.734	 2.98	 0.57	 0.465	12.448	 3.04	 0.63	 0.388	g0832366-594034	1	 	008.54349	-59.67619	13403	 0.305	 0.062	 0.254	 0.073	 0.177	 0.098	 3.008	 0.092	 3.253	 0.109	 3.432	 0.146	 2.293	 0.108	 2.0	    	   	   	     	14.6587	 0.0066	111111	1	111111	1	111111	1
    4369	J08324087-1911317	13.394	 3.02	 0.54	 0.427	 3.39	12.448	 2.93	 0.46	 0.458	12.087	 2.97	 0.59	 0.412	g0832409-191131	1	p	008.54468	-19.19205	10715	 0.124	 0.060	 0.155	 0.068	 0.109	 0.089	 3.183	 0.089	 3.347	 0.101	 3.512	 0.131	 2.275	 0.068	 1.5	    	   	   	     	 2.5318	 0.2257	111111	1	111111	1	111111	1
    4370	J08324282-0017018	13.438	 2.97	 0.59	 0.457	 6.00	12.839	 2.90	 0.67	 0.356	12.533	 3.06	 0.58	 0.425	g0832428-001702	1	p	008.54523	-00.28392	12934	 0.232	 0.061	 0.131	 0.075	 0.200	 0.101	 3.106	 0.091	 3.399	 0.111	 3.305	 0.149	 2.320	 0.036	 1.0	    	   	   	     	 5.0682	 0.0632	111111	1	111111	1	111111	1
