#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-05T23:06:22 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-05T23:06:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26&-out=RAJ2000,DEJ2000,cz,Ktmag&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
RAJ2000	DEJ2000	cz	Ktmag
215.23312	+03.23800	 1582	 9.527
269.66479	-58.37162	 4353	 9.499
014.85152	-34.32892	 3477	 9.480
077.78782	-34.39346	 4726	 9.557
311.01324	+03.20944	 4067	 9.545
048.53769	-02.82295	 1728	 9.230
056.32178	-23.00247	 1558	 9.615
329.48032	-28.80409	 6919	 9.476
023.90201	-39.35783	 5953	 9.481
109.87882	+59.35511	 3257	 9.487
145.78604	-10.38325	 2777	 9.497
233.98752	+43.49318	 5660	 9.526
237.80354	+47.25489	 5958	 9.587
018.46357	-31.78835	 5636	 9.476
144.49837	-30.14872	 4389	 9.503
159.43875	-26.63073	 3580	 9.528
232.73450	+82.45585	 6548	 9.489
013.17105	-83.85526	 4766	 9.524
014.06639	-52.78268	 8006	 9.480
014.17781	-09.91407	 5648	 9.322
310.87140	-53.35674	 3240	 9.523
016.70964	+75.60033	 4781	 9.484
150.68001	-42.08975	 3153	 9.621
164.55244	-50.44335	 5898	 9.476
050.51200	+40.86390	 6421	 9.520
141.73596	-24.78302	 2308	 9.521
194.78708	+37.31033	 4665	 9.508
201.52350	-48.23592	 2997	 9.622
207.41167	+04.23829	 7028	 9.450
061.85060	+30.28924	 5562	 9.499
104.39635	-45.81197	11671	 9.467
173.55809	-09.84567	 1689	 9.542
175.54620	+10.27775	 6267	 9.560
185.84949	+07.47315	 4280	 9.478
231.51204	+18.07367	 4460	 9.512
241.89655	-59.85992	 5073	 9.499
308.33014	-25.47445	 6044	 9.406
014.59924	-08.40775	 4328	 9.503
020.48261	+50.04747	 6262	 9.445
030.93678	+38.25871	 5764	 9.495
112.22262	+33.81905	 4134	 9.569
137.19089	-38.60788	 4858	 9.566
315.93665	-49.02975	 7351	 9.466
196.20827	-30.24429	 3195	 9.551
350.79898	+43.95892	 5349	 9.532
005.62501	+29.74535	 4766	 9.511
070.71504	+18.55457	 4821	 9.531
179.39828	+55.45878	  696	 9.543
265.91080	+25.49391	 3230	 9.549
048.20234	-05.22469	 2185	 9.512
193.33467	-41.63564	 4862	 9.511
279.04068	-25.09445	 6547	 9.504
136.64883	-75.82570	 4645	 9.549
207.50618	-30.57846	 3747	 9.491
341.14352	+03.64640	 7235	 9.569
030.62220	+18.37299	 8225	 9.498
038.60741	+32.95444	 4500	 9.407
095.36033	-28.11142	 6705	 9.517
229.76498	-23.82076	 2538	 9.501
330.96701	+35.99061	 5638	 9.498
334.69382	-36.80159	 4937	 9.536
033.15404	-31.94460	 3441	 9.501
107.92250	+49.86194	 6171	 9.632
178.93797	+55.32064	  855	 9.632
337.74963	-14.00354	 4939	 9.540
019.97945	+16.54469	 2134	 9.531
075.52087	-69.56828	 1300	 9.266
187.33881	+08.15659	 1243	 9.572
187.71414	+08.36012	  980	 9.399
175.05804	+24.69703	 3567	 9.539
214.99689	-04.45125	 6930	 9.539
056.64973	-04.45320	 3741	 9.567
112.07298	-62.35292	 3196	 9.536
163.66704	-21.06655	 3736	 9.445
019.06179	+31.03383	 4962	 9.557
074.60068	-62.02840	 8846	 9.540
176.55078	+20.39163	 6932	 9.396
039.82039	+40.87229	  626	 9.325
039.90226	+10.79334	 3635	 9.583
228.84715	+55.51716	 3390	 9.509
232.43750	+42.91868	 5493	 9.466
294.38754	-06.21799	 3090	 9.564
184.88589	+56.73660	 4756	 9.503
021.01626	+12.91738	 2472	 9.131
021.38994	+33.67136	 4807	 9.559
220.74113	+04.89012	 1636	 9.532
316.12140	+16.08277	 9359	 9.516
055.63604	-04.29864	 4428	 9.540
186.09038	+09.29276	 7019	 9.505
195.76199	-30.79299	 2987	 9.518
209.41335	-34.21901	 4230	 9.507
176.02032	+60.11973	 2441	 9.547
191.42599	-26.24374	 5258	 9.585
222.91199	+40.59919	 4870	 9.515
012.00629	+08.29709	 5274	 9.490
066.67387	+20.40783	 1387	 9.584
083.30374	-36.39882	 1321	 9.643
165.94199	-23.24550	 1199	 9.132
348.62265	+23.68484	 6048	 9.535
001.12828	+05.20028	 3053	 9.600
049.68716	+41.46772	 5059	 9.542
196.73553	-23.91704	 2953	 9.547
246.53967	-61.66198	 4957	 9.571
104.07301	+45.49280	 5906	 9.499
212.51837	+17.73379	 5443	 9.074
222.84657	-37.98581	 7308	 9.505
281.73264	-57.69497	 6113	 9.539
125.09860	+21.13148	 5062	 9.526
334.76526	-20.93991	 5017	 9.525
017.09773	+33.13361	 4692	 9.535
087.38144	+17.68551	 4548	 9.528
087.81210	-53.57481	 4636	 9.584
151.66624	-19.22158	 3449	 9.073
227.38152	+54.50641	 3253	 9.515
345.69373	-40.83526	 1064	 9.648
028.37354	+36.22129	 4418	 9.584
049.00312	-02.42737	 2154	 9.444
284.94659	+18.83039	 4689	 9.649
287.18237	-51.04607	 5084	 9.596
311.85123	+00.30083	 3791	 9.513
313.03940	-48.77778	 5243	 9.572
325.86258	+43.55515	 4031	 9.577
195.87387	-29.82876	 2912	 9.650
231.48979	-37.15541	 4353	 9.566
134.71027	+06.29312	 3832	 9.487
304.07504	-44.29992	 5378	 9.584
333.12350	-47.22195	 1553	 9.572
032.46165	-07.76243	 3831	 9.533
047.71946	-10.74799	 4960	 9.535
183.12947	+29.16856	 4012	 9.588
033.63986	-00.76672	 7885	 9.527
066.99999	-47.91273	 4947	 9.467
160.08588	-36.41111	 2748	 9.653
156.93930	+22.84715	 1523	 9.527
216.86826	+46.14654	 2321	 9.587
279.24258	-59.40230	 6002	 9.621
048.82462	+42.69630	 5252	 9.527
208.02455	-06.05830	 3042	 9.365
241.23622	+23.93283	 9578	 9.466
001.27599	+06.92011	 6128	 9.507
141.10632	-41.39413	 4865	 9.569
184.88371	+49.81568	 4107	 9.563
208.55930	-01.43645	 7253	 9.499
045.67198	+64.34848	 6047	 9.527
058.30561	+60.33939	 5403	 9.545
086.39365	+14.89981	 5537	 9.522
149.07999	+16.83122	 3684	 9.595
172.04845	-13.19437	 4951	 9.540
184.92632	+05.53820	 1536	 9.449
322.88742	-38.61790	 5447	 9.545
120.44131	+56.55337	 8726	 9.551
192.63797	-09.45112	 4473	 9.532
195.35889	+27.88598	 5471	 9.307
272.73953	+31.11620	 6992	 9.538
048.83791	+41.35542	 6014	 9.574
073.53001	+72.32381	 4553	 9.527
159.79681	-46.14105	 6056	 9.563
191.60847	-40.75253	 4547	 9.543
198.09537	-04.33648	 3152	 9.481
334.42184	-23.73104	 2454	 9.577
029.57570	-54.21582	 6376	 9.573
069.74287	+39.28075	 6631	 9.489
145.54784	+04.67313	 2044	 9.661
203.92236	-24.07380	 2574	 9.590
241.94803	-38.88159	 8134	 9.520
269.67780	-53.79984	 3647	 9.515
074.04076	+02.15688	 4572	 9.564
148.82521	+04.27004	 1801	 9.476
195.84879	-32.23719	 4869	 9.569
036.53204	+31.91233	 5388	 9.540
124.81141	-25.18798	 1671	 9.523
153.17175	+03.12932	 1318	 9.536
195.08403	-06.10384	 3797	 9.463
098.19653	+63.67367	 3828	 9.567
238.55807	+14.60124	 1854	 9.527
107.32535	+20.63597	 5276	 9.515
163.66350	+54.30523	 1350	 9.466
245.76292	+37.92236	 9303	 9.540
251.47766	-23.45170	 6100	 9.563
040.80185	+41.50060	 4813	 9.588
225.42439	-19.29003	 4114	 9.596
070.89324	+38.20957	 6169	 9.521
191.73805	-41.58254	 3068	 9.551
296.78149	+59.90708	 3287	 9.567
270.44327	+19.72895	 5444	 9.507
316.48016	-48.20711	 5023	 9.351
144.55679	-63.48656	 2162	 9.608
266.71390	+20.76114	 6358	 9.554
358.04456	+11.47030	 6370	 9.557
000.95359	+07.47864	 5240	 9.503
014.94423	-40.33355	 6996	 9.550
156.92694	-40.00257	 2549	 9.542
207.61778	-52.66076	 3660	 9.439
285.64691	-36.37178	 5265	 9.414
023.49057	-36.49324	 9154	 9.568
031.36892	+13.25151	 7769	 9.533
037.01505	+28.17533	10292	 9.441
190.22023	-36.75586	 3291	 9.575
322.93185	-76.48132	 3984	 9.608
093.69782	+66.56749	 4057	 9.591
107.44526	-27.56890	 3021	 9.529
163.01599	+10.14825	 2704	 9.665
224.02704	-37.69646	 2949	 9.549
273.14041	+21.42614	 5843	 9.510
072.89765	-02.62315	 4766	 9.581
285.97668	-22.94102	 6509	 9.560
066.90295	+56.74500	 4735	 9.547
099.05153	+82.96911	 4264	 9.562
204.41425	-33.81136	 3897	 9.610
224.34050	-19.21370	 3424	 9.530
227.80571	+46.15120	 5494	 9.560
243.39873	-60.86517	 5802	 9.614
172.51961	-11.54621	 5277	 9.541
183.82031	+13.02384	  700	 9.382
277.09952	+22.73690	 4071	 9.609
332.65942	+42.02127	 4409	 9.532
040.91916	+01.37587	 1208	 8.964
088.25033	-17.87607	 3132	 9.676
182.22163	-09.03650	 1144	 9.597
054.19788	-34.73961	 1545	 9.569
119.80447	+32.91478	 5192	 9.589
035.40196	-05.52138	 2284	 9.396
113.75941	+32.82215	 4681	 9.595
166.63377	+11.38536	 1357	 9.604
186.06053	+08.53585	 1138	 9.679
192.68573	-42.54778	 3170	 9.425
221.89026	-19.76412	 2571	 9.605
237.68233	-07.56041	 7656	 9.558
151.67293	-41.11819	 2726	 9.635
113.33326	+59.62536	 3529	 9.522
161.54320	+73.35307	 6296	 9.523
193.36340	-17.00553	 4011	 9.562
331.68295	-31.16245	 4061	 9.561
115.82693	+52.31850	 5676	 9.541
203.05582	-08.78623	 6721	 9.592
330.57693	-20.54774	 1476	 9.607
000.00695	+47.27456	 5017	 9.499
050.99356	+37.75566	 5540	 9.567
174.43550	-49.17705	 5129	 9.488
178.35027	-28.55316	 1699	 9.574
292.78360	+54.10217	 3845	 9.376
143.93344	+31.70543	 6756	 9.559
167.11047	-10.25604	 8184	 9.549
168.79863	+17.26269	 6146	 9.553
272.12781	-52.06696	 5462	 9.602
279.02985	-37.94585	 4372	 9.560
349.56784	+06.58579	 4956	 9.565
032.32533	-23.41507	 5441	 9.576
068.40767	-13.26196	 9835	 9.434
161.68030	-40.01601	 4876	 9.571
306.08438	+27.06384	 4231	 9.572
039.66614	+41.64753	 4584	 9.533
069.12321	+20.60449	 5035	 9.627
105.63776	+50.59059	 6296	 9.635
163.70262	+17.62119	 1158	 9.631
230.40802	-13.16928	 2262	 9.627
005.51344	+22.40809	 5380	 9.609
080.64731	-79.85181	 4862	 9.576
087.80624	+37.90074	 6453	 9.624
203.97424	-34.29575	 2272	 9.619
204.32800	-49.74886	 3193	 9.616
341.88730	+40.23880	 5350	 9.566
194.21957	-41.81332	 3667	 9.596
215.57845	+50.50139	 2230	 9.589
336.70193	+35.51872	 6013	 9.574
039.96083	+18.02427	 8552	 9.585
064.80894	+03.34834	 7425	 9.592
065.49020	+01.83897	13200	 9.590
193.84074	-49.54974	 2050	 9.586
201.00133	-12.27645	 2848	 9.641
308.87021	+51.59096	 3227	 9.582
349.18018	+33.99582	 5117	 9.637
137.26265	-67.93247	 1653	 9.641
139.09421	-71.14912	 4913	 9.579
160.13826	-46.19094	 6600	 9.562
274.20532	-57.23150	 5090	 9.693
028.87778	+47.95496	 7128	 9.559
055.98701	+39.29515	 5007	 9.617
077.22797	+75.42789	 4458	 9.574
085.89792	-71.14211	 5508	 9.558
162.11636	+12.53316	 1308	 9.444
233.84680	+12.04754	 1813	 9.480
292.07086	-29.52901	 7320	 9.514
018.04021	+32.12316	 5010	 9.516
119.87378	+27.02642	 6649	 9.584
183.54002	+54.52663	 2451	 9.620
199.08374	-28.28569	 4443	 9.599
203.33200	-53.35470	 1382	 9.487
299.44241	+52.87993	 2802	 9.560
211.58975	+50.72502	 1911	 9.453
326.54059	-48.35380	 4877	 9.545
329.37143	+41.24889	 4283	 9.633
332.80008	+38.92728	 5984	 9.544
344.33139	-01.04901	 3078	 9.571
344.47891	-35.85804	 1929	 9.600
024.78753	+48.28266	 5467	 9.594
170.88449	-08.65855	 3602	 9.509
340.95541	+08.70548	 7645	 9.558
204.62387	-10.70417	 6700	 9.595
220.12518	-53.08181	 4728	 9.556
036.50204	+39.47092	 4865	 9.539
170.68265	-07.67625	 7357	 9.527
038.58335	+32.42944	 4702	 9.575
085.16228	-70.75330	 4497	 9.605
279.47687	+17.53386	 4500	 9.631
331.20551	-64.04684	 2943	 9.568
013.03729	-02.21844	 3878	 9.561
051.73548	+68.58124	 1940	 9.066
115.99269	-38.56695	 5928	 9.605
210.85356	-06.06910	 2572	 9.486
284.21268	-63.16623	 3908	 9.647
018.24973	-00.25244	 5356	 9.600
047.32647	+42.97215	 5659	 9.605
057.94149	+67.33501	 5869	 9.533
242.57120	-60.95897	 5604	 9.619
133.15848	-02.60323	 1631	 9.635
211.87405	-27.01787	 6535	 9.544
304.68195	-16.94600	 3311	 9.562
174.26187	+58.41558	 1161	 9.623
358.33197	+07.87093	 5218	 9.608
034.13483	-11.34855	 4006	 9.599
051.51078	-17.59149	 4246	 9.565
002.39809	-32.27686	 7632	 9.548
049.56203	-27.61033	 1396	 9.390
149.34955	-19.35498	 3462	 9.612
248.60616	+21.54087	 2936	 9.588
309.10431	-49.25907	 6246	 9.654
053.77151	+69.03468	 2867	 9.625
161.06216	+22.37103	 5813	 9.567
201.22334	-30.33362	 4574	 9.630
253.46756	+39.76019	10092	 9.566
323.95056	+35.35113	 4578	 9.602
117.16351	+54.61190	 5668	 9.583
221.86879	-22.27824	 3417	 9.548
012.63549	-08.65163	 3818	 9.578
051.77112	+12.55238	 6289	 9.521
072.36590	+63.92518	 4735	 9.709
175.07706	+09.00986	 1833	 9.648
181.20769	-02.38249	 5976	 9.526
185.31866	+04.59568	 2260	 9.544
199.96666	-22.27884	 1625	 9.100
252.72263	-15.00397	 7948	 9.610
113.82063	-76.91876	 5900	 9.576
116.98626	-38.89461	 8586	 9.555
161.52069	-45.32735	 5482	 9.542
196.93286	-19.39561	 4582	 9.637
339.37204	+10.53157	 2825	 9.604
356.55023	-75.27484	 6357	 9.538
009.49040	+08.63518	 5281	 9.474
067.75281	+34.61543	 5721	 9.569
217.50557	+36.36092	 8589	 9.600
351.81744	+69.01294	 3585	 9.579
030.62846	-50.93165	 6362	 9.606
070.72878	+00.61859	 4625	 9.542
117.31197	-05.93713	 2229	 9.631
176.27083	+19.60635	 6474	 9.481
350.42401	+08.88692	 3225	 9.594
055.12239	-26.86225	 1779	 9.625
217.54977	-36.96435	 2859	 9.713
220.17862	+03.46542	 8197	 9.500
240.07204	-66.32195	 3736	 9.697
343.38593	+68.68269	 3472	 9.652
155.78412	-39.62391	 2420	 9.571
200.65425	-53.43337	 3805	 9.655
327.02246	-50.56522	 5172	 9.484
164.78755	+61.53049	 2112	 9.583
193.01332	-41.45991	 3945	 9.650
197.43367	-16.60215	 2621	 9.646
237.43962	-39.73895	 7570	 9.611
029.69999	+24.89248	 5120	 9.465
126.00687	+21.02718	 4643	 9.622
091.32485	-27.85698	 1549	 9.584
150.35802	+15.76999	 2404	 9.612
327.39798	+15.79045	 7773	 9.654
129.38629	+28.70522	 3469	 9.587
189.52145	+01.47785	 1846	 9.601
043.41381	-34.19763	 4588	 9.633
159.40546	-27.59408	 3900	 9.605
227.87048	-75.85997	 2871	 9.583
309.72702	-05.63990	 3900	 9.594
109.68143	-62.93629	 3180	 9.476
214.41777	-07.41743	 2619	 9.613
221.25789	-13.94664	 7168	 9.596
163.06697	-32.67105	 3152	 9.516
174.31021	+17.83996	 3473	 9.599
323.63947	-40.81863	 5087	 9.662
144.72279	-04.84870	 6628	 9.439
186.32486	-43.44547	 2830	 9.634
339.62277	+35.32798	 8271	 9.517
028.24865	+12.70847	 4558	 9.656
037.91162	-44.52431	 5345	 9.623
039.83004	+06.54393	 4179	 9.656
044.35833	+10.47894	 7814	 9.616
069.40117	-04.71487	 3754	 9.665
224.10022	+49.69609	 3978	 9.611
035.27702	+48.96019	 5051	 9.568
152.82903	-17.20429	 9047	 9.570
217.45752	+49.62263	 2328	 9.383
056.86755	+41.30720	 4850	 9.616
068.40030	+13.52105	 4622	 9.628
122.84615	+03.63307	 3999	 9.620
224.03514	-37.64787	 7372	 9.604
020.26224	+33.89845	 4029	 9.649
195.24440	-00.02745	 1186	 9.490
230.85330	-37.37724	 4282	 9.661
018.90678	+33.06771	 5597	 9.459
045.37682	+37.76599	 4910	 9.552
063.38977	+27.54159	 4004	 9.651
203.27228	-01.03579	 3701	 9.622
054.77882	-18.29228	 4243	 9.684
213.09731	-27.10802	 6781	 9.543
262.35172	-12.13001	 8347	 9.634
066.10558	-00.74623	 4654	 9.606
081.22723	-12.68880	 3420	 9.643
092.04585	+34.26363	 2831	 9.594
191.87006	-43.33480	 3237	 9.616
252.88461	-03.09644	 7188	 9.424
078.12373	+51.28753	 6667	 9.659
267.94577	+24.48347	 3114	 9.627
273.57043	-60.09170	 3140	 9.527
014.13576	-01.77196	 3960	 9.641
069.72813	+18.83909	 3255	 9.550
220.40932	-33.31106	 4525	 9.626
247.27731	-61.64428	 5631	 9.502
353.88455	+05.21465	 5777	 9.674
356.74310	+06.86180	 3247	 9.601
050.34571	-02.31684	 6263	 9.592
074.89431	-00.26041	 4175	 9.684
182.65627	+16.03293	 2150	 9.617
208.74339	+05.33363	 1372	 9.628
050.05051	+41.36700	 2139	 9.615
092.63636	-62.53843	 8355	 9.629
158.09132	-22.30229	 3701	 9.628
198.70514	-16.49260	 2181	 9.597
210.92809	-32.71685	 3777	 9.688
258.17828	-24.59663	 7294	 9.552
277.43649	-42.75325	 6262	 9.618
291.37265	-57.67044	 4443	 9.651
344.32654	-41.07057	  945	 9.250
357.22791	-16.54115	 7326	 9.592
023.77662	-36.49022	 8955	 9.577
109.42078	+23.35674	 2275	 9.607
254.49420	-62.72596	 5019	 9.613
017.04518	-46.09406	 6134	 9.622
044.69870	-32.09921	 4921	 9.738
105.17735	-27.36865	 2655	 9.663
107.27475	+61.59554	 1797	 9.442
155.79858	-49.47079	 5447	 9.631
007.74206	+10.20841	 5276	 9.622
022.02502	+49.24130	 6414	 9.649
188.13953	-68.53886	 5270	 9.609
207.87869	+14.09212	 6995	 9.656
329.27997	-34.58223	 2646	 9.449
084.13493	+16.64138	 5253	 9.580
009.24559	-29.47784	 3528	 9.656
083.03558	-07.91815	 3548	 9.075
125.79701	+22.66460	 2061	 9.491
306.86816	+08.09810	 4692	 9.560
021.95089	-01.87954	 5818	 9.591
053.82010	-35.26567	  703	 9.603
079.44781	+58.23957	 5320	 9.628
111.41946	-30.40462	 2158	 9.489
130.18486	-04.12172	 4354	 9.521
152.15157	+18.23125	 5102	 9.659
268.95184	+62.61216	 8233	 9.567
279.60938	+17.19715	 5062	 9.555
047.80645	+41.36371	 5235	 9.634
069.02734	-03.14867	 4868	 9.603
125.12671	-84.97664	 4705	 9.658
175.45016	+20.10363	 5732	 9.591
178.26369	-36.63883	 2940	 9.743
274.59497	+21.29296	 5206	 9.637
349.30652	+18.70816	12045	 9.578
051.22794	-02.91921	 6077	 9.623
068.18790	-04.37240	 4327	 9.621
074.58085	+00.74224	 4149	 9.633
163.47858	+73.69035	 1262	 9.614
250.21907	-60.39428	 2100	 9.579
018.99019	+05.17870	 5294	 9.588
086.86368	+79.63587	 4439	 9.692
152.74956	-45.15104	 5200	 9.650
153.38156	+22.73756	 1298	 9.464
045.59335	+51.96979	 3352	 9.597
285.91379	-53.93420	 4573	 9.591
064.17684	-12.20006	 8929	 9.585
074.97092	-12.03669	 8052	 9.605
199.75218	-27.62855	 2291	 9.655
213.37546	-45.41359	 3017	 9.747
263.53348	+06.51809	 6875	 9.637
009.55160	+02.72855	 5261	 9.549
045.99578	+43.39831	 2742	 9.626
119.65563	+08.02968	 9556	 9.589
151.71620	+14.37357	 8825	 9.606
225.75085	-13.28267	 2695	 9.689
316.29251	-47.78971	 5140	 9.663
031.71457	+44.57291	 5163	 9.644
040.27572	+08.73801	 6236	 9.656
170.04178	-08.10571	 7091	 9.666
185.82187	+11.36798	 1563	 9.501
230.38783	-13.09174	 2272	 9.620
041.22355	-17.65915	 7273	 9.602
110.39252	+23.54878	 5652	 9.638
308.98459	-25.27997	 5759	 9.647
349.34476	-04.72786	 3590	 9.627
351.66565	+25.08014	 3474	 9.664
209.56204	+06.25876	 4311	 9.690
277.21478	-72.09213	 3187	 9.634
007.54462	+02.09344	 5365	 9.632
026.98026	-26.89214	 1399	 9.660
162.18130	-45.41994	 5671	 9.677
196.77490	-23.67704	 2947	 9.435
009.74767	-09.00270	 6076	 9.554
030.95749	+14.73905	 3625	 9.753
155.64366	+19.88705	 5585	 9.614
262.40622	+75.70433	 1313	 9.382
015.77957	-06.98835	 5822	 9.627
046.47956	+41.59201	 6296	 9.626
060.75726	+30.84535	 5032	 9.680
186.74364	+02.49436	 1692	 9.653
077.90986	-20.42729	 4194	 9.638
085.81379	-30.07839	 2998	 9.638
160.29767	-37.14368	 4195	 9.630
123.48853	+52.64795	 5457	 9.641
135.18680	-63.80499	 6280	 9.662
239.26250	+48.16843	 5894	 9.676
252.83435	-59.23450	 2740	 9.678
037.64031	+32.17624	 4778	 9.696
043.96768	+09.31175	 7713	 9.543
049.36339	+41.40513	 5753	 9.671
169.56223	-48.74575	 4350	 9.628
186.55330	-07.68494	 5236	 9.710
193.20915	-41.33723	 4731	 9.592
244.69667	+07.41096	 1448	 9.595
023.71367	-36.13723	 4773	 9.700
079.15474	+06.44801	 8722	 9.759
086.18403	+16.81393	 5849	 9.631
112.70210	+73.70637	 5379	 9.624
122.03990	+39.15742	 3917	 9.664
323.88470	-82.90216	 2526	 9.682
338.60141	+50.44329	 9688	 9.619
064.14293	+02.75907	 3349	 9.505
064.94090	+35.50954	 6373	 9.651
119.41841	-53.26505	11922	 9.503
322.06271	-37.86132	 2661	 9.458
040.19609	+43.81793	 5636	 9.550
125.67158	+04.26239	 4162	 9.623
144.62148	-61.82962	 2916	 9.626
168.89815	-48.76040	 5547	 9.341
221.72198	-27.71498	 4776	 9.646
284.68134	-63.13924	 4498	 9.543
063.09446	+05.54698	 5305	 9.673
215.54471	+13.91798	 2291	 9.676
190.56856	-40.64206	 4586	 9.636
319.99182	-34.49137	 5266	 9.712
141.06676	+49.24911	 2638	 9.703
148.88998	+16.43283	 3718	 9.638
167.44493	-13.38064	 4411	 9.667
190.11287	+01.19689	 1863	 9.681
205.88835	-38.17599	10168	 9.633
242.31696	-60.53078	 5554	 9.652
321.47324	-42.41127	 4841	 9.630
098.86206	+48.84401	 5899	 9.608
141.88599	-60.77080	 2159	 9.609
145.79987	-09.61240	 5761	 9.650
155.27304	-66.49207	 2023	 9.679
187.15170	-43.26174	 2919	 9.375
202.48247	-20.68464	 5305	 9.637
072.38952	+69.47502	 4780	 9.702
153.72380	-23.05069	 3839	 9.636
156.55782	-45.73514	 4665	 9.695
193.21039	-40.45166	 3836	 9.766
194.11765	-36.37094	 2608	 9.718
207.06950	+68.08500	 1781	 9.691
216.17831	-03.21216	 2748	 9.686
306.54022	+01.15550	 3814	 9.650
122.96880	-18.30034	 4624	 9.671
158.37520	-26.89752	 3555	 9.679
200.49814	-54.61255	 4153	 9.694
202.54784	-01.66316	 3981	 9.594
136.70436	-15.49979	 1882	 9.537
188.64484	+18.20261	 1397	 9.438
200.35735	-16.30575	 6634	 9.679
210.11063	-53.72514	 4779	 9.686
219.34229	+36.56783	 4242	 9.661
020.12871	+50.14448	 7011	 9.661
080.42296	+72.33145	 4996	 9.671
103.26345	+23.13576	 4399	 9.635
120.37821	+09.70764	 4874	 9.699
211.99617	-32.05133	 4125	 9.531
307.14609	+25.73334	 4167	 9.713
332.54160	-36.08862	 3093	 9.770
002.84294	+06.38929	 6030	 9.579
021.33645	+34.02512	 4758	 9.695
179.40356	+32.27773	 3081	 9.711
183.55350	-47.22866	 5430	 9.687
281.22498	-62.36470	 4217	 9.674
059.82135	+06.68717	 5738	 9.686
186.86790	-08.16788	 2997	 9.644
040.78017	+41.06442	 6006	 9.693
048.13794	+39.31892	 4389	 9.716
066.80633	-62.78062	 5512	 9.507
201.21439	+36.37854	 5244	 9.632
215.41005	+35.20491	 3208	 9.642
024.57774	+35.36484	 4925	 9.714
122.56330	+33.95655	 5252	 9.596
189.29878	-72.59201	 7099	 9.629
309.47873	+10.63133	 8074	 9.642
056.91578	+39.34687	 6368	 9.666
190.95462	-40.71461	 4982	 9.662
191.19606	-10.19784	 2407	 9.690
214.24504	-75.64719	 2614	 9.663
134.78366	+11.14915	 8895	 9.664
148.03404	+29.23623	 1533	 9.642
193.03496	-21.86511	 6949	 9.675
220.73354	-18.44489	 3399	 9.683
271.25259	+09.48107	 6282	 9.602
010.90234	+30.58699	 5422	 9.599
032.75539	+37.66628	 4593	 9.727
041.41811	-15.36112	 4146	 9.777
095.36485	-64.99279	 8003	 9.629
326.44598	-48.42043	 5695	 9.651
169.19420	+18.01715	  642	 9.688
314.31412	+25.96487	 1525	 9.778
022.44839	-06.98005	 1925	 9.779
183.17192	-14.01456	 4110	 9.572
186.42773	+07.21676	 1000	 9.779
266.04160	-60.97846	 3750	 9.688
267.15979	+51.15726	 6776	 9.671
269.04691	-60.27656	 6284	 9.695
352.65042	-03.03989	 5173	 9.644
014.81317	+76.51294	 4739	 9.721
027.90439	+08.25658	 5538	 9.622
056.43248	+46.67354	 5588	 9.670
104.65676	+45.21058	 5852	 9.626
111.05327	-36.81160	 2766	 9.648
140.84277	-37.99006	 4764	 9.662
225.20911	-51.56783	10436	 9.468
258.11945	-09.12409	 8857	 9.674
020.99226	-35.11512	 5799	 9.781
029.09083	-04.46763	 5287	 9.647
043.39955	-83.14222	 4877	 9.675
032.23441	+07.97148	 3458	 9.704
057.65080	+73.03143	 4312	 9.676
194.28436	-32.51276	 4605	 9.538
237.46973	-39.90948	 6821	 9.666
023.00286	-85.17772	 3987	 9.706
