#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-16T12:34:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-16T12:34:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/416/2840/catalog&-out.max=999999&-out=Name&-out=Ksmag&-out=Vcmb&-out=c11.5&-out=c12.5&-out=M1&-out=M2&-out=Ref&-out=_RA&-out=_DE	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74162840
#Name: J/MNRAS/416/2840
#Title: The 2M++ galaxy redshift catalogue (Lavaux+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/416/2840	    IVOID of underlying data collection
#INFO	creator=Lavaux G.	    First author or institution
#INFO	cites=bibcode:2011MNRAS.416.2840L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/416/2840	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74162840	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_416_2840_catalog:
#Name: J/MNRAS/416/2840/catalog
#Title: *The 2M++ catalogue
#Column	Name	(A16)	Name of the galaxy as given in the 2MASS-XSC database (Cat. VII/233), or ZOA fake galaxy	[ucd=meta.id;meta.main]
#Column	Ksmag	(F5.2)	Apparent magnitude in band K_S as defined in Section 2.2.	[ucd=phot.mag;em.IR.K]
#Column	Vcmb	(I5)	Total apparent velocity in CMB rest frame (G1)	[ucd=phys.veloc;pos.cmb]
#Column	c11.5	(F5.2)	Redshift incompleteness at magnitude K2M++<=11.5	[ucd=stat.fit.param]
#Column	c12.5	(F5.2)	? Redshift incompleteness at magnitude KM2++<=12.5 (2)	[ucd=stat.fit.param]
#Column	M1	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the SDSS	[ucd=meta.code]
#Column	M2	(I1)	[0/1] Flag to indicate whether this galaxy lies in the non-exclusion region covered by the 6dFGRS	[ucd=meta.code]
#Column	Ref	(A19)	Reference bibcode ("zoa" for fake galaxies in the Zone of Avoidance)	[ucd=meta.bib.bibcode]
#Column	_RA	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Simbad column added by the CDS	[ucd=pos.eq.dec;meta.main]
Name	Ksmag	Vcmb	c11.5	c12.5	M1	M2	Ref	_RA	_DE
05054920-2835193	10.65	11451	 1.00	 1.00	0	1	20096dF...C...0000J	076.45500	-28.58869
12062514-2835086	12.00	 7639	 1.00	 1.00	0	1	20096dF...C...0000J	181.60475	-28.58572
22422869-2835011	11.45	 8198	 1.00	 0.86	0	1	1998AJ....116....1D	340.61954	-28.58364
10343872-2834598	11.57	 3787	 1.00	 1.00	0	1	20096dF...C...0000J	158.66133	-28.58328
10345057-2834585	10.05	 3732	 1.00	 1.00	0	1	20096dF...C...0000J	158.71071	-28.58292
01084753-2834565	 9.56	 5381	 1.00	 0.83	0	1	20096dF...C...0000J	017.19804	-28.58236
22052090-2834561	12.16	17567	 1.00	 0.94	0	1	20096dF...C...0000J	331.33708	-28.58225
10134131-2834556	12.27	23332	 1.00	 0.87	0	1	20096dF...C...0000J	153.42212	-28.58211
13255995-2834496	12.04	14747	 1.00	 1.00	0	1	20096dF...C...0000J	201.49979	-28.58044
16080328-2834482	12.00	14349	 1.00	 0.92	0	1	20096dF...C...0000J	242.01367	-28.58006
05052103-2834342	11.91	11569	 1.00	 1.00	0	1	20096dF...C...0000J	076.33762	-28.57617
10304940-2834308	12.41	 4123	 1.00	 1.00	0	1	20096dF...C...0000J	157.70583	-28.57522
06583834-2834307	11.19	 6681	 0.92	 0.79	0	1	20096dF...C...0000J	104.65975	-28.57519
01385965-2834204	11.36	12742	 1.00	 1.00	0	1	20096dF...C...0000J	024.74854	-28.57233
23524430-2834138	11.28	17188	 1.00	 1.00	0	1	20096dF...C...0000J	358.18458	-28.57050
00150249-2834137	12.45	13200	 1.00	 1.00	0	1	20096dF...C...0000J	003.76037	-28.57047
10384025-2834079	10.86	 3844	 1.00	 0.98	0	1	20096dF...C...0000J	159.66771	-28.56886
10343568-2834048	11.17	 3884	 1.00	 1.00	0	1	20096dF...C...0000J	158.64867	-28.56800
13525552-2834001	12.01	15088	 1.00	 0.97	0	1	20096dF...C...0000J	208.23133	-28.56669
07014284-2833561	12.14	14286	 0.89	 0.87	0	1	20096dF...C...0000J	105.42850	-28.56558
01164553-2833390	12.34	10734	 1.00	 1.00	0	1	20096dF...C...0000J	019.18971	-28.56083
06584047-2833387	12.12	 6866	 0.92	 0.79	0	1	20096dF...C...0000J	104.66862	-28.56075
13065301-2833284	11.22	 2513	 1.00	 0.93	0	1	20096dF...C...0000J	196.72087	-28.55789
15351509-2833190	12.48	23289	 1.00	 0.80	0	1	20096dF...C...0000J	233.81287	-28.55528
06305717-2833189	11.82	13086	 1.00	 0.93	0	1	20096dF...C...0000J	097.73821	-28.55525
05443931-2833167	10.70	 3041	 1.00	 1.00	0	1	20096dF...C...0000J	086.16379	-28.55464
14123537-2833157	12.39	 6905	 1.00	 1.00	0	1	20096dF...C...0000J	213.14737	-28.55436
11532406-2833113	 9.77	 2040	 1.00	 1.00	0	1	20096dF...C...0000J	178.35025	-28.55314
11532725-2833064	12.20	 2004	 1.00	 1.00	0	1	20096dF...C...0000J	178.36354	-28.55178
05243687-2832545	11.52	 9450	 1.00	 1.00	0	1	20096dF...C...0000J	081.15362	-28.54847
01415539-2832529	12.09	11067	 1.00	 1.00	0	1	20096dF...C...0000J	025.48079	-28.54803
06343316-2832528	11.18	11424	 1.00	 0.92	0	1	20096dF...C...0000J	098.63817	-28.54800
11041866-2832521	12.36	20961	 1.00	 1.00	0	1	20096dF...C...0000J	166.07775	-28.54781
13403126-2832492	10.75	 7113	 1.00	 1.00	0	1	20096dF...C...0000J	205.13025	-28.54700
21584501-2832342	11.84	 8790	 1.00	 0.96	0	1	20096dF...C...0000J	329.68754	-28.54283
23073892-2832336	11.99	 9321	 1.00	 1.00	0	1	20096dF...C...0000J	346.91217	-28.54267
02485698-2832326	10.74	 6931	 1.00	 1.00	0	1	20096dF...C...0000J	042.23742	-28.54239
11501984-2832312	12.07	 2459	 1.00	 1.00	0	1	20096dF...C...0000J	177.58267	-28.54200
23492151-2832294	12.20	 8425	 1.00	 1.00	0	1	20096dF...C...0000J	357.33962	-28.54150
23120759-2832227	 7.33	 1248	 1.00	 1.00	0	1	20096dF...C...0000J	348.03162	-28.53964
05350131-2832188	12.00	17162	 1.00	 0.86	0	1	20096dF...C...0000J	083.75546	-28.53856
22311341-2832139	12.46	 8149	 1.00	 1.00	0	1	20096dF...C...0000J	337.80587	-28.53719
06483753-2832139	11.76	12658	 1.00	 0.71	0	1	20096dF...C...0000J	102.15637	-28.53719
00420892-2832087	12.40	32299	 1.00	 1.00	0	1	20096dF...C...0000J	010.53717	-28.53575
05153365-2831429	11.62	 7448	 1.00	 0.93	0	1	20096dF...C...0000J	078.89021	-28.52858
10553342-2831339	11.97	18654	 1.00	 0.83	0	1	20096dF...C...0000J	163.88925	-28.52608
09000833-2831302	12.20	20564	 1.00	 0.92	0	1	20096dF...C...0000J	135.03471	-28.52506
23323631-2831295	11.15	 7184	 1.00	 1.00	0	1	20096dF...C...0000J	353.15129	-28.52486
12574946-2831210	12.43	20454	 1.00	 0.73	0	1	20096dF...C...0000J	194.45608	-28.52250
22591891-2831203	11.69	 8222	 1.00	 1.00	0	1	20096dF...C...0000J	344.82879	-28.52231
22130381-2831155	11.98	16976	 1.00	 0.95	0	1	20096dF...C...0000J	333.26587	-28.52097
10230140-2831141	12.45	21337	 1.00	 1.00	0	1	20096dF...C...0000J	155.75583	-28.52058
06292278-2831060	11.56	 7295	 1.00	 0.94	0	1	20096dF...C...0000J	097.34492	-28.51833
13155305-2830566	12.44	14490	 1.00	 1.00	0	1	20096dF...C...0000J	198.97104	-28.51572
21285075-2830465	11.95	15060	 1.00	 1.00	0	1	20096dF...C...0000J	322.21146	-28.51292
10345081-2830455	11.24	 3743	 1.00	 1.00	0	1	20096dF...C...0000J	158.71171	-28.51264
21034442-2830388	12.08	11731	 1.00	 1.00	0	1	20096dF...C...0000J	315.93508	-28.51078
10015183-2830374	12.49	 2952	 0.94	 1.00	0	1	20096dF...C...0000J	150.46596	-28.51039
06410934-2830324	12.49	24272	 1.00	 0.88	0	1	20096dF...C...0000J	100.28892	-28.50900
02190748-2830324	12.45	17830	 1.00	 1.00	0	1	20096dF...C...0000J	034.78117	-28.50900
09574841-2830235	10.63	 3008	 0.94	 0.69	0	1	20096dF...C...0000J	149.45171	-28.50653
04353130-2830173	11.93	12761	 1.00	 0.88	0	1	20096dF...C...0000J	068.88042	-28.50481
04563389-2830140	10.35	 4994	 1.00	 1.00	0	1	20096dF...C...0000J	074.14121	-28.50389
10121099-2830112	12.23	23384	 1.00	 1.00	0	1	20096dF...C...0000J	153.04579	-28.50311
19425260-2830072	10.13	 5757	 1.00	 1.00	0	1	20096dF...C...0000J	295.71917	-28.50200
10204326-2830071	12.40	21731	 1.00	 0.85	0	1	20096dF...C...0000J	155.18025	-28.50197
11104797-2830039	10.66	 7509	 1.00	 1.00	0	1	20096dF...C...0000J	167.69987	-28.50108
09250310-2830038	12.19	10939	 1.00	 1.00	0	1	20096dF...C...0000J	141.26292	-28.50106
10010742-2830016	12.18	20327	 0.94	 1.00	0	1	20096dF...C...0000J	150.28092	-28.50044
13524838-2829584	11.49	 4802	 1.00	 0.97	0	1	20096dF...C...0000J	208.20158	-28.49956
12371380-2829513	11.95	 1810	 0.60	 1.00	0	1	20096dF...C...0000J	189.30750	-28.49758
12580425-2829510	11.82	20139	 1.00	 0.70	0	1	20096dF...C...0000J	194.51771	-28.49750
10344747-2829465	 9.90	 3506	 1.00	 1.00	0	1	20096dF...C...0000J	158.69779	-28.49625
23524354-2829348	12.23	17180	 1.00	 1.00	0	1	20096dF...C...0000J	358.18142	-28.49300
04571932-2829298	11.90	 5918	 1.00	 1.00	0	1	20096dF...C...0000J	074.33050	-28.49161
13525331-2829213	 8.60	 4982	 1.00	 0.97	0	1	20096dF...C...0000J	208.22212	-28.48925
20393441-2829197	10.88	 9820	 1.00	 1.00	0	1	20096dF...C...0000J	309.89337	-28.48881
00003155-2829150	12.28	18616	 1.00	 1.00	0	1	20096dF...C...0000J	000.13146	-28.48750
11443833-2829146	11.75	 8819	 1.00	 1.00	0	1	none               	176.15971	-28.48739
13281366-2829134	12.38	10675	 1.00	 1.00	0	1	20096dF...C...0000J	202.05692	-28.48706
19435904-2829124	10.20	 5026	 1.00	 1.00	0	1	20096dF...C...0000J	295.99600	-28.48678
07090311-2829105	10.30	 2307	 0.87	 0.00	0	0	2008ApJ...685.1320C	107.26296	-28.48625
05015699-2829091	12.48	18352	 1.00	 1.00	0	1	20096dF...C...0000J	075.48746	-28.48586
00354637-2829042	11.91	 6794	 1.00	 1.00	0	1	20096dF...C...0000J	008.94321	-28.48450
09013590-2828584	11.78	15757	 1.00	 0.90	0	1	20096dF...C...0000J	135.39958	-28.48289
12575470-2828480	12.48	20040	 1.00	 0.70	0	1	20096dF...C...0000J	194.47792	-28.48000
05344387-2828478	11.95	10965	 1.00	 0.93	0	1	20096dF...C...0000J	083.68279	-28.47994
02204423-2828477	12.36	17862	 1.00	 1.00	0	1	20096dF...C...0000J	035.18429	-28.47992
04354235-2828370	11.58	12951	 1.00	 0.88	0	1	20096dF...C...0000J	068.92646	-28.47694
10590019-2828370	 9.15	 3897	 1.00	 1.00	0	1	2003AJ....126.2268W	164.75079	-28.47694
13525917-2828141	10.60	 5054	 1.00	 0.97	0	1	20096dF...C...0000J	208.24654	-28.47058
00425365-2828097	12.24	24311	 1.00	 1.00	0	1	20096dF...C...0000J	010.72354	-28.46936
19433206-2828089	12.50	 4997	 1.00	 1.00	0	1	20096dF...C...0000J	295.88358	-28.46914
22300492-2828053	11.34	 8067	 1.00	 1.00	0	1	20096dF...C...0000J	337.52050	-28.46814
03011511-2828037	10.47	 6194	 1.00	 1.00	0	1	20096dF...C...0000J	045.31296	-28.46769
21584311-2827582	 9.99	 5915	 1.00	 0.96	0	1	20096dF...C...0000J	329.67962	-28.46617
12184049-2827580	12.13	10569	 1.00	 1.00	0	1	20096dF...C...0000J	184.66871	-28.46611
05340720-2827565	11.31	 3984	 1.00	 0.88	0	1	20096dF...C...0000J	083.53000	-28.46569
15042573-2827552	12.33	15288	 1.00	 0.85	0	1	20096dF...C...0000J	226.10721	-28.46533
06235280-2827481	11.53	 6761	 1.00	 1.00	0	1	20096dF...C...0000J	095.97000	-28.46336
11442589-2827436	12.42	 8819	 1.00	 1.00	0	1	20096dF...C...0000J	176.10787	-28.46211
05354999-2827387	12.21	13309	 1.00	 0.86	0	1	20096dF...C...0000J	083.95829	-28.46075
13515205-2827344	12.36	11463	 1.00	 0.97	0	1	20096dF...C...0000J	207.96687	-28.45956
13053494-2827329	12.19	 3686	 1.00	 0.93	0	1	20096dF...C...0000J	196.39558	-28.45914
15321841-2827329	12.07	 6706	 1.00	 0.83	0	1	20096dF...C...0000J	233.07671	-28.45914
12553254-2827323	11.47	 3571	 1.00	 0.72	0	1	20096dF...C...0000J	193.88558	-28.45897
07020694-2827266	10.50	 2359	 0.89	 0.76	0	1	20096dF...C...0000J	105.52892	-28.45739
06253446-2827153	11.01	 2954	 1.00	 0.95	0	1	20096dF...C...0000J	096.39358	-28.45425
14081491-2827070	11.56	 6879	 1.00	 1.00	0	1	20096dF...C...0000J	212.06212	-28.45194
13530016-2827061	11.32	 5287	 1.00	 0.97	0	1	20096dF...C...0000J	208.25067	-28.45169
05092700-2827017	12.05	18991	 1.00	 0.94	0	1	none               	077.36250	-28.45047
07024021-2826481	11.44	 2155	 0.89	 0.67	0	1	20096dF...C...0000J	105.66754	-28.44669
10225707-2826461	12.18	21258	 1.00	 1.00	0	1	20096dF...C...0000J	155.73779	-28.44614
10042611-2826384	11.25	 1371	 0.93	 1.00	0	1	20096dF...C...0000J	151.10879	-28.44400
03181194-2826341	12.50	12997	 1.00	 0.90	0	1	20096dF...C...0000J	049.54975	-28.44281
12542482-2826316	11.86	21205	 1.00	 0.73	0	1	20096dF...C...0000J	193.60342	-28.44211
08564302-2826285	11.92	12289	 1.00	 0.92	0	1	20096dF...C...0000J	134.17925	-28.44125
16455052-2826047	12.11	18994	 1.00	 0.93	0	1	20096dF...C...0000J	251.46050	-28.43464
23503818-2826045	11.21	 8216	 1.00	 1.00	0	1	20096dF...C...0000J	357.65908	-28.43458
03174210-2825553	11.95	12996	 1.00	 0.90	0	1	20096dF...C...0000J	049.42542	-28.43203
23120963-2825546	12.21	 9514	 1.00	 1.00	0	1	20096dF...C...0000J	348.04012	-28.43183
23053554-2825543	12.12	14201	 1.00	 1.00	0	1	20096dF...C...0000J	346.39808	-28.43175
16455090-2825527	11.99	19052	 1.00	 0.93	0	1	20096dF...C...0000J	251.46208	-28.43131
10215664-2825444	11.83	11153	 1.00	 1.00	0	1	20096dF...C...0000J	155.48600	-28.42900
13531502-2825391	10.84	 4777	 1.00	 0.98	0	1	20096dF...C...0000J	208.31258	-28.42753
13535440-2825380	12.30	12043	 1.00	 0.97	0	1	20096dF...C...0000J	208.47667	-28.42722
09173340-2825339	11.77	10357	 1.00	 1.00	0	1	20096dF...C...0000J	139.38917	-28.42608
14350441-2825306	11.48	20879	 0.94	 0.68	0	1	20096dF...C...0000J	218.76837	-28.42517
10461705-2825245	11.87	 3964	 1.00	 0.86	0	1	20096dF...C...0000J	161.57104	-28.42347
01264058-2825145	12.36	 9207	 1.00	 1.00	0	1	20096dF...C...0000J	021.66908	-28.42069
11335540-2825081	11.90	24823	 1.00	 1.00	0	1	20096dF...C...0000J	173.48083	-28.41892
10344900-2825025	12.01	 3249	 1.00	 1.00	0	1	20096dF...C...0000J	158.70417	-28.41736
01021090-2824588	11.57	16939	 1.00	 1.00	0	1	20096dF...C...0000J	015.54542	-28.41633
21564381-2824509	11.16	 6717	 1.00	 0.95	0	1	20096dF...C...0000J	329.18254	-28.41414
00311360-2824437	11.46	 6962	 1.00	 1.00	0	1	20096dF...C...0000J	007.80667	-28.41214
13160837-2824376	 9.80	 4631	 1.00	 1.00	0	1	20096dF...C...0000J	199.03487	-28.41044
19275449-2824320	11.52	 7316	 1.00	 0.78	0	1	20096dF...C...0000J	291.97704	-28.40889
05092246-2824317	12.35	18113	 1.00	 0.94	0	1	20096dF...C...0000J	077.34358	-28.40881
23041438-2824303	12.22	14480	 1.00	 1.00	0	1	20096dF...C...0000J	346.05992	-28.40842
06595019-2824295	12.38	14206	 0.93	 0.86	0	1	20096dF...C...0000J	104.95912	-28.40819
09272841-2824293	11.28	10822	 1.00	 1.00	0	1	20096dF...C...0000J	141.86837	-28.40814
22064225-2824233	12.35	20756	 1.00	 0.95	0	1	20096dF...C...0000J	331.67604	-28.40647
22191445-2824135	11.06	 8095	 1.00	 0.90	0	1	20096dF...C...0000J	334.81021	-28.40375
19440229-2824023	 9.09	 5833	 1.00	 1.00	0	1	20096dF...C...0000J	296.00954	-28.40064
21020299-2823543	10.98	 9810	 1.00	 1.00	0	1	20096dF...C...0000J	315.51246	-28.39842
14551566-2823361	11.59	12495	 1.00	 1.00	0	1	20096dF...C...0000J	223.81525	-28.39336
11150335-2823326	10.31	 3730	 1.00	 1.00	0	1	20096dF...C...0000J	168.76396	-28.39239
13043029-2823234	11.77	 5625	 1.00	 0.93	0	1	20096dF...C...0000J	196.12621	-28.38983
00444980-2823231	12.40	14862	 1.00	 1.00	0	1	20096dF...C...0000J	011.20750	-28.38975
11240275-2823155	11.41	 4471	 1.00	 1.00	0	1	20096dF...C...0000J	171.01146	-28.38764
08553376-2823128	12.04	12199	 1.00	 1.00	0	1	20096dF...C...0000J	133.89067	-28.38689
06213054-2823101	11.42	13523	 1.00	 0.89	0	1	20096dF...C...0000J	095.37725	-28.38614
19444488-2823101	 9.99	 4643	 1.00	 1.00	0	1	20096dF...C...0000J	296.18700	-28.38614
13552144-2823007	12.45	29132	 1.00	 0.98	0	1	20096dF...C...0000J	208.83933	-28.38353
06294985-2822590	11.42	13042	 1.00	 0.93	0	1	20096dF...C...0000J	097.45771	-28.38306
15574831-2822455	11.80	 4758	 1.00	 1.00	0	1	20096dF...C...0000J	239.45129	-28.37931
14322245-2822439	10.21	 4133	 0.94	 0.80	0	1	20096dF...C...0000J	218.09354	-28.37886
08540704-2822312	12.08	12243	 1.00	 0.90	0	1	20096dF...C...0000J	133.52933	-28.37533
13220114-2822164	11.44	14270	 1.00	 1.00	0	1	20096dF...C...0000J	200.50475	-28.37122
05522885-2822136	12.44	 8367	 1.00	 0.50	0	1	20096dF...C...0000J	088.12021	-28.37044
10560177-2822127	12.31	17987	 1.00	 1.00	0	1	20096dF...C...0000J	164.00737	-28.37019
21294311-2822127	12.43	10748	 1.00	 1.00	0	1	20096dF...C...0000J	322.42962	-28.37019
13545465-2822087	10.26	 2789	 1.00	 0.98	0	1	20096dF...C...0000J	208.72771	-28.36908
00365127-2822013	11.65	 6881	 1.00	 1.00	0	1	20096dF...C...0000J	009.21362	-28.36703
22203187-2821586	11.26	 8070	 1.00	 0.90	0	1	20096dF...C...0000J	335.13279	-28.36628
11043632-2821571	12.38	16983	 1.00	 1.00	0	1	20096dF...C...0000J	166.15133	-28.36586
02242537-2821566	12.20	18451	 1.00	 1.00	0	1	20096dF...C...0000J	036.10571	-28.36572
23513672-2821542	 9.95	 7976	 1.00	 1.00	0	1	20096dF...C...0000J	357.90300	-28.36506
14135474-2821512	12.36	11473	 1.00	 1.00	0	1	20096dF...C...0000J	213.47808	-28.36422
21542894-2821449	11.42	 9485	 1.00	 0.93	0	1	20096dF...C...0000J	328.62058	-28.36247
22005700-2821433	11.01	 6771	 1.00	 0.96	0	1	20096dF...C...0000J	330.23750	-28.36203
15273740-2821403	11.81	20137	 1.00	 1.00	0	1	20096dF...C...0000J	231.90583	-28.36119
21174927-2821232	12.08	 5840	 1.00	 1.00	0	1	20096dF...C...0000J	319.45529	-28.35644
01404279-2821225	12.06	17429	 1.00	 1.00	0	1	20096dF...C...0000J	025.17829	-28.35625
06564075-2821215	11.92	12287	 0.92	 0.90	0	1	20096dF...C...0000J	104.16979	-28.35597
00072582-2821112	12.41	17469	 1.00	 1.00	0	1	20096dF...C...0000J	001.85758	-28.35311
03232956-2821040	12.48	19839	 1.00	 1.00	0	1	20096dF...C...0000J	050.87317	-28.35111
05525809-2821014	11.22	 8310	 1.00	 0.50	0	1	20112MRS.CTIO.0000H	088.24204	-28.35039
02262568-2820588	12.34	17811	 1.00	 1.00	0	1	20096dF...C...0000J	036.60700	-28.34967
14480937-2820493	10.78	11668	 1.00	 1.00	0	1	20096dF...C...0000J	222.03904	-28.34703
22225806-2820423	10.65	 3476	 1.00	 0.91	0	1	20096dF...C...0000J	335.74192	-28.34508
07161634-2820340	10.83	 6131	 0.89	 0.00	0	0	1994MNRAS.270...93Y	109.06808	-28.34278
23523000-2820328	11.62	 8126	 1.00	 1.00	0	1	20096dF...C...0000J	358.12500	-28.34244
14350691-2820306	12.07	19352	 0.88	 0.78	0	1	20096dF...C...0000J	218.77879	-28.34183
14345964-2820276	12.23	19177	 0.88	 0.78	0	1	none               	218.74850	-28.34100
16175903-2820250	11.44	 5041	 1.00	 0.85	0	1	20096dF...C...0000J	244.49596	-28.34028
21030168-2820210	10.42	11628	 1.00	 1.00	0	1	20096dF...C...0000J	315.75700	-28.33917
23405434-2820171	11.60	 8130	 1.00	 1.00	0	1	20096dF...C...0000J	355.22642	-28.33808
12064265-2820016	12.25	12640	 1.00	 1.00	0	1	none               	181.67771	-28.33378
10304691-2819587	12.19	24756	 1.00	 1.00	0	1	20096dF...C...0000J	157.69546	-28.33297
13471484-2819544	11.09	11712	 1.00	 1.00	0	1	20096dF...C...0000J	206.81183	-28.33178
09593665-2819530	 9.50	 2997	 0.94	 0.82	0	1	20096dF...C...0000J	149.90271	-28.33139
12533445-2819474	12.21	16790	 1.00	 0.73	0	1	20096dF...C...0000J	193.39354	-28.32983
05344132-2819457	12.37	17126	 1.00	 0.88	0	1	20096dF...C...0000J	083.67217	-28.32936
10040277-2819414	12.23	19745	 0.93	 1.00	0	1	20096dF...C...0000J	151.01154	-28.32817
04284554-2819409	11.73	12787	 1.00	 1.00	0	1	20096dF...C...0000J	067.18975	-28.32803
13261253-2819405	12.23	12987	 1.00	 1.00	0	1	20096dF...C...0000J	201.55221	-28.32792
15024505-2819400	11.56	12172	 1.00	 0.92	0	1	20096dF...C...0000J	225.68771	-28.32778
14035350-2819373	12.32	13792	 1.00	 1.00	0	1	20096dF...C...0000J	210.97292	-28.32703
14511442-2819347	12.33	20389	 1.00	 1.00	0	1	20096dF...C...0000J	222.81008	-28.32631
21165707-2819346	10.91	10026	 1.00	 1.00	0	1	20096dF...C...0000J	319.23779	-28.32628
00585587-2819294	12.34	16868	 1.00	 1.00	0	1	20096dF...C...0000J	014.73279	-28.32483
23475604-2819159	11.34	 9893	 1.00	 1.00	0	1	20096dF...C...0000J	356.98350	-28.32108
07171347-2819137	11.15	 7749	 0.89	 0.00	0	0	1999MNRAS.307..236C	109.30612	-28.32047
12070363-2819066	12.25	13233	 1.00	 1.00	0	1	20096dF...C...0000J	181.76512	-28.31850
05373951-2819006	12.38	11062	 1.00	 0.82	0	1	20096dF...C...0000J	084.41462	-28.31683
23115189-2818597	12.41	 9484	 1.00	 1.00	0	1	20096dF...C...0000J	347.96621	-28.31658
10352322-2818506	10.35	 3660	 1.00	 1.00	0	1	20096dF...C...0000J	158.84675	-28.31406
09280836-2818492	12.48	16812	 1.00	 1.00	0	1	20096dF...C...0000J	142.03483	-28.31367
11093520-2818428	12.45	19466	 1.00	 1.00	0	1	20096dF...C...0000J	167.39667	-28.31189
06033544-2818420	12.41	13955	 1.00	 1.00	0	1	20096dF...C...0000J	090.89767	-28.31167
07033707-2818357	10.66	 2189	 0.90	 0.60	0	1	2008ApJ...685.1320C	105.90446	-28.30992
23484072-2818354	11.45	 7615	 1.00	 1.00	0	1	20096dF...C...0000J	357.16967	-28.30983
23590188-2818307	12.03	17996	 1.00	 1.00	0	1	20096dF...C...0000J	359.75783	-28.30853
10422703-2818281	11.68	18178	 1.00	 0.93	0	1	20096dF...C...0000J	160.61262	-28.30781
10310304-2818256	11.60	 4433	 1.00	 1.00	0	1	20096dF...C...0000J	157.76267	-28.30711
13271179-2818239	11.21	 9967	 1.00	 1.00	0	1	20096dF...C...0000J	201.79912	-28.30664
00585231-2818114	11.59	17161	 1.00	 1.00	0	1	20096dF...C...0000J	014.71796	-28.30317
21013882-2818093	12.19	11633	 1.00	 1.00	0	1	20096dF...C...0000J	315.41175	-28.30258
19432287-2818029	12.27	21267	 1.00	 1.00	0	1	20096dF...C...0000J	295.84529	-28.30081
23441059-2817555	11.55	 7949	 1.00	 1.00	0	1	20096dF...C...0000J	356.04412	-28.29875
09543290-2817533	 8.75	 1252	 0.92	 0.62	0	1	20096dF...C...0000J	148.63708	-28.29814
13313655-2817405	11.42	11394	 1.00	 1.00	0	1	20096dF...C...0000J	202.90229	-28.29458
16055202-2817373	12.12	11987	 1.00	 0.90	0	1	20096dF...C...0000J	241.46675	-28.29369
10355363-2817269	10.87	 3841	 1.00	 1.00	0	1	20096dF...C...0000J	158.97346	-28.29081
10143368-2817219	12.26	24293	 1.00	 0.88	0	1	20096dF...C...0000J	153.64033	-28.28942
10184354-2817177	12.12	12703	 1.00	 0.89	0	1	20096dF...C...0000J	154.68142	-28.28825
13162008-2817085	 9.77	 4743	 1.00	 1.00	0	1	20096dF...C...0000J	199.08367	-28.28569
06005902-2817065	11.45	16680	 1.00	 0.91	0	1	20096dF...C...0000J	090.24592	-28.28514
09112528-2817041	12.28	26330	 1.00	 1.00	0	1	20096dF...C...0000J	137.85533	-28.28447
12064114-2817026	11.41	13064	 1.00	 1.00	0	1	20096dF...C...0000J	181.67142	-28.28406
22374968-2816564	12.22	 8128	 1.00	 0.88	0	1	20096dF...C...0000J	339.45700	-28.28233
00141513-2816502	11.48	16287	 1.00	 1.00	0	1	20096dF...C...0000J	003.56304	-28.28061
10171114-2816454	12.32	13290	 1.00	 0.90	0	1	20096dF...C...0000J	154.29642	-28.27928
23482619-2816434	12.04	 7912	 1.00	 1.00	0	1	20096dF...C...0000J	357.10912	-28.27872
13443004-2816404	12.28	11633	 1.00	 1.00	0	1	20096dF...C...0000J	206.12517	-28.27789
20233895-2816401	11.13	 2839	 1.00	 0.83	0	1	20096dF...C...0000J	305.91229	-28.27781
14410067-2816368	12.28	14074	 0.92	 1.00	0	1	20096dF...C...0000J	220.25279	-28.27689
13512523-2816236	11.43	 4966	 1.00	 0.98	0	1	20096dF...C...0000J	207.85512	-28.27322
19401103-2816212	12.22	 7262	 1.00	 0.92	0	1	20096dF...C...0000J	295.04596	-28.27256
03251496-2816152	12.36	21161	 1.00	 1.00	0	1	20096dF...C...0000J	051.31233	-28.27089
13302309-2816141	11.68	10672	 1.00	 1.00	0	1	20096dF...C...0000J	202.59621	-28.27058
