#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J%2fMNRAS%2f521%2f1775%2ftable3&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75211775
#Name: J/MNRAS/521/1775
#Title: Galaxy Zoo barred galaxies properties with MaNGA (Geron+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	creator=Geron T.	    First author or institution
#INFO	cites=bibcode:2023MNRAS.521.1775G	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/521/1775	    Dataset landing page
#INFO	publication_date=2026-06-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_521_1775_table3:
#Name: J/MNRAS/521/1775/table3
#Title: The bar pattern speed, corotation radius and dimensionless corotation radius-to-bar ratio of our barred galaxies sample
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MANGA	(A11)	The MaNGA plate-ifu number of this target (PLATEIFU)	[ucd=meta.id;meta.main]
#Column	Om*sin(i)	(F19.16)	Projected bar pattern speed of the target {Omega}_b_*sin(i) with i the inclination of the galaxy as defined in section 2.1 (Omega_sini)	[ucd=phys.veloc.rotat]
#Column	e_Om*sin(i)	(F19.16)	The lower limit of the pattern speed Om*sin (i) (Omega_sini_ll)	[ucd=stat.error]
#Column	E_Om*sin(i)	(F19.16)	The upper limit of the pattern speed Om*sin (i) (Omega_sini_ul)	[ucd=stat.error;stat.max]
#Column	Om	(F19.16)	The bar pattern speed of the target as defined in section 2.1 (Omega)	[ucd=phys.veloc.rotat]
#Column	e_Om	(F19.16)	The lower limit of the pattern speed Om (Omega_ll)	[ucd=stat.error]
#Column	E_Om	(F18.15)	The upper limit of the pattern speed Om (Omega_ul)	[ucd=stat.error;stat.max]
#Column	Omph*sin(i)	(F19.16)	Projected physical bar pattern speed of the target {Omega}_phys,b_*sin(i) with i the inclination of the galaxy as in sect. 2.1 (Omega_phys_sini)	[ucd=phys.veloc.rotat]
#Column	e_Omph*sin(i)	(F19.16)	The lower limit of the pattern speed Omph*sin (i) (Omega_phys_sini_ll)	[ucd=stat.error]
#Column	E_Omph*sin(i)	(F19.16)	The upper limit of the pattern speed Omph*sin (i) (Omega_phys_sini_ul)	[ucd=stat.error;stat.max]
#Column	Omph	(F18.15)	The physical bar pattern speed of the target {Omega}_phys,b_ as defined in section 2.1 (Omega_phys)	[ucd=phys.veloc.rotat]
#Column	e_Omph	(F19.16)	The lower limit of the pattern speed Omph (Omega_phys_ll)	[ucd=stat.error]
#Column	E_Omph	(F18.15)	The upper limit of the pattern speed Omph (Omega_phys_ul)	[ucd=stat.error;stat.max]
#Column	Rcr	(F19.16)	? The corotation radius of the target (Rcr) (1)	[ucd=phys.angSize;src]
#Column	e_Rcr	(F19.16)	? The lower limit of the corotation radius Rcr (Rcr_ll)	[ucd=stat.error]
#Column	E_Rcr	(F19.16)	? The upper limit of the corotation radius Rcr (Rcr_ul)	[ucd=stat.error;stat.max]
#Column	Rcrph	(F19.16)	? The physical corotation radius (Rcr_phys) (1)	[ucd=phys.size.radius]
#Column	e_Rcrph	(F19.16)	? The lower limit of the corotation radius Rcrph (Rcr_phys_ll)	[ucd=stat.error]
#Column	E_Rcrph	(F19.16)	? The upper limit of the corotation radius Rcrph (Rcr_phys_ul)	[ucd=stat.error;stat.max]
#Column	R	(F20.17)	? The dimensionless corotation radius-to-bar radius ratio R=Rcr/Rbar of the target as in sect. 2.3 (R)	[ucd=phys.size.radius;arith.ratio]
#Column	e_R	(F20.17)	? The lower limit of R (R_ll)	[ucd=stat.error]
#Column	E_R	(F19.16)	? The upper limit of R (R_ul)	[ucd=stat.error;stat.max]
recno	MANGA	Om*sin(i)	e_Om*sin(i)	E_Om*sin(i)	Om	e_Om	E_Om	Omph*sin(i)	e_Omph*sin(i)	E_Omph*sin(i)	Omph	e_Omph	E_Omph	Rcr	e_Rcr	E_Rcr	Rcrph	e_Rcrph	E_Rcrph	R	e_R	E_R
      46	9189-3701  	18.7467003700514816	15.4295937970081454	21.1381802812355097	24.6595371516866564	20.2961926078787300	27.805306089860220	28.1374489639458325	23.1587105692104060	31.7268883117225045	37.012191712871761	30.4631253710614516	41.733764640533678	 9.3191359997262193	 5.7031574113323495	15.2297299390653826	 6.2089157591537498	 3.7997539610105728	10.1468752284650368	 0.98327608436234692	 0.53566067913330273	 1.7434632812877600
      47	9029-12704 	 7.5484489438228968	 6.4278151605259826	 9.3702474553766670	 8.8647395021149151	 7.5486907826854743	11.004221314929012	11.9624046915603692	10.1864802696561689	14.8494999377330821	14.048396193543628	11.9627879457051396	17.438940060977369	26.9721358173487076	20.7130172050693062	32.5383104897050970	17.0198045771478057	13.0702109547671999	20.5321406341552368	 3.30106726452247390	 2.64150550058379086	 4.2240857408432486
      48	7962-12704 	 7.1651721700264757	 4.5580219656889644	 9.9126893352694037	 8.9591694253589971	 5.6992477034874094	12.394602824358886	15.8940781524055108	10.1107908678171672	21.9887331743915908	19.873596286071059	12.6423045056866812	27.494215251726228	13.3974765209240800	 9.0369124351174772	23.0828047291181697	 6.0396850321124038	 4.0739093429756474	10.4059051720594127	 2.99260258025729620	 1.88708426114543792	 6.1548166411996741
      49	9028-12702 	11.6041016089826989	10.4675887736848292	12.7665650667389450	15.2005731519670935	13.7118196858890506	16.723320144498945	19.2790814772297772	17.3908764019946673	21.2104009771414717	25.254267686738761	22.7808492060001200	27.784163091610338	14.3662547344906546	12.7242837075073627	16.4031194911888427	 8.6470654671206155	 7.6587611924266321	 9.8730567379390770	 1.89183560006026985	 1.67674809025359828	 2.1433740371022445
      50	9193-9101  	11.6525241080918871	10.0284418250096614	13.6194214560226357	28.0950226852532339	24.1792506033721075	32.837345043660072	13.1516189444696074	11.3185988087953930	15.3715572327679855	31.709441590950291	27.2899062339257448	37.061862748036248	10.2319253145654336	 8.8263737236226909	11.8424510377701395	 9.0656334329322927	 7.8202944470795712	10.4925824568953487	 1.66964827618831935	 1.46003026756785181	 1.9289921388146434
      51	9192-12701 	13.2805008303902188	 7.8593952728034653	17.6670201439740318	15.0320538496692446	 8.8959636745225232	19.997107154249218	23.5520262771861795	13.9380800733266597	31.3312071573604918	26.658281324551911	15.7763606131329883	35.463451204102434	11.4380931206601382	 7.7105850682540238	21.8732668137564232	 6.4497043014150339	 4.3478395530210836	12.3338830665632351	 1.88086873205839611	 1.10533716415302652	 3.4537460426182234
      52	9192-6101  	10.6940002424219784	10.3146716330662187	11.3181953645321070	11.6707182198781094	11.2567442894336622	12.351923121620271	18.5215782083411078	17.8645963170397089	19.6026590489386372	20.213214452670325	19.4962282589983609	21.393033938130262	 5.8861105608622983	 4.8940746507778119	 6.6296561497901072	 3.3985261437622269	 2.8257438385180027	 3.8278349542104029	 2.05315141260948231	 1.47041475432801216	 2.7760030875785371
      53	7961-12702 	12.7439676219004365	12.2659645200080902	13.1812647756294030	14.0379293958861169	13.5113921357122990	14.519627619798722	21.9282764810239250	21.1057866185206997	22.6807244764860805	24.154769232549206	23.2487676668507426	24.983617213630204	14.1976335792616943	13.5371485077566760	14.9740946405307280	 8.2511811996849129	 7.8673297659759047	 8.7024339296038384	 0.92207629679656311	 0.85953508155682501	 0.9904002798763116
      54	8563-12705 	 5.9555444858283675	 4.5581254353734355	 7.6566752981233321	 8.4146928598872446	 6.4402550676560661	10.818250306904048	 7.1301884678966756	 5.4571489629307441	 9.1668424344772266	10.074367865647007	 7.7105011175694855	12.951991839647540	                   	                   	                   	                   	                   	                   	                    	                    	
      55	8549-12701 	15.5009882590723080	14.4673504560655708	19.7832645005825611	19.1555777477045623	17.8782443953053232	24.447464568752125	18.6802138169468606	17.4345787098984921	23.8407774195819933	23.084353212437424	21.5450410253986249	29.461596757176924	12.4199669844995668	 9.2922753637103366	13.4194856205782767	10.3061862295246307	 7.7108031377171322	11.1355946503492458	 1.65107786510388932	 1.39235139635614624	 2.0111433243569885
      56	9196-12701 	10.7294734753133465	 9.9276948680621970	11.6482884440142875	20.8103480425274263	19.2552585119610598	22.592435423547968	17.3427908330487099	16.0468205590214765	18.8279350810975892	33.637206345203040	31.1236074703534271	36.517717561933765	13.6357794314443339	12.4527350627119482	14.9120630346355707	 8.4360547926406717	 7.7041401142808246	 9.2256538369491849	 1.17158607320389918	 1.05246093808663566	 1.2957771245511760
      57	8140-12701 	 7.4041827298003895	 2.9455848195919958	 9.6019470532315960	14.5184584505693604	 5.7758367636919665	18.827934753126776	12.9160464770229275	 5.1383537954484106	16.7498829965797036	25.326371723315848	10.0755179613934658	32.843932843388458	12.9240550903699773	 9.4187851080793195	37.3439776089514766	 7.4087737040384711	 5.3993616511835505	21.4076060012740825	 1.69392470937498230	 1.23551276889591777	 5.2888938564171566
      58	8083-9101  	46.4431445992374918	31.2550704722143564	50.1876477204241311	60.7675370638680832	40.8950270216043350	65.666951911117991	61.1995529767160349	41.1857628862340235	66.1337993356566471	80.075243308692919	53.8886286509979087	86.531352193794177	 1.3580392454224930	 0.7487774825968827	 3.7925759568927973	 1.0305894402626181	 0.5682325965702849	 2.8781117671983250	 0.23328959093038615	 0.12997944983949564	 0.5002878167133722
      59	8085-3704  	 8.8217696228136742	 1.1528535816687975	13.8605271155411955	13.5839610322301940	 1.7751901034410764	21.342754149550100	12.0580892606427383	 1.5757849033219600	18.9453454697504036	18.567319443044120	 2.4264293488855522	29.172472826506034	 7.4161895282706576	 2.9401579213932871	77.9744727004738252	 5.4257282462710545	 2.1510369741482362	57.0465867149575345	 1.76449929099908021	 0.66305781509891881	18.0859938552885104
      60	8084-6101  	11.3075777222973262	10.1236627789193125	12.4926006054860874	14.4612364255098065	12.9471301930031757	15.976759599817937	27.2447494906488714	24.3921963760268561	30.0999721020752204	34.843250554108494	31.1951266128040778	38.494788509039232	10.3434120164587320	 8.9569492941996991	12.0146711698919191	 4.2928981721778978	 3.7174649131423210	 4.9865324732762746	 1.52327964866681453	 1.25128993761511387	 1.9263120149629838
      61	11956-6103 	14.1145274059210397	12.7824574357267799	15.3529666157191613	16.4475835564299118	14.8953295200255305	17.890730166791709	19.4223124132137386	17.5893159285762160	21.1264681773934377	22.632717135212733	20.4967361014396339	24.618560764150605	15.2591342727530126	13.6692953901539038	17.2855919484915361	11.0890744779119750	 9.9337113058018751	12.5617360123691739	 1.34477041094626193	 1.19481404010011971	 1.5663993651614470
      62	11017-12704	16.6516324963659095	10.9262418673632080	19.2130489630132963	19.3066738258715134	12.6683907972266869	22.276498692266443	32.5643796133041548	21.3676519700542720	37.5735544306007441	37.756649726273643	24.7746451947346280	43.564518976055673	 6.8870575841453974	 5.2170812774788908	13.5159475197272361	 3.5216624187013856	 2.6677283942715682	 6.9113121027098305	 0.83686617591069534	 0.53317292207618927	 2.4025634641929448
      63	8626-6104  	13.9416447917640269	11.5545185186450023	15.9867362582132593	17.4785702055646688	14.4858419602641693	20.042491127882993	24.7174637593878010	20.4852725060460017	28.3432536114183193	30.988160441239884	25.6822834769515360	35.533795007742185	18.0246744376036112	14.3659225898542093	23.9866817805221508	10.1666421337754027	 8.1029587745489131	13.5294543312562130	 2.71982899116030152	 1.75582368269913358	 4.1571849629897910
      64	11018-12702	 8.3344001653332587	 6.6616950806851909	12.1770457139563106	13.2008484000008792	10.5514524264075167	19.287210985913834	17.4708094842611743	13.9644369466434259	25.5258736716972905	27.671998326445532	22.1182582390006850	40.430406739916350	 7.5030109046028333	 4.5989162097501533	10.3709616351156342	 3.5792900941512138	 2.1938999479918140	 4.9474378645270836	 1.52674669856680900	 1.01179506873761071	 2.0548494192211093
      65	11956-12702	10.7981905312820743	10.3922423685507983	11.1633675623826196	12.3684178873741217	11.9034384537619218	12.786697423231312	13.6476686278827017	13.1345969248965115	14.1092103182739077	15.632255079131053	15.0445746515320007	16.160912216886310	16.2024049782193700	15.4906970512210354	17.0019129386661056	12.8195269675849914	12.2564155668105936	13.4521067527171230	 1.00085752562728825	 0.88906773779372272	 1.1120633794236801
      66	9190-12703 	12.7699625637844836	 9.1081704298869166	14.1199218632907435	15.7038075295715132	11.2007341182909279	17.363914276659646	28.5950923766026470	20.3954376156973467	31.6179838440773331	35.164694080309459	25.0812032688821489	38.882082095418724	13.0415152218546400	11.2404294044007944	20.2443870274536266	 5.8240644571016302	 5.0197376810193148	 9.0407144366799059	 1.50905922572551443	 1.16657502160696125	 2.5301839541635265
      67	8624-9102  	 8.7269789288569477	 3.9811865192385767	11.5286898287632269	12.5028754772087396	 5.7037240157633420	16.516800890599736	15.3387952721746146	 6.9974507165379896	20.2631648914686657	21.975422287803827	10.0250333683616084	29.030415849229506	15.5699412182594568	10.9570838481331432	36.6357277322338106	 8.8584889832764393	 6.2340123958653093	20.8438288854752614	 2.53010587819213217	 1.67253026898164103	 7.5868089968803236
      68	9870-6103  	18.3658232165764694	15.4262142741744377	21.2179312544634513	21.6609050098830593	18.1938897110478663	25.024720536041109	24.9218443702893886	20.9328875068730191	28.7920652587990951	29.393166710256278	24.6885360118078196	33.957758563542178	 7.1846135359915806	 5.6776553318755791	 9.3239938501650350	 5.2946058133141101	 4.1840729185433423	 6.8711938081406441	 1.15107799086398610	 0.83690605479668811	 1.5976005153587294
      69	10226-3704 	12.5101056655806282	 8.8563469227597693	15.9400942017530252	28.2640076118650683	20.0090921315637047	36.013360390052576	15.5875713857949449	11.0349939134168018	19.8613315433246811	35.216907680543599	24.9312963697674199	44.872588683786326	 8.8535165450011064	 5.7012421756770069	14.2085234177042086	 7.1055602408252678	 4.5756417261884303	11.4033241553806981	 1.65585607779021005	 1.02562368104634771	 2.6582290551414736
      70	8610-12703 	14.8170513409575637	13.9984764273145412	15.6180952361310901	16.5652301907592552	15.6500763210149376	17.460784657778760	28.1617151606871694	26.6059080688957827	29.6842022931118805	31.484354306977078	29.7449864655024534	33.186470958309030	 9.1233585536786475	 8.4967089907814994	 9.8646505772621964	 4.8001789422445924	 4.4704725059264900	 5.1902035522304484	 0.69371211532712362	 0.46742734107406364	 1.1647206557756835
      71	8077-12705 	11.7443919371369923	 9.9148549455482797	14.5115171741975075	18.1969701082450221	15.3622528980167559	22.484403250299678	13.5975894344273875	11.4793620285404838	16.8013511181816035	21.068347327548601	17.7863280460304978	26.032312759327958	 9.3111248967044205	 7.8762383276935486	11.3969592718347688	 8.0421239874813093	 6.8027962130207404	 9.8436827516738123	 1.19373889649933385	 0.98335229401901014	 1.4169694098707750
      72	8079-9101  	 9.6718480299100555	 8.2629700950973568	11.0847785320013230	13.1782554359814768	11.2586064458750368	15.103426200892828	20.6185727035438582	17.6151082115956221	23.6306765116611217	28.093578080670380	24.0012451422916655	32.197682411125932	17.2831249349983764	14.1861953504860221	21.4573018542421288	 8.1072419636749391	 6.6545210245777469	10.0652826774215658	 1.83591607296988313	 1.40741886689526208	 2.4836267751065049
      73	11748-6103 	11.6401408289198827	 8.1580081626902157	13.5239366368070701	13.9372157217415751	 9.7679161527543705	16.192761332066674	23.6087434276761954	16.5462191930983060	27.4294920382123344	28.267712127096679	19.8114635950526221	32.842450387246046	13.2982855803281286	10.4870515118361460	21.5761006024184638	 6.5566351471612530	 5.1705740651494434	10.6379592086496135	 1.66668383310137247	 1.25905322166320310	 3.6098004385776106
      74	9872-9102  	13.0142484634294178	 8.5288125853469374	21.5166800432523040	19.3826096116671742	12.7022812924913282	32.045600680625981	15.9178894474113335	10.4316969383776712	26.3173194492368516	23.707111314789575	15.5363185136637210	39.195373466511825	10.3883431702049069	 5.4588972637399902	16.5844576501543841	 8.4933671380914895	 4.4631196592586431	13.5592254992970993	 2.12781098165074045	 1.17858172513706916	 3.3169335805636306
      75	10505-12701	 8.1973722178980477	 5.7056539209746351	10.0327926223453474	 9.3347774920553093	 6.4973272389268439	11.424866928580490	 8.4492374567970714	 5.8809608180731683	10.3410513720376134	 9.621589643633879	 6.6969583931233601	11.775897327331167	22.4696512179746648	17.8050333838118107	33.4964759518718935	21.7998482800254862	17.2742790986175550	32.4979718902885963	 3.99752386064540488	 2.47192311158639422	 7.0580904435112872
      76	11944-12701	 5.6120096287226646	 2.6031964297364496	 6.2417570986264579	 6.7265892852305855	 3.1202072644343035	 7.481408479013773	 9.3955417095236804	 4.3582321221424678	10.4498554066466127	11.261554126485672	 5.2238038483237297	12.525261013594692	11.5915275302500351	 9.7918651952641031	34.0715234118094230	 6.9236842454148322	 5.8487358640827480	20.3511115552290818	 1.03588820990660224	 0.86030408953598347	 4.3585741693360793
      77	8615-6104  	14.0637336064149068	11.4228711036976680	16.1376719851958370	17.6770272932331451	14.3576670262756405	20.283807708177292	20.3664278311785374	16.5420567872671853	23.3698064146925795	25.599027307598515	20.7920881821421375	29.374042298530455	19.8446272900232259	16.3677144671442107	25.6755945604686318	13.7034120091607665	11.3024816094349472	17.7298996700812772	 2.13372928911931137	 1.63843236570266915	 3.2436832329626353
      78	11751-6101 	38.8514605385246128	19.2558130750299554	47.4446124262357571	46.2825219596493156	22.9388439750486626	56.519273305231962	39.7910844775672743	19.7215155912349189	48.5920620457960553	47.401866380419079	23.4936207230565692	57.886193917192756	 3.8485918354941537	 2.4280184146183297	10.4412812907705899	 3.7577114519179502	 2.3706833543462738	10.1947215906795474	 1.01012040079632071	 0.61621429557508489	 4.0471947475679206
      79	9025-12704 	14.1907084420759180	12.6721843277792647	15.3285744374406647	17.8735718947690110	15.9609506862078963	19.306744153770730	15.0144173315584251	13.4077494986486148	16.2183314977560471	18.911054985667622	16.8874144366602401	20.427416659399274	15.7550971617532056	14.1848481108163291	18.2524722950999703	14.8907536910599134	13.4066503808065303	17.2511198381580719	 2.03314907125729771	 1.52550056064451267	 2.8051271652777476
      80	9027-12704 	 4.5116820559658253	 3.7753696858556283	 6.8750080436835734	 5.5144525120501289	 4.6144867013745463	 8.403053430310891	 6.5380475560438978	 5.4710297050146517	 9.9628318175371007	 7.991199805769862	 6.6870256206164376	12.177179655357913	13.2731517479093100	 6.5948412502874021	16.8373510730832301	 9.1593461280035680	 4.5508734336690297	11.6188776626751871	 0.81840463597218138	 0.52253450176997596	 1.0782901601946335
      81	8596-12702 	26.8766267721782555	24.6705383926650548	34.6986997306291940	36.2274658355732058	33.2538415010714914	46.770972030293336	35.3693368125614072	32.4661494596733604	45.6630963451479275	47.674935246351303	43.7616792588144463	61.550070133904022	 6.2198934362238791	 4.4220342762189278	 6.9215720569194215	 4.7264034192673989	 3.3602372994877929	 5.2595984436013934	 1.33634395323481581	 1.18072975128039870	 1.4983812246739965
      82	8597-12703 	 8.0688810114425440	 6.6552343533267102	 9.3287047162432817	11.2228903063294077	 9.2566695436927322	12.975160940168445	15.4355857666069287	12.7313118773178893	17.8455998464625587	21.469133777894058	17.7077982005417027	24.821187627315449	19.5660461124180181	16.2206766828257578	24.6509611546509184	10.2280600381907956	 8.4792836538766743	12.8861758395252846	 2.19655424898162543	 1.70477555973520190	 3.2115454416998164
      83	9867-12704 	11.6172627935873560	 9.0522547276233354	13.4443190473463421	17.3579759239543137	13.5254596897232471	20.087878744261051	19.0502882675492238	14.8441216400562013	22.0463424098683554	28.464058269822274	22.1793989357435706	32.940623584153087	 9.1502461639733230	 7.3520852290589040	12.7112916275779888	 5.5800108019346029	 4.4834547901472313	 7.7516105378334874	 2.91743087804729795	 2.42639372158788635	 3.9787749885935111
      84	9034-12705 	 9.1955048857740156	 8.4475192564741199	 9.9605367493345920	11.5038936868684516	10.5681378729507784	12.460974927625895	23.7033447964044477	21.7752547682560227	25.6753750728785839	29.653701667091319	27.2415945584489982	32.120779541514601	10.0292263807584110	 8.9896474655465362	11.2012518941439758	 3.8907504817120584	 3.4874549520689797	 4.3454275084000207	 1.56530769446515006	 1.28197950901523439	 1.9383950184650043
      85	8991-6101  	21.9888394052339109	16.7885560170977541	23.3500623308851907	26.4332892096699830	20.1819090327732269	28.069646573033548	46.6525146146854794	35.6193585533527681	49.5405466414088096	56.082060014263803	42.8188495423544708	59.553829688064596	 3.3064854219157858	 2.7295923610380939	 6.1526888748844515	 1.5584535482974085	 1.2865451854920242	 2.8999613139313221	 0.99201177696244258	 0.64860548279983365	 1.5663683519240195
      86	8992-6101  	15.8416699738229187	12.6381696280269953	18.2831671948763663	18.7772674500792576	14.9801309822176378	21.671195070974051	23.5810715097040848	18.8125104387814837	27.2153550578110774	27.950846547670128	22.2986301633679318	32.258594044303514	 9.9180663235886222	 8.4686552122111109	13.3493152689672261	 6.6629174765074017	 5.6892088613842313	 8.9680168596438676	 1.49742658800057482	 1.14275758703192110	 2.7914558007279942
      87	8989-3703  	13.9140903002747454	 8.9826694890850263	17.9405962432409822	18.6158841653978584	12.0180573142865477	24.003010927401512	26.1700375836796155	16.8948736897650811	33.7432105029508875	35.013312243076967	22.6039219819842891	45.145581531777658	11.7262924388118250	 7.8761799558419021	22.3146218341123301	 6.2346372778160761	 4.1876087787944769	11.8642421595126155	 1.20560407171669448	 0.79726870039756637	 2.4345207241725326
      88	8989-9102  	 4.7851571567572364	 1.6661686176853989	 8.6705403342337597	 6.6390957297708830	 2.3117010773894178	12.029813321079594	10.0791457898144721	 3.5095098986143438	18.2630658183923842	13.984162187526307	 4.8692177536064154	25.338821341780392	                   	                   	                   	                   	                   	                   	                    	                    	
      89	8482-12705 	15.9648053040734705	13.0561710244995446	18.1559915185845320	18.0887145923753394	14.7931244279661609	20.571409576630781	19.3993755883275831	15.8649955715451672	22.0619601641895784	21.980209692755562	17.9756264756799773	24.997016446956284	12.2323036314797289	10.3595729754453849	15.6424404877694307	10.0666304957973303	 8.5254581949451698	12.8730182953957666	 1.75909656901966960	 1.24351402264379374	 2.9789815584423662
      90	9033-12705 	 8.9372317943041768	 7.9200630744960199	10.3430078351223038	18.4955063344826378	16.3904864655295697	21.404744929411560	12.4269330619313312	11.0125927063637157	14.3816193855474683	25.717406066565761	22.7904437131682904	29.762608665362585	12.3670721056740422	10.6937904797899677	14.2223004950444842	 8.8941808469116168	 7.6907861176450867	10.2284284898775439	 1.74555708742742266	 1.48233228278565932	 1.9927173084806353
      91	8597-12702 	11.6192885470786358	 9.5062553506892709	13.1571681994989209	12.4271841452412204	10.1672305749221117	14.071993425638301	16.5098926150338023	13.5074754684899041	18.6950718377916481	17.657834635388941	14.4466577539686281	19.994950585435159	20.8746421693540967	17.9595692148025279	26.4062856412336302	14.6911004413122406	12.6395381092909549	18.5841458497847860	 1.99748862808904493	 1.45963697475841436	 3.7180253801811083
      92	11835-3704 	 6.1232777047819287	 2.2244849037550343	 9.9480530070804711	11.5122056797769954	 4.1821927696645114	18.703060330155811	11.1461099632840117	 4.0491962873994582	18.1082907036707716	20.955494199867740	 7.6127823603244682	34.044898360081127	16.5897908989435052	 8.7374857496808822	53.0209743481969795	 9.1138430423814825	 4.8000649431155704	29.1278438111221476	 3.29606526416547174	 1.67865686684263937	11.3449482440260443
      93	12506-12701	22.8481792353014512	17.0463366404858903	24.7551928559873211	25.4285941627466059	18.9715063037824656	27.550981024467632	38.0022520693949133	28.3523328139263171	41.1740939727139832	42.294129225404383	31.5543727693863971	45.824190841136023	 6.4755878285017765	 5.6483265548993646	 9.9694371964262931	 3.8933321922439665	 3.3959560415048924	 5.9939470830065469	 1.49539934879213199	 1.29778836568368217	 3.4548321076017712
      94	12506-6102 	14.7865810589649325	12.1363117168322887	17.2118588795973970	17.0432287275032621	13.9884896767833045	19.838639273047804	22.0907352724354098	18.1313075856539676	25.7140319685447700	25.462103274953797	20.8984092454328874	29.638367828141959	12.2264974633359689	 9.9982649928118263	15.5890718131212136	 8.1838876605629292	 6.6924053881401084	10.4346492389671184	 0.97959679809689815	 0.79518832665038897	 1.2556388146690507
      95	7959-12704 	 8.5226536842390264	 7.5121862179595205	 9.1667738988304155	12.9207441413893172	11.3888279004255537	13.897260705053402	13.6860202893315268	12.0633709646516731	14.7203744532193284	20.748650951209552	18.2886381978861650	22.316780550079702	13.3691549817927040	12.3360404252658391	15.4977795140303698	 8.3253331174407741	 7.6819848397615278	 9.6508849819355635	 1.64453110444329642	 1.36706342708735540	 2.2834831049728876
      96	8481-6102  	 6.2503917997821796	 4.2281688331569951	 8.1234929649445000	11.1746639644763235	 7.5592646683761391	14.523458210124641	 6.7937039300533257	 4.5957002599018990	 8.8296234619447791	12.146015949773536	 8.2163499074809856	15.785902433112673	19.4517559914435374	13.7860748829536668	31.1972307381305853	17.8961428687588153	12.6835626466460258	28.7022980673214896	 2.87583625167606494	 2.01377060770927185	 4.9280967012723522
      97	8947-9101  	 6.0275941846378167	 3.9955600195361853	 8.2450678722640447	 8.8927573371111155	 5.8948138496376306	12.164287370726653	 6.5191574243372630	 4.3214065127560675	 8.9174708494189279	 9.617980779928878	 6.3755485680992967	13.156311107797258	10.2456725729888394	 6.9907228569203541	15.5747230782400159	 9.4731193617293101	 6.4636022258768291	14.4003441155261811	 2.82948174358266336	 1.79061794212044290	 4.9754015226806576
      98	11834-12705	10.3040752399833160	 7.5042287153865317	11.9501550172472637	12.4121648481591293	 9.0395034687089364	14.395012709104510	12.3214255758585818	 8.9734200757840856	14.2897778049632720	14.842240749411335	10.8092736745770317	17.213294121778642	19.4522300429223094	16.2782800134129246	27.7919052613125501	16.2673743158789037	13.6130856777126965	23.2416193330858007	 2.76639609521214425	 2.05726572216194947	 4.2066229875427839
      99	11834-6103 	 7.8626883100864307	 4.3682933506433432	11.2297053521325658	12.2309576287343429	 6.7951836286148533	17.468586433587735	 9.2835529125333380	 5.1576866408582376	13.2590228325527377	14.441211178579758	 8.0231397047370461	20.625330684333218	13.5321174803272406	 8.9441055488966814	25.5243042105846278	11.4610023690004112	 7.5751939808030455	21.6177631808088151	 4.81917781110461352	 2.88381724942588225	 9.7780371975677571
     100	7961-12703 	13.5859697962117068	12.5795565066081778	14.7149829048819480	14.6941183218117253	13.6056162730141779	15.915220124224305	23.9591607681793377	22.1843284841000106	25.9502005677492491	25.913405410124220	23.9938077682315516	28.066845675130139	 5.0412716918453215	 3.3975850707077480	 6.5136696694048792	 2.8586378964855639	 1.9265903592082683	 3.6935567254328210	 0.82669333904459208	 0.48522785655593575	 1.2572241572375611
     101	7959-12703 	 9.7062208676575228	 8.8268619189980626	11.2977470011498262	10.8060796647222048	 9.8270763036134667	12.577949316309445	15.5890010618491530	14.1766771747967848	18.1451249048211949	17.355466114427681	15.7831049819160505	20.201236703894796	14.8644112058039788	12.0785795412808969	16.9027044192498153	 9.2550675735282084	 7.5205178529467167	10.5241754556984279	 1.00940320167559827	 0.77282708295038716	 1.2757041417453654
     102	8244-3702  	 5.5690772879691224	 3.4236906606038140	 7.5921550409981684	 9.0573877328014305	 5.5681923928852726	12.347663423960121	10.0696009934434745	 6.1904687427728975	13.7275832225146015	16.376910535834838	10.0680009904349550	22.326148022620846	15.1448008239447631	10.3905209527983295	25.9636406035358469	 8.3759591223489416	 5.7465647631990544	14.3594092052199720	 4.51937608040893402	 2.86701574672367565	 8.2298496082328718
