#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/621/L2&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36219002
#Name: J/A+A/621/L2
#Title: Hyades tidal tails revealed by Gaia DR2 (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/621/l2	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...621L...2R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/621/L2	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36219002	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-05-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_621_L2_stars:
#Name: J/A+A/621/L2/stars
#Title: All the star shown in Figures 3a to 3c
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F10.6)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	Member	(A8)	Membership to subgroups (1)	[ucd=meta.code.member]
#Column	Comment	(a8)	Comment may take the values (2)	[ucd=meta.note;stat.value]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	Member	Comment	Simbad	_RA.icrs	_DE.icrs
     184	  49729231594420096	060.20378292	+18.19388143	  5.790159	Cluster 	 -      	Simbad	060.20378292	+18.19388143
     185	 170457601190857728	060.28190410	+33.19580089	  9.476312	Cluster 	 -      	Simbad	060.28190410	+33.19580089
     186	 226855435229242496	060.35368851	+39.88157568	 11.697847	Pr_tail 	 -      	Simbad	060.35368851	+39.88157568
     187	 163804078373452288	060.41516860	+28.31672220	 17.361975	Cluster 	 -      	Simbad	060.41516860	+28.31672220
     188	3196663932720748800	060.61611624	-07.15772987	 15.028334	Tr_tail 	 -      	Simbad	060.61611624	-07.15772987
     189	  47109438983082496	060.72186161	+18.40718003	 13.865893	Cluster 	 -      	Simbad	060.72186161	+18.40718003
     190	3253190890656530048	060.82225168	-01.82151742	 14.846220	Cluster 	 -      	Simbad	060.82225168	-01.82151742
     191	 227249541428820608	060.89154627	+40.36165367	 14.009988	Pr_tail 	 -      	Simbad	060.89154627	+40.36165367
     192	  50327297200978176	060.91322644	+19.45486892	  9.774549	Cluster 	 -      	Simbad	060.91322644	+19.45486892
     193	  39305036729495936	060.92600247	+14.99122206	 15.038850	Cluster 	 -      	Simbad	060.92600247	+14.99122206
     194	  45404199528067200	061.04540142	+15.80601263	 16.303532	Cluster 	 -      	Simbad	061.04540142	+15.80601263
     195	  50248991357476736	061.05385500	+18.99561355	 15.069968	Cluster 	 -      	Simbad	061.05385500	+18.99561355
     196	 227152887485112576	061.24188380	+39.60179315	 15.909609	Pr_tail 	 -      	Simbad	061.24188380	+39.60179315
     197	  50298125783225088	061.35751774	+19.44201116	 10.833858	Cluster 	 -      	Simbad	061.35751774	+19.44201116
     198	 164216120356193664	061.36844582	+28.92916508	 15.358633	Cluster 	 -      	Simbad	061.36844582	+28.92916508
     199	3252926767347751424	061.37996697	-02.27359617	  9.761527	Cluster 	 -      	Simbad	061.37996697	-02.27359617
     200	  47019347749289216	061.41589317	+17.93759385	  9.030198	Cluster 	 -      	Simbad	061.41589317	+17.93759385
     201	  47068207297219584	061.51002103	+18.25076138	 11.894332	Cluster 	 -      	Simbad	061.51002103	+18.25076138
     202	  45367056650753280	061.56773092	+15.69803558	  7.693321	Cluster 	 -      	Simbad	061.56773092	+15.69803558
     203	  47247938791363200	061.58645643	+19.02735171	 14.523818	Cluster 	 -      	Simbad	061.58645643	+19.02735171
     204	  53825771402706304	061.58811648	+23.42405454	 13.124005	Cluster 	 -      	Simbad	061.58811648	+23.42405454
     205	  45159901786525568	061.75566301	+15.33494415	 10.040395	Cluster 	 -      	Simbad	061.75566301	+15.33494415
     206	  51902691204229888	061.76431740	+20.28060462	 14.685039	Cluster 	 -      	Simbad	061.76431740	+20.28060462
     207	3303530209469039616	061.85265573	+10.74058243	 16.240068	Cluster 	 -      	Simbad	061.85265573	+10.74058243
     208	  45142206521351552	061.92550272	+15.16268911	  5.971245	Cluster 	 -      	Simbad	061.92550272	+15.16268911
     209	  45567511362945152	061.93054508	+16.51868260	  9.598963	Cluster 	 -      	Simbad	061.93054508	+16.51868260
     210	  45968901826385024	062.04687349	+16.87296136	 10.818891	Cluster 	 -      	Simbad	062.04687349	+16.87296136
     211	3304337251002413952	062.11164014	+12.19179914	 10.702558	Cluster 	 -      	Simbad	062.11164014	+12.19179914
     212	  53942250914697472	062.15144047	+23.76842474	  9.189675	Cluster 	 -      	Simbad	062.15144047	+23.76842474
     213	  53725750202606208	062.16786365	+23.55713201	 12.558902	Cluster 	 -      	Simbad	062.16786365	+23.55713201
     214	  45980377978968064	062.37093384	+17.13168057	 15.377862	Cluster 	 -      	Simbad	062.37093384	+17.13168057
     215	 169163647804297216	062.43307230	+31.92991311	 17.395342	Cluster 	 -      	Simbad	062.43307230	+31.92991311
     216	3300315443626615040	062.45629681	+09.30546825	  9.628851	Cluster 	 -      	Simbad	062.45629681	+09.30546825
     217	  45506454107945344	062.48873540	+16.37813928	 15.553641	Cluster 	 -      	Simbad	062.48873540	+16.37813928
     218	  45198178534988672	062.49038269	+15.41688665	 14.607817	Cluster 	 -      	Simbad	062.49038269	+15.41688665
     219	  52040233236358784	062.64102325	+20.86079534	 12.373895	Pr_tail 	 -      	Simbad	062.64102325	+20.86079534
     220	  52640154268714496	062.65674079	+21.60250291	 16.324110	Cluster 	 -      	Simbad	062.65674079	+21.60250291
     221	  46975436002187136	062.67706325	+18.42312085	  6.486716	Cluster 	 -      	Simbad	062.67706325	+18.42312085
     222	  48509186003340416	062.77604352	+18.92896758	 14.218579	Cluster 	 -      	Simbad	062.77604352	+18.92896758
     223	3304478125929665152	062.77738074	+12.79665812	 16.540540	Cluster 	 -      	Simbad	062.77738074	+12.79665812
     224	3311785239689504512	062.81140349	+15.08626719	 17.148620	Cluster 	 -      	Simbad	062.81140349	+15.08626719
     225	3284773915487855488	062.83514927	+05.52308147	  5.606534	Cluster 	 -      	Simbad	062.83514927	+05.52308147
     226	  45293526808851200	062.86572047	+15.99206751	 13.798448	Cluster 	 -      	Simbad	062.86572047	+15.99206751
     227	  51995909173956352	063.01464873	+20.83114594	 14.963053	Cluster 	 -      	Simbad	063.01464873	+20.83114594
     228	  45679386670867584	063.09124635	+16.25081193	 12.683744	Cluster 	 -      	Simbad	063.09124635	+16.25081193
     229	3303984513928122752	063.20864986	+11.24619458	 15.496543	Cluster 	 -      	Simbad	063.20864986	+11.24619458
     230	3311804515502788352	063.27393457	+15.24770266	 14.381669	Cluster 	 -      	Simbad	063.27393457	+15.24770266
     231	3311514210073309056	063.60735566	+14.62497288	  8.289951	Cluster 	 -      	Simbad	063.60735566	+14.62497288
     232	3304412601908736512	063.61406676	+12.43525832	  7.878437	Cluster 	 -      	Simbad	063.61406676	+12.43525832
     233	  48455894049191424	063.62478890	+18.72988560	 13.221455	Cluster 	 -      	Simbad	063.62478890	+18.72988560
     234	 149005270337201792	063.63520669	+23.57473658	  7.882526	Cluster 	 -      	Simbad	063.63520669	+23.57473658
     235	3300934223858467072	063.64361120	+10.70136280	  6.965591	Cluster 	 -      	Simbad	063.64361120	+10.70136280
     236	  48482454126911360	063.68891252	+19.06384011	 14.994632	Cluster 	 -      	Simbad	063.68891252	+19.06384011
     237	 149956519694104704	063.70975438	+24.37684748	 15.742572	Cluster 	 -      	Simbad	063.70975438	+24.37684748
     238	 163152549013270400	063.72413987	+27.75724542	 11.562204	Pr_tail 	 -      	Simbad	063.72413987	+27.75724542
     239	3189577958236917632	063.78027095	-11.53741745	 10.954566	Tr_tail 	 -      	Simbad	063.78027095	-11.53741745
     240	3311492803955469696	063.79387786	+14.39837640	 10.930037	Cluster 	 -      	Simbad	063.79387786	+14.39837640
     241	  49341619383660288	063.88630527	+20.80752240	 16.022387	Cluster 	 -      	Simbad	063.88630527	+20.80752240
     242	3312197934506930944	063.89090543	+15.70616713	 10.431786	Cluster 	 -      	Simbad	063.89090543	+15.70616713
     243	  45770783575075968	063.89567828	+16.76229098	 13.998815	Cluster 	 -      	Simbad	063.89567828	+16.76229098
     244	  49365087086285184	063.92732514	+20.81964613	  7.635050	Cluster 	 -      	Simbad	063.92732514	+20.81964613
     245	3312136499294830848	063.94336824	+15.40060341	  6.203033	Cluster 	 -      	Simbad	063.94336824	+15.40060341
     246	3300059394856687488	063.95084599	+08.96610663	 13.623984	Cluster 	 -      	Simbad	063.95084599	+08.96610663
     247	 233866333687097344	063.98909868	+46.72612089	 14.766767	Pr_tail 	 -      	Simbad	063.98909868	+46.72612089
     248	  45845378567048320	064.00657915	+16.98296836	 13.780120	Cluster 	 -      	Simbad	064.00657915	+16.98296836
     249	  47803952373768960	064.01544266	+18.85907972	 13.000000	Cluster 	 -      	Simbad	064.01544266	+18.85907972
     250	3304096595394580608	064.04577979	+11.53370172	 15.855219	Cluster 	 -      	Simbad	064.04577979	+11.53370172
     251	  47804394753757056	064.05521642	+18.88436676	 11.196231	Cluster 	 -      	Simbad	064.05521642	+18.88436676
     252	3311426420941869952	064.10649896	+14.17132150	 13.934874	Cluster 	 -      	Simbad	064.10649896	+14.17132150
     253	  52548241968465408	064.13997594	+21.90730214	  8.923047	Cluster 	 -      	Simbad	064.13997594	+21.90730214
     254	3312348872541805184	064.22746554	+16.35680959	 13.207776	Cluster 	 -      	Simbad	064.22746554	+16.35680959
     255	3203395830100882432	064.34551797	-04.53091687	 14.400489	Tr_tail 	 -      	Simbad	064.34551797	-04.53091687
     256	  47813500084423296	064.35531347	+19.02977997	 10.348603	Cluster 	 -      	Simbad	064.35531347	+19.02977997
     257	3311906770084019712	064.36772712	+14.90098570	 13.276046	Cluster 	 -      	Simbad	064.36772712	+14.90098570
     258	  45788547559850496	064.41278197	+16.94772728	  8.098096	Cluster 	 -      	Simbad	064.41278197	+16.94772728
     259	3310640648085373824	064.44920909	+13.66170717	 11.770251	Cluster 	 -      	Simbad	064.44920909	+13.66170717
     260	  47729215646206080	064.46148633	+18.47505779	 12.715638	Cluster 	 -      	Simbad	064.46148633	+18.47505779
     261	3311934086075988864	064.46559687	+15.22706646	 14.246441	Cluster 	 -      	Simbad	064.46559687	+15.22706646
     262	3312381071912436864	064.47971913	+16.54438593	 12.964265	Cluster 	 -      	Simbad	064.47971913	+16.54438593
     263	3311464182294287104	064.48199617	+14.54619160	 13.771758	Cluster 	 -      	Simbad	064.48199617	+14.54619160
     264	  47620265212420096	064.50816887	+18.25666999	  7.354803	Cluster 	 -      	Simbad	064.50816887	+18.25666999
     265	3310478710637066752	064.53627703	+13.33126117	 13.954916	Cluster 	 -      	Simbad	064.53627703	+13.33126117
     266	  47319961098840192	064.53805656	+17.41613399	 14.729224	Cluster 	 -      	Simbad	064.53805656	+17.41613399
     267	 148946068508277888	064.54540511	+23.28448987	  9.159913	Cluster 	 -      	Simbad	064.54540511	+23.28448987
     268	3312281634829711488	064.55460945	+16.09802730	 14.774393	Cluster 	 -      	Simbad	064.55460945	+16.09802730
     269	3312281669189449472	064.58083133	+16.08823086	  9.287080	Cluster 	 -      	Simbad	064.58083133	+16.08823086
     270	  47715063730746880	064.64156503	+18.36458791	 14.620120	Cluster 	 -      	Simbad	064.64156503	+18.36458791
     271	3310178784482082816	064.67651470	+12.51064011	 14.145566	Cluster 	 -      	Simbad	064.67651470	+12.51064011
     272	3283238344419794304	064.68170143	+03.25503974	 15.666371	Cluster 	 -      	Simbad	064.68170143	+03.25503974
     273	  49407521363733632	064.69037493	+21.03157885	 16.856655	Cluster 	 -      	Simbad	064.69037493	+21.03157885
     274	3310569798304869888	064.69650097	+13.36623450	 11.270179	Cluster 	 -      	Simbad	064.69650097	+13.36623450
     275	3299441950357981696	064.73296409	+09.39631014	 14.752955	Cluster 	 -      	Simbad	064.73296409	+09.39631014
     276	  49005581144118784	064.74207749	+19.90654391	  8.414933	Cluster 	 -      	Simbad	064.74207749	+19.90654391
     277	  48977371798954368	064.76347784	+19.54416989	 13.977035	Cluster 	 -      	Simbad	064.76347784	+19.54416989
     278	  47345009348203392	064.78387715	+17.52463437	  8.270035	Cluster 	 -      	Simbad	064.78387715	+17.52463437
     279	3310702770492165120	064.83449799	+14.31635042	 11.991074	Cluster 	 -      	Simbad	064.83449799	+14.31635042
     280	  49520255665123328	064.87460904	+21.75371632	 12.861299	Cluster 	 -      	Simbad	064.87460904	+21.75371632
     281	3312052249216467328	064.94886907	+15.62754122	  3.289985	Cluster 	 -      	Simbad	064.94886907	+15.62754122
     282	3310634944368705664	064.99094773	+14.03512232	  5.497301	Cluster 	 -      	Simbad	064.99094773	+14.03512232
     283	3175952638346424832	065.04489906	-14.76057455	  9.309144	Tr_tail 	 -      	Simbad	065.04489906	-14.76057455
     284	  48203487411427456	065.05455009	+19.23332589	  7.311776	Cluster 	 -      	Simbad	065.05455009	+19.23332589
     285	  47751828650825856	065.05887516	+18.70197202	 17.412321	Cluster 	 -      	Simbad	065.05887516	+18.70197202
     286	 233813071794162304	065.07180594	+46.60975346	 12.222936	Pr_tail 	 Contam.	Simbad	065.07180594	+46.60975346
     287	 233812869934508800	065.08161180	+46.60030652	 12.989925	Pr_tail 	 Contam.	Simbad	065.08161180	+46.60030652
     288	  47760521664503296	065.11559002	+18.89706026	 14.011936	Cluster 	 -      	Simbad	065.11559002	+18.89706026
     289	3311883817778820480	065.15177677	+15.09536165	  5.179711	Cluster 	 -      	Simbad	065.15177677	+15.09536165
     290	3310615565476268032	065.22014244	+13.86437258	  6.032595	Cluster 	 -      	Simbad	065.22014244	+13.86437258
     291	3311120722349948672	065.23409750	+14.85949901	 15.158329	Cluster 	 -      	Simbad	065.23409750	+14.85949901
     292	 149543000243089024	065.25316193	+24.51861376	 13.586280	Cluster 	 -      	Simbad	065.25316193	+24.51861376
     293	3283285795218796800	065.26773277	+03.26885044	  9.147926	Cluster 	 -      	Simbad	065.26773277	+03.26885044
     294	 148792171240741120	065.32063886	+23.19773296	 15.250086	Cluster 	 -      	Simbad	065.32063886	+23.19773296
     295	3307131900322333312	065.33282776	+12.04385705	 14.701344	Cluster 	 -      	Simbad	065.33282776	+12.04385705
     296	  49231668222673920	065.38235449	+21.03972210	  6.670779	Cluster 	 -      	Simbad	065.38235449	+21.03972210
     297	  47541100375011968	065.38495322	+18.41744468	  6.683846	Cluster 	 -      	Simbad	065.38495322	+18.41744468
     298	3311024789960504576	065.39544211	+14.40970655	  6.481860	Cluster 	 -      	Simbad	065.39544211	+14.40970655
     299	3311102820926310784	065.39668022	+14.69515656	 14.314161	Cluster 	 -      	Simbad	065.39668022	+14.69515656
     300	  49124190961270656	065.41024251	+20.30261373	 14.774092	Cluster 	 -      	Simbad	065.41024251	+20.30261373
     301	  49131681384221184	065.43535481	+20.40275928	 17.269058	Cluster 	 -      	Simbad	065.43535481	+20.40275928
     302	 149476479789791488	065.47174663	+24.24029190	 13.664534	Cluster 	 -      	Simbad	065.47174663	+24.24029190
     303	 148867315986268672	065.48337804	+23.41805654	 12.458201	Cluster 	 -      	Simbad	065.48337804	+23.41805654
     304	3311000119668435200	065.51516392	+14.07710623	  5.629976	Cluster 	 -      	Simbad	065.51516392	+14.07710623
     305	3283324415564687104	065.60494661	+03.61902943	 12.792516	Cluster 	 -      	Simbad	065.60494661	+03.61902943
     306	3306856541379219456	065.60755351	+11.30566521	  9.353226	Cluster 	 -      	Simbad	065.60755351	+11.30566521
     307	3300725905060807936	065.62563199	+10.43459830	 11.837524	Cluster 	 -      	Simbad	065.62563199	+10.43459830
     308	3311232425859274368	065.62765455	+15.22016976	 13.465805	Cluster 	 -      	Simbad	065.62765455	+15.22016976
     309	  47485609397541632	065.66540015	+18.26918415	 12.086519	Cluster 	 -      	Simbad	065.66540015	+18.26918415
     310	3314024566918614528	065.73420940	+17.54239465	  3.415541	Cluster 	 -      	Simbad	065.73420940	+17.54239465
     311	3310348551653256448	065.75004675	+13.31620132	 12.684797	Cluster 	 -      	Simbad	065.75004675	+13.31620132
     312	3311229745799686912	065.75677248	+15.22812393	 15.172077	Cluster 	 -      	Simbad	065.75677248	+15.22812393
     313	3312025001943976064	065.80251817	+15.71278715	 14.345479	Cluster 	 -      	Simbad	065.80251817	+15.71278715
     314	 145325548516513280	065.84350110	+21.37893467	  8.639102	Cluster 	 -      	Simbad	065.84350110	+21.37893467
     315	3313842529024545664	065.85491461	+16.77715111	  5.563784	Cluster 	 -      	Simbad	065.85491461	+16.77715111
     316	3312025586058376704	065.85589474	+15.76300884	 10.018652	Cluster 	 -      	Simbad	065.85589474	+15.76300884
     317	 149313099234711680	065.87710776	+24.40522468	  7.050099	Cluster 	 -      	Simbad	065.87710776	+24.40522468
     318	3311148828615843328	065.88520823	+14.67040093	  8.877489	Cluster 	 -      	Simbad	065.88520823	+14.67040093
     319	3313541056680391296	065.92950130	+15.88080703	 13.575476	Cluster 	 -      	Simbad	065.92950130	+15.88080703
     320	3299573475139651584	065.96178681	+09.20539269	 11.813728	Cluster 	 -      	Simbad	065.96178681	+09.20539269
     321	3310820624394671488	065.97723183	+14.05202222	 10.362146	Cluster 	 -      	Simbad	065.97723183	+14.05202222
     322	3313606340183243136	065.98258655	+16.35408090	 14.347058	Cluster 	 -      	Simbad	065.98258655	+16.35408090
     323	  47881811540636800	065.98657141	+18.63879906	 15.481036	Cluster 	 -      	Simbad	065.98657141	+18.63879906
     324	 145668974102570624	065.98972202	+22.18138384	 13.844896	Cluster 	 -      	Simbad	065.98972202	+22.18138384
     325	3313653894061044224	065.99689379	+16.72146908	 11.728009	Cluster 	 -      	Simbad	065.99689379	+16.72146908
     326	3306849703791332864	065.99831372	+11.38299785	 13.939841	Cluster 	 -      	Simbad	065.99831372	+11.38299785
     327	3313978112552491136	066.02450502	+17.44398973	  4.724478	Cluster 	 -      	Simbad	066.02450502	+17.44398973
     328	 145664777917536512	066.03146145	+22.11867878	 10.499180	Cluster 	 -      	Simbad	066.03146145	+22.11867878
     329	3313630082762446208	066.05366841	+16.37883561	  8.068033	Cluster 	 -      	Simbad	066.05366841	+16.37883561
     330	 145373377272257664	066.06126789	+21.73604858	  6.990021	Cluster 	 -      	Simbad	066.06126789	+21.73604858
     331	3307198077178624128	066.06452807	+12.24723667	 14.697147	Cluster 	 -      	Simbad	066.06452807	+12.24723667
     332	3314079508140198528	066.07108444	+18.00278845	  9.645082	Cluster 	 -      	Simbad	066.07108444	+18.00278845
     333	 179151955025176832	066.07745620	+38.42633254	 15.400424	Cluster 	 -      	Simbad	066.07745620	+38.42633254
     334	  47982794811614080	066.08776089	+19.18062044	 15.161274	Cluster 	 -      	Simbad	066.08776089	+19.18062044
     335	3313947704182762240	066.09325499	+17.07883974	  6.839261	Cluster 	 -      	Simbad	066.09325499	+17.07883974
     336	3313662896312488192	066.11853471	+16.88605748	  7.656410	Cluster 	 -      	Simbad	066.11853471	+16.88605748
     337	3310814886318365568	066.13186164	+13.92855165	 15.114616	Cluster 	 -      	Simbad	066.13186164	+13.92855165
     338	3306016372760404992	066.18384830	+10.77199876	 12.990063	Cluster 	 -      	Simbad	066.18384830	+10.77199876
     339	  47965443143743488	066.23849795	+19.04185949	  5.867680	Cluster 	 -      	Simbad	066.23849795	+19.04185949
     340	3313759000500605056	066.25143984	+16.98479107	  9.967796	Cluster 	 -      	Simbad	066.25143984	+16.98479107
     341	  47917816253918720	066.31112244	+18.97345995	 11.949200	Cluster 	 -      	Simbad	066.31112244	+18.97345995
     342	3313579505227558528	066.31934672	+16.30223726	 15.028309	Cluster 	 -      	Simbad	066.31934672	+16.30223726
     343	3287041726938931968	066.32118524	+08.06775045	 13.440387	Cluster 	 -      	Simbad	066.32118524	+08.06775045
     344	 145784835140102016	066.32626606	+23.06063048	 12.971039	Cluster 	 -      	Simbad	066.32626606	+23.06063048
     345	 146160558879786624	066.33393802	+23.10848693	 12.039505	Cluster 	 -      	Simbad	066.33393802	+23.10848693
     346	 145674574739951872	066.34283717	+22.29367965	  4.113087	Cluster 	 -      	Simbad	066.34283717	+22.29367965
     347	 145484629809228544	066.35475274	+22.19979794	  5.194479	Cluster 	 -      	Simbad	066.35475274	+22.19979794
     348	3314063908819076352	066.35477641	+17.91521442	 10.607862	Cluster 	 -      	Simbad	066.35477641	+17.91521442
     349	3314063977537054208	066.37292139	+17.92777301	  4.262473	Cluster 	 -      	Simbad	066.37292139	+17.92777301
     350	3287450745264292864	066.40561228	+08.59135578	 15.969556	Cluster 	 -      	Simbad	066.40561228	+08.59135578
     351	3191902806854501760	066.41702622	-08.68520391	 15.434539	Tr_tail 	 -      	Simbad	066.41702622	-08.68520391
     352	  47917511308704128	066.42468952	+19.01310116	 13.705348	Cluster 	 -      	Simbad	066.42468952	+19.01310116
     353	3311173120950799872	066.46066358	+15.00246809	 14.778923	Cluster 	 -      	Simbad	066.46066358	+15.00246809
     354	3307717596422556928	066.46572596	+13.50258737	 13.938940	Cluster 	 -      	Simbad	066.46572596	+13.50258737
     355	3311179340063437952	066.52006217	+15.04128814	 11.466524	Cluster 	 -      	Simbad	066.52006217	+15.04128814
     356	 145727729254950912	066.57743381	+22.81338167	  4.147902	Cluster 	 -      	Simbad	066.57743381	+22.81338167
     357	 145293181643038336	066.57755528	+21.47026734	  7.223598	Cluster 	 -      	Simbad	066.57755528	+21.47026734
     358	3313751441358252160	066.57981520	+17.05047865	 16.364530	Cluster 	 -      	Simbad	066.57981520	+17.05047865
     359	 145293181643038208	066.58043838	+21.46874915	 15.087281	Cluster 	 -      	Simbad	066.58043838	+21.46874915
     360	3314393590508675456	066.59088957	+18.00015736	 14.327611	Cluster 	 -      	Simbad	066.59088957	+18.00015736
     361	3313689422030650496	066.66765705	+16.74677694	  7.940902	Cluster 	 -      	Simbad	066.66765705	+16.74677694
     362	 144534724778235392	066.69895170	+21.23472280	 10.680808	Cluster 	 -      	Simbad	066.69895170	+21.23472280
     363	3307645131734449408	066.72688874	+13.13810541	 10.083732	Cluster 	 -      	Simbad	066.72688874	+13.13810541
     364	 149327461604162688	066.76357376	+24.10417113	 14.620616	Cluster 	 -      	Simbad	066.76357376	+24.10417113
     365	3313665885609887744	066.77716110	+16.43009546	 16.561577	Cluster 	 -      	Simbad	066.77716110	+16.43009546
     366	3313665885609887616	066.77787532	+16.42958363	 16.633980	Cluster 	 -      	Simbad	066.77787532	+16.42958363
     367	3313778207594395392	066.81981669	+17.24171572	 12.143844	Cluster 	 -      	Simbad	066.81981669	+17.24171572
     368	3310857011357831936	066.85087294	+14.11857450	 14.491876	Cluster 	 -      	Simbad	066.85087294	+14.11857450
     369	3310876802567157248	066.85604088	+14.26058131	 10.028380	Cluster 	 -      	Simbad	066.85604088	+14.26058131
     370	3312709379213017728	066.90001676	+15.58908876	  7.273774	Cluster 	 -      	Simbad	066.90001676	+15.58908876
     371	3312908906213736320	066.92020381	+16.24861079	 14.325896	Cluster 	 -      	Simbad	066.92020381	+16.24861079
     372	3306922958753764992	066.94246144	+11.73636549	  7.356545	Cluster 	 -      	Simbad	066.94246144	+11.73636549
     373	3310903740601986432	066.94642735	+14.41766723	  9.211576	Cluster 	 -      	Simbad	066.94642735	+14.41766723
     374	  48000730595736960	066.98691123	+19.06069960	 10.796983	Cluster 	 -      	Simbad	066.98691123	+19.06069960
     375	3314597408180024960	066.99716003	+18.75895437	 12.958581	Cluster 	 -      	Simbad	066.99716003	+18.75895437
     376	 145391484855481344	067.00371135	+21.61972152	  5.643206	Cluster 	 -      	Simbad	067.00371135	+21.61972152
     377	3307844864893938304	067.01892651	+13.86785680	  8.831254	Cluster 	 -      	Simbad	067.01892651	+13.86785680
     378	3287167277423046272	067.03373088	+07.94577249	 13.773430	Cluster 	 -      	Simbad	067.03373088	+07.94577249
     379	3312921378798754304	067.04581035	+16.47080178	 10.502086	Cluster 	 -      	Simbad	067.04581035	+16.47080178
     380	3307843524864280192	067.09387627	+13.82267891	 14.918414	Cluster 	 -      	Simbad	067.09387627	+13.82267891
     381	  48026706557926528	067.15465729	+19.18027818	  3.158721	Cluster 	 -      	Simbad	067.15465729	+19.18027818
     382	  48061409893621248	067.15553759	+19.74052516	  8.430403	Cluster 	 -      	Simbad	067.15553759	+19.74052516
     383	3313714023603261568	067.16467118	+16.96990972	 14.074879	Cluster 	 -      	Simbad	067.16467118	+16.96990972
     384	3314109916508904064	067.20173342	+17.28534583	  7.685845	Cluster 	 -      	Simbad	067.20173342	+17.28534583
     385	3307650109600736000	067.20947490	+13.04753787	  4.951238	Cluster 	 -      	Simbad	067.20947490	+13.04753787
     386	3312842042162993536	067.21904604	+15.98147641	 11.246134	Cluster 	 -      	Simbad	067.21904604	+15.98147641
     387	3312904233289409152	067.25110103	+16.34621765	 13.095269	Cluster 	 -      	Simbad	067.25110103	+16.34621765
     388	3314581984953794816	067.25473729	+18.67354528	 12.273972	Cluster 	 -      	Simbad	067.25473729	+18.67354528
     389	 151312419393052032	067.29627687	+26.24651585	 12.065066	Cluster 	 -      	Simbad	067.29627687	+26.24651585
     390	3312520946111619072	067.30192162	+15.27380724	 11.552275	Cluster 	 -      	Simbad	067.30192162	+15.27380724
     391	3307355272981718272	067.31810874	+12.36028747	 13.474093	Cluster 	 -      	Simbad	067.31810874	+12.36028747
     392	3314212068010812032	067.37694124	+17.86302708	  6.780034	Cluster 	 -      	Simbad	067.37694124	+17.86302708
     393	 151379150300399360	067.37858984	+26.67133983	  8.986128	Cluster 	 -      	Simbad	067.37858984	+26.67133983
     394	3314213025787054592	067.38218033	+17.89304143	  8.731016	Cluster 	 -      	Simbad	067.38218033	+17.89304143
     395	 151374477375986176	067.40146335	+26.57295330	 14.618670	Cluster 	 -      	Simbad	067.40146335	+26.57295330
     396	 144663157183364864	067.40634229	+21.66844335	 13.026863	Cluster 	 -      	Simbad	067.40634229	+21.66844335
     397	 145916050683920128	067.41286150	+22.88256738	 10.854518	Cluster 	 -      	Simbad	067.41286150	+22.88256738
